"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","year","price","pp"
"8086","FDA52",16.2,"reg",0.128621941,"Frozen Foods",175.537,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3528.74,17,22.577909657317,383.824464174389
"8088","FDF04",17.5,"Low Fat",0.013637046,"Frozen Foods",258.5304,"OUT046",1997,"Small","Tier 1","Supermarket Type1",6199.9296,19,3.5255909571984,66.9862281867696
"8089","FDY15",18.25,"Regular",0.171523928,"Dairy",155.863,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2346.945,7,26.734233989864,187.139637929048
"8092","FDW08",12.1,"Low Fat",0.148986013,"Fruits and Vegetables",106.528,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1171.808,7,15.871181992864,111.098273950048
"8093","FDO50",16.25,"Low Fat",0.078103689,"Canned",91.1804,"OUT013",1987,"High","Tier 3","Supermarket Type1",1929.4884,29,7.1215256044956,206.524242530372
"8094","FDP26",7.785,"Low Fat",0.140121306,"Dairy",102.5306,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1358.8978,7,14.3667215769636,100.567051038745
"8095","FDX01",10.1,"Low Fat",0.040446145,"Canned",118.115,"OUT010",1998,"Small","Tier 3","Grocery Store",116.515,18,4.777296416675,85.99133550015
"8096","FDU22",12.35,"Low Fat",0.093824276,"Snack Foods",119.9124,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2014.7108,9,11.2506941134224,101.256247020802
"8097","FDQ08",15.7,"Regular",0.018926773,"Fruits and Vegetables",60.2536,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1163.8184,12,1.1404062096328,13.6848745155936
"8098","NCN54",20.35,"Low Fat",0.021322439,"Household",79.1328,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1235.7248,12,1.6873043008992,20.2476516107904
"8101","DRN47",12.1,"Low Fat",0.016823566,"Hard Drinks",178.566,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3775.086,12,3.004116886356,36.049402636272
"8102","FDR39",20.35,"Low Fat",0.083799283,"Meat",184.1292,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2189.1504,19,15.4298949393636,293.168003847908
"8103","NCL30",18.1,"Low Fat",0.048940428,"Household",127.5336,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1789.6704,19,6.2415489683808,118.589430399235
"8104","FDT02",12.6,"LF",0.02429329,"Dairy",33.4874,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",105.8622,7,0.813519119546,5.694633836822
"8105","FDT25",7.5,"Low Fat",0.050829881,"Canned",122.7072,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1470.0864,17,6.2371923738432,106.032270355334
"8106","FDH53",20.5,"Regular",0,"Frozen Foods",83.2592,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1155.8288,9,0,0
"8107","DRB48",16.75,"Regular",0.024994069,"Soft Drinks",37.4822,"OUT017",2007,"Small","Tier 2","Supermarket Type1",549.9508,9,0.9368326930718,8.4314942376462
"8108","FDX16",17.85,"Low Fat",0.110152524,"Frozen Foods",150.205,"OUT010",1998,"Small","Tier 3","Grocery Store",149.805,18,16.54545986742,297.81827761356
"8109","FDH48",13.5,"Low Fat",0.060603014,"Baking Goods",85.554,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1731.08,14,5.184830259756,72.587623636584
"8110","FDF20",12.85,"Low Fat",0.033192524,"Fruits and Vegetables",199.0768,"OUT013",1987,"High","Tier 3","Supermarket Type1",3153.2288,29,6.6078614618432,191.627982393453
"8111","FDJ03",12.35,"Regular",0.121174241,"Dairy",47.8692,"OUT010",1998,"Small","Tier 3","Grocery Store",49.2692,18,5.8005139772772,104.40925159099
"8112","DRJ35",10.1,"Low Fat",0.046848053,"Hard Drinks",60.6878,"OUT017",2007,"Small","Tier 2","Supermarket Type1",363.5268,9,2.8431052708534,25.5879474376806
"8113","NCN17",11,"Low Fat",0.05489331,"Health and Hygiene",101.9358,"OUT013",1987,"High","Tier 3","Supermarket Type1",1105.8938,29,5.595593469498,162.272210615442
"8114","FDN09",14.15,"Low Fat",0.034868095,"Snack Foods",243.7828,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6579.4356,12,8.500241829766,102.002901957192
"8115","NCR30",20.6,"Low Fat",0.070933894,"Household",74.8696,"OUT013",1987,"High","Tier 3","Supermarket Type1",223.7088,29,5.3107922702224,154.01297583645
"8116","FDW23",5.765,"Low Fat",0.0821398,"Baking Goods",37.2164,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",579.246,17,3.05694765272,51.96811009624
"8117","DRN35",8.01,"Low Fat",0.117580062,"Hard Drinks",36.6532,"OUT010",1998,"Small","Tier 3","Grocery Store",71.9064,18,4.3096855284984,77.5743395129712
"8118","FDL08",10.8,"Low Fat",0.049819857,"Fruits and Vegetables",243.2144,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1225.072,14,12.1169066283408,169.636692796771
"8119","DRL35",15.7,"Low Fat",0.030877303,"Hard Drinks",42.177,"OUT017",2007,"Small","Tier 2","Supermarket Type1",735.709,9,1.302312008631,11.720808077679
"8120","NCS42",8.6,"Low Fat",0.069524391,"Household",91.8146,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2371.5796,17,6.3833541499086,108.517020548446
"8122","FDO32",6.36,"Low Fat",0.121034655,"Fruits and Vegetables",47.506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1071.938,7,5.74987232043,40.24910624301
"8123","NCU17",5.32,"Low Fat",0.092865746,"Health and Hygiene",100.6674,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2648.5524,12,9.3485531988804,112.182638386565
"8127","FDC35",7.435,"Low Fat",0.122735471,"Starchy Foods",205.2638,"OUT013",1987,"High","Tier 3","Supermarket Type1",3520.0846,29,25.1931491722498,730.601325995244
"8128","FDN38",6.615,"Regular",0.091971856,"Canned",251.6408,"OUT046",1997,"Small","Tier 1","Supermarket Type1",6008.1792,19,23.1438714213248,439.733557005171
"8129","FDJ48",11.3,"LF",0.056434817,"Baking Goods",247.8118,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2964.1416,19,13.9852135834406,265.719058085371
"8130","FDH57",10.895,"Low Fat",0.035740763,"Fruits and Vegetables",131.9284,"OUT035",2004,"Small","Tier 2","Supermarket Type1",659.142,12,4.7152216773692,56.5826601284304
"8131","FDI40",11.5,"Regular",0.125602951,"Frozen Foods",100.8358,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2111.2518,19,12.6652740464458,240.64020688247
"8133","FDA07",7.55,"Regular",0.030918873,"Fruits and Vegetables",123.9072,"OUT013",1987,"High","Tier 3","Supermarket Type1",1102.5648,29,3.8310709805856,111.101058436982
"8134","FDZ60",20.5,"Low Fat",0.119848041,"Baking Goods",109.4596,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",431.4384,7,13.1185186286436,91.8296304005052
"8135","FDW38",5.325,"Regular",0.139464425,"Dairy",53.2298,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1240.3854,9,7.423663449865,66.812971048785
"8136","NCF55",6.675,"LF",0.021666335,"Household",33.3874,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1235.059,19,0.723382593179,13.744269270401
"8137","FDR37",16.5,"Regular",0.066249551,"Breakfast",183.3292,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2006.7212,19,12.1454771851892,230.764066518595
"8138","FDZ33",10.195,"Low Fat",0.107564024,"Snack Foods",149.0076,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1182.4608,17,16.0278570625824,272.473570063901
"8139","FDV01",19.2,"Regular",0.085122855,"Canned",155.4314,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3568.0222,14,13.230764524647,185.230703345058
"8140","FDI02",15.7,"Regular",0.115031783,"Canned",114.1202,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",787.6414,7,13.1274500823166,91.8921505762162
"8141","DRH25",18.7,"Low Fat",0.014580886,"Soft Drinks",50.2324,"OUT013",1987,"High","Tier 3","Supermarket Type1",623.1888,29,0.7324328979064,21.2405540392856
"8142","NCY29",13.65,"Low Fat",0.077548732,"Health and Hygiene",55.093,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",452.744,7,4.272392292076,29.906746044532
"8144","FDR44",6.11,"reg",0.103129612,"Fruits and Vegetables",129.5968,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2348.9424,14,13.3652677004416,187.113747806182
"8145","FDJ41",6.85,"Low Fat",0.023012718,"Frozen Foods",262.0594,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1569.9564,9,6.0306990714492,54.2762916430428
"8147","FDB21",7.475,"Low Fat",0.149360698,"Fruits and Vegetables",243.4854,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1691.7978,9,36.3671492968092,327.304343671283
"8148","NCU42",9,"Low Fat",0.019586115,"Household",170.2474,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4211.185,7,3.334485154851,23.341396083957
"8149","FDY21",15.1,"Low Fat",0,"Snack Foods",195.211,"OUT013",1987,"High","Tier 3","Supermarket Type1",3142.576,29,0,0
"8150","FDK58",11.35,"Regular",0,"Snack Foods",101.5016,"OUT046",1997,"Small","Tier 1","Supermarket Type1",202.4032,19,0,0
"8151","DRD13",15,"Low Fat",0.049155769,"Soft Drinks",65.2168,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",958.752,17,3.2057819557192,54.4982932472264
"8152","FDU35",6.44,"Low Fat",0,"Breads",98.27,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2396.88,19,0,0
"8153","FDX23",6.445,"Low Fat",0.049697923,"Baking Goods",95.0436,"OUT010",1998,"Small","Tier 3","Grocery Store",94.5436,18,4.7234695144428,85.0224512599704
"8154","FDQ39",14.8,"Low Fat",0.081206491,"Meat",189.2846,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1719.7614,14,15.3711381663386,215.19593432874
"8156","FDS28",8.18,"Regular",0.082386011,"Frozen Foods",56.6588,"OUT035",2004,"Small","Tier 2","Supermarket Type1",687.1056,12,4.6678925200468,56.0147102405616
"8157","DRN36",15.2,"Low Fat",0.050279604,"Soft Drinks",94.1752,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2109.2544,14,4.7350917626208,66.2912846766912
"8159","NCB54",8.76,"Low Fat",0.050335829,"Health and Hygiene",126.2336,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1406.1696,9,6.3540729036544,57.1866561328896
"8160","FDC15",18.1,"Low Fat",0.178694026,"Dairy",158.9288,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1571.288,7,28.3996271193488,198.797389835442
"8162","FDY39",5.305,"Regular",0.04710181,"Meat",181.8608,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4594.02,17,8.565972848048,145.621538416816
"8163","FDH33",12.85,"LF",0.121914662,"Snack Foods",43.5428,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",615.1992,17,5.3085057445336,90.2445976570712
"8167","FDJ09",15,"Low Fat",0.058513255,"Snack Foods",46.9744,"OUT045",2002,"Small","Tier 2","Supermarket Type1",679.116,14,2.748625045672,38.480750639408
"8168","DRQ35",9.3,"Low Fat",0.042357203,"Hard Drinks",123.2388,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1857.582,17,5.2200508690764,88.7408647742988
"8169","FDV38",19.25,"Low Fat",0.101932076,"Dairy",54.5956,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",764.3384,17,5.5650428484656,94.6057284239152
"8170","FDJ60",19.35,"Regular",0.062476391,"Baking Goods",164.5184,"OUT013",1987,"High","Tier 3","Supermarket Type1",1651.184,29,10.2785158850944,298.076960667738
"8171","FDJ15",11.35,"Regular",0.023454399,"Dairy",181.9608,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1653.8472,9,4.2677812055592,38.4100308500328
"8172","FDR08",18.7,"Low Fat",0.037681448,"Fruits and Vegetables",111.0886,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",222.3772,17,4.1859793042928,71.1616481729776
"8173","FDZ55",6.055,"Low Fat",0.025408702,"Fruits and Vegetables",160.892,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2396.88,19,4.088056882184,77.673080761496
"8174","FDL10",8.395,"Low Fat",0.039572298,"Snack Foods",100.9042,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1686.4714,14,3.9930110718516,55.9021550059224
"8177","FDK08",9.195,"Regular",0.122304725,"Fruits and Vegetables",99.2016,"OUT046",1997,"Small","Tier 1","Supermarket Type1",809.6128,19,12.13282440756,230.52366374364
"8178","NCE42",21.1,"Low Fat",0.010600287,"Household",233.9958,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1869.5664,12,2.4804226367946,29.7650716415352
"8179","FDR39",20.35,"Low Fat",0.084273286,"Meat",181.7292,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4013.4424,9,15.3149168461512,137.834251615361
"8180","NCN17",11,"Low Fat",0.055162827,"Health and Hygiene",100.3358,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",904.8222,7,5.5348063773066,38.7436446411462
"8181","NCR05",10.1,"Low Fat",0.054741627,"Health and Hygiene",200.2084,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3174.5344,14,10.9597335550668,153.436269770935
"8183","DRF27",8.93,"Low Fat",0.028533032,"Dairy",151.434,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1225.072,7,4.320871167888,30.246098175216
"8184","NCF07",9,"Low Fat",0.032072321,"Household",102.2016,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1416.8224,17,3.2778425219136,55.7233228725312
"8185","FDF40",20.25,"Regular",0.022507877,"Dairy",248.1092,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4731.1748,12,5.5844113561684,67.0129362740208
"8186","FDO28",5.765,"Low Fat",0.072410764,"Frozen Foods",122.5098,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1084.5882,17,8.8710282154872,150.807479663282
"8187","FDB23",19.2,"Regular",0.005611367,"Starchy Foods",226.2062,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1579.9434,7,1.2693260058754,8.8852820411278
"8188","FDV48",9.195,"Regular",0.051697108,"Baking Goods",79.2644,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",864.2084,17,4.0977402473552,69.6615842050384
"8189","FDM45",8.655,"Regular",0.08819473,"Snack Foods",119.6756,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2423.512,19,10.554757229588,200.540387362172
"8190","FDC16",11.5,"Regular",0.020611526,"Dairy",84.954,"OUT045",2002,"Small","Tier 2","Supermarket Type1",865.54,14,1.751031579804,24.514442117256
"8192","FDY35",17.6,"Regular",0.0160526,"Breads",43.9402,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1286.3256,17,0.70535445452,11.99102572684
"8193","FDR22",19.35,"Regular",0.018600249,"Snack Foods",110.2544,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2908.2144,14,2.0507592933456,28.7106301068384
"8194","FDZ10",17.85,"Low Fat",0.04453262,"Snack Foods",127.202,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2656.542,17,5.66463832924,96.29885159708
"8196","DRA24",19.35,"Regular",0.039895009,"Soft Drinks",162.4868,"OUT013",1987,"High","Tier 3","Supermarket Type1",4422.2436,29,6.4824123483812,187.989958103055
"8197","FDV37",13,"Regular",0.083683243,"Canned",198.5426,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1186.4556,14,16.6146886416518,232.605640983125
"8198","FDO10",13.65,"Regular",0.012749289,"Snack Foods",58.8588,"OUT035",2004,"Small","Tier 2","Supermarket Type1",973.3996,12,0.7504078513932,9.0048942167184
"8200","FDR34",17,"Regular",0.016030344,"Snack Foods",228.0352,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2748.4224,7,3.6554827001088,25.5883789007616
"8201","FDG16",15.25,"Low Fat",0.090324849,"Frozen Foods",214.4192,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4961.5416,9,19.3673818627008,174.306436764307
"8203","FDC09",15.5,"Regular",0.026342897,"Fruits and Vegetables",104.1332,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1230.3984,17,2.7431701618804,46.6338927519668
"8204","FDJ52",7.145,"Low Fat",0.017783501,"Frozen Foods",159.4578,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3209.156,12,2.8357179457578,34.0286153490936
"8205","FDL33",7.235,"Low Fat",0.167316771,"Snack Foods",197.5452,"OUT010",1998,"Small","Tier 3","Grocery Store",195.7452,18,33.0526249905492,594.947249829886
"8206","FDJ53",10.5,"Low Fat",0.071660976,"Frozen Foods",119.7098,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2410.196,9,8.5785211047648,77.2066899428832
"8208","FDK32",16.25,"Regular",0.049074897,"Fruits and Vegetables",154.2682,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3354.3004,14,7.5706960253754,105.989744355256
"8209","FDM20",10,"Low Fat",0.038904624,"Fruits and Vegetables",245.4144,"OUT017",2007,"Small","Tier 2","Supermarket Type1",6615.3888,9,9.5477549561856,85.9297946056704
"8210","NCJ42",19.75,"Low Fat",0.01438222,"Household",102.2332,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3075.996,9,1.470340373704,13.233063363336
"8211","FDI50",8.42,"Regular",0.030968306,"Canned",227.8352,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3435.528,7,7.0556701911712,49.3896913381984
"8212","FDZ15",13.1,"Low Fat",0,"Dairy",117.8782,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2741.0986,12,0,0
"8213","NCK18",9.6,"Low Fat",0,"Household",164.2184,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1981.4208,14,0,0
"8214","FDW33",9.395,"Low Fat",0.099681254,"Snack Foods",106.428,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1917.504,9,10.608876500712,95.479888506408
"8215","NCT05",10.895,"LF",0.021037197,"Health and Hygiene",255.9672,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4857.6768,7,5.3848324119384,37.6938268835688
"8217","NCV17",18.85,"Low Fat",0.016107549,"Health and Hygiene",129.7626,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3016.7398,19,2.0901574378674,39.7129913194806
"8218","FDE34",9.195,"Low Fat",0.108330902,"Snack Foods",183.6634,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2726.451,7,19.8964217863868,139.274952504708
"8219","FDH44",19.1,"Regular",0.025924623,"Fruits and Vegetables",148.0418,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3825.6868,14,3.8379278532414,53.7309899453796
"8220","NCK06",5.03,"Low Fat",0.008664064,"Household",119.3756,"OUT045",2002,"Small","Tier 2","Supermarket Type1",605.878,14,1.0342778384384,14.4798897381376
"8221","FDS46",17.6,"Regular",0.047330801,"Snack Foods",120.8782,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2621.9204,17,5.7212620294382,97.2614545004494
"8222","NCO42",21.25,"Low Fat",0.024756031,"Household",146.7102,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1603.9122,7,3.6319622592162,25.4237358145134
"8223","FDL13",13.85,"Regular",0.056406129,"Breakfast",231.43,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3029.39,17,13.05407043447,221.91919738599
"8224","FDK14",6.98,"Low Fat",0.0413383,"Canned",83.3934,"OUT017",2007,"Small","Tier 2","Supermarket Type1",491.3604,9,3.44734138722,31.02607248498
"8225","FDX13",7.725,"Low Fat",0.047879864,"Canned",250.2092,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3984.1472,14,11.9799824675488,167.719754545683
"8226","DRI47",14.7,"Low Fat",0.021005399,"Hard Drinks",144.5128,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2588.6304,7,3.0355490246072,21.2488431722504
"8227","FDG22",17.6,"Regular",0.041615224,"Snack Foods",37.219,"OUT017",2007,"Small","Tier 2","Supermarket Type1",366.19,9,1.548877022056,13.939893198504
"8228","FDA13",15.85,"Low Fat",0.07867708,"Canned",37.8506,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",341.5554,17,2.977974684248,50.625569632216
"8229","FDE46",18.6,"Low Fat",0.015769693,"Snack Foods",152.1366,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1813.6392,19,2.3991474760638,45.5838020452122
"8230","FDX25",16.7,"Low Fat",0.102633047,"Canned",180.8292,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3466.1548,9,18.5590517825724,167.031466043152
"8231","FDC58",10.195,"Low Fat",0.04217956,"Snack Foods",44.2428,"OUT017",2007,"Small","Tier 2","Supermarket Type1",703.0848,9,1.866141837168,16.795276534512
"8232","NCA42",6.965,"Low Fat",0.028710065,"Household",158.1604,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2693.8268,9,4.540795364426,40.867158279834
"8233","FDV01",19.2,"Regular",0.085082648,"Canned",153.5314,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2171.8396,17,13.0628580631472,222.068587073502
"8234","FDU24",6.78,"reg",0.140163038,"Baking Goods",94.212,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1025.332,19,13.205040136056,250.895762585064
"8235","FDO51",6.785,"Regular",0.042153502,"Meat",44.0112,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",340.8896,7,1.8552262072224,12.9865834505568
"8236","NCN14",19.1,"Low Fat",0.15385153,"Others",185.1608,"OUT010",1998,"Small","Tier 3","Grocery Store",551.2824,18,28.487272376024,512.770902768432
"8238","FDY09",15.6,"Low Fat",0.042179884,"Snack Foods",174.7054,"OUT010",1998,"Small","Tier 3","Grocery Store",175.1054,18,7.3690535061736,132.642963111125
"8239","NCG06",16.35,"Low Fat",0.029420857,"Household",256.9646,"OUT013",1987,"High","Tier 3","Supermarket Type1",4637.9628,29,7.5601187506622,219.243443769204
"8240","FDG40",13.65,"Low Fat",0.066657791,"Frozen Foods",32.6558,"OUT010",1998,"Small","Tier 3","Grocery Store",67.9116,18,2.1767634913378,39.1817428440804
"8241","FDQ47",7.155,"Regular",0.168154574,"Breads",33.7874,"OUT035",2004,"Small","Tier 2","Supermarket Type1",882.185,12,5.6815058535676,68.1780702428112
"8242","DRH59",10.8,"LF",0.097805615,"Hard Drinks",73.938,"OUT010",1998,"Small","Tier 3","Grocery Store",73.238,18,7.23155156187,130.16792811366
"8243","FDH48",13.5,"Low Fat",0.06082246,"Baking Goods",85.154,"OUT017",2007,"Small","Tier 2","Supermarket Type1",605.878,9,5.17927575884,46.61348182956
"8244","FDE34",9.195,"Low Fat",0.107870997,"Snack Foods",181.2634,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2362.9242,12,19.5530636776098,234.636764131318
"8245","NCM05",6.825,"Low Fat",0.059940022,"Health and Hygiene",262.4226,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3964.839,17,15.7296164172972,267.403479094052
"8246","FDU55",16.2,"Low Fat",0.035967107,"Fruits and Vegetables",260.3278,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",7549.5062,17,9.3632378376746,159.175043240468
"8247","FDS60",20.85,"Low Fat",0.032442388,"Baking Goods",178.366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4673.916,12,5.786618978008,69.439427736096
"8248","FDZ32",7.785,"Regular",0,"Fruits and Vegetables",106.4964,"OUT013",1987,"High","Tier 3","Supermarket Type1",1577.946,29,0,0
"8249","FDP12",9.8,"Regular",0.045358609,"Baking Goods",36.1874,"OUT045",2002,"Small","Tier 2","Supermarket Type1",423.4488,14,1.6414101273266,22.9797417825724
"8253","FDY34",10.5,"Regular",0.010998932,"Snack Foods",164.3842,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1823.6262,17,1.8080506376744,30.7368608404648
"8254","DRG23",8.88,"Low Fat",0,"Hard Drinks",154.0682,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2896.8958,7,0,0
"8255","FDD04",16,"Low Fat",0.08989642,"Dairy",143.4154,"OUT013",1987,"High","Tier 3","Supermarket Type1",1985.4156,29,12.892531032868,373.883399953172
"8256","FDX37",16.2,"Low Fat",0.063385859,"Canned",98.17,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2696.49,9,6.22258977803,56.00330800227
"8257","FDM09",11.15,"Regular",0.086281593,"Snack Foods",170.579,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1358.232,7,14.717827852347,103.024794966429
"8258","FDA52",16.2,"Regular",0.128315409,"Frozen Foods",178.137,"OUT013",1987,"High","Tier 3","Supermarket Type1",3881.614,29,22.857722013033,662.873938377957
"8259","NCV41",14.35,"Low Fat",0.017108186,"Health and Hygiene",110.3228,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",552.614,7,1.8874229824408,13.2119608770856
"8260","FDB20",7.72,"LF",0.051970838,"Fruits and Vegetables",79.7986,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2336.958,12,4.1472001132268,49.7664013587216
"8261","FDD28",10.695,"Low Fat",0,"Frozen Foods",60.5904,"OUT017",2007,"Small","Tier 2","Supermarket Type1",410.1328,9,0,0
"8262","FDI38",13.35,"Regular",0.024482433,"Canned",205.7638,"OUT010",1998,"Small","Tier 3","Grocery Store",621.1914,18,5.0375984473254,90.6767720518572
"8263","FDA28",16.1,"Regular",0.047792845,"Frozen Foods",126.1362,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3271.7412,12,6.028407855489,72.340894265868
"8265","NCS54",13.6,"Low Fat",0.009991273,"Household",175.537,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3705.177,12,1.753838088601,21.046057063212
"8266","NCA17",20.6,"Low Fat",0.045675104,"Health and Hygiene",150.9392,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4026.7584,9,6.8941636576768,62.0474729190912
"8267","FDR14",11.65,"Low Fat",0.173904193,"Dairy",52.3298,"OUT013",1987,"High","Tier 3","Supermarket Type1",269.649,29,9.1003716388514,263.910777526691
"8268","FDS58",9.285,"Regular",0.021039273,"Snack Foods",160.0578,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2567.3248,17,3.3674997499794,57.2474957496498
"8269","FDU08",10.3,"Low Fat",0.027426689,"Fruits and Vegetables",97.3042,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",694.4294,7,2.6687320317938,18.6811242225566
"8270","FDI60",7.22,"Regular",0.064141866,"Baking Goods",61.251,"OUT010",1998,"Small","Tier 3","Grocery Store",126.502,18,3.928753434366,70.717561818588
"8271","FDU40",20.85,"Low Fat",0.037556341,"Frozen Foods",195.3478,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1937.478,7,7.3365485903998,51.3558401327986
"8273","FDG41",8.84,"Regular",0.076995176,"Frozen Foods",112.0228,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1215.7508,9,8.6252152020128,77.6269368181152
"8276","NCN30",16.35,"Low Fat",0.016989991,"Household",98.541,"OUT035",2004,"Small","Tier 2","Supermarket Type1",772.328,12,1.674210703131,20.090528437572
"8277","DRH13",8.575,"Low Fat",0.023885957,"Soft Drinks",106.628,"OUT046",1997,"Small","Tier 1","Supermarket Type1",958.752,19,2.546911822996,48.391324636924
"8278","NCP30",20.5,"Low Fat",0.032954044,"Household",39.3822,"OUT017",2007,"Small","Tier 2","Supermarket Type1",314.2576,9,1.2978027516168,11.6802247645512
