isin,buyvolume,sellvolume
isin14597,675692.3077,2064214.286
isin14598,4294285.714,3089117.647
isin14599,929571.4286,560250
isin14600,2681485.714,1538181.818
isin14601,2377588.235,1620264.706
isin14602,2122971.429,1871678.571
isin14603,4919400,4884000
isin14604,1171800,2180250
isin14605,967500,2173500
isin14606,4139250,5176852.941
isin14607,1311324.324,6471750
isin14608,0,0
isin14609,1832785.714,7197428.571
isin14610,286750,8593714.286
isin14611,856285.7143,50625
isin14612,135000,54000
isin14613,0,40500
isin14614,6663600,6453000
isin14615,67500,43200
isin14616,27000,29700
isin14617,2889000,13500
isin14618,0,904500
isin14619,335571.4286,621000
isin14620,9072000,3528000
isin14621,27000,1404000
isin14622,567000,567000
isin14623,9936000,9936000
isin14624,0,0
isin14625,0,0
isin14626,0,0
isin14627,351000,351000
isin14628,2939142.857,4279500
isin14629,0,27000
isin14630,222750,64800
isin14631,50884.61538,70000
isin14632,47250,899100
isin14633,10449000,3145500
isin14634,1120500,67500
isin14635,32400,135000
isin14636,85500,54000
isin14637,132545.4545,408375
isin14638,477473.6842,1010812.5
isin14639,2057062.5,2333368.421
isin14640,1071000,297000
isin14641,216000,86400
isin14642,1894304.348,4405846.154
isin14643,0,101250
isin14644,67909.09091,81000
isin14645,319256.7568,165000
isin14646,6700655.172,5422781.25
isin14647,9456750,2240534.483
isin14648,935181.8182,1764000
isin14649,255150,772875
isin14650,2535000,3788526.316
isin14651,2511000,2166750
isin14652,136000,334914.8936
isin14653,445500,5832000
isin14654,742500,702000
isin14655,5184000,2835000
isin14656,0,0
isin14657,0,81000
isin14658,0,0
isin14659,0,0
isin14660,10449000,10449000
isin14661,7766357.143,8587840.909
isin14662,0,0
isin14663,0,0
isin14664,0,0
isin14665,0,9936000
isin14666,0,1188000
isin14667,0,0
isin14668,4491000,9936000
isin14669,1404000,1134000
isin14670,0,0
isin14671,0,702000
isin14672,3462750,1647000
isin14673,9936000,2835000
isin14674,0,8478000
isin14675,0,675000
isin14676,588600,843750
isin14677,999000,999000
isin14678,432000,1404000
isin14679,693000,641250
isin14680,0,0
isin14681,0,0
isin14682,249750,199800
isin14683,1323000,4770000
isin14684,0,0
isin14685,576000,418500
isin14686,0,4068000
isin14687,1431000,2424600
isin14688,0,1849500
isin14689,0,63000
isin14690,0,2835000
isin14691,16517250,10800000
isin14692,27000,270000
isin14693,0,0
isin14694,0,0
isin14695,3879692.308,2793886.364
isin14696,1503163.636,959000
isin14697,276136.3636,576500
isin14698,2293442.308,3417428.571
isin14699,1692900,3827647.059
isin14700,4846500,3653100
isin14701,0,0
isin14702,9936000,9936000
isin14703,0,0
isin14704,4626000,9936000
isin14705,4824000,9936000
isin14706,0,0
isin14707,0,0
isin14708,0,0
isin14709,0,0
isin14710,0,0
isin14711,0,2268000
isin14712,8663625,7224428.571
isin14713,420750,4239000
isin14714,27000,531000
isin14715,39000,81000
isin14716,36000,257210.5263
isin14717,32400,1075500
isin14718,81000,9.00E+05
isin14719,772031.25,445500
isin14720,240545.4545,143100
isin14721,7014315.789,2893655.172
isin14722,1960568.182,2352500
isin14723,2466000,2406375
isin14724,153562.5,102600
isin14725,0,0
isin14726,1404000,963000
isin14727,0,0
isin14728,31077000,31077000
isin14729,999000,999000
isin14730,2835000,17658000
isin14731,0,0
isin14732,2268000,2268000
isin14733,4239000,3537000
isin14734,0,0
isin14735,0,0
isin14736,0,0
isin14737,0,0
isin14738,0,5832000
isin14739,0,0
isin14740,0,0
isin14741,0,0
isin14742,0,567000
isin14743,6480000,6210000
isin14744,0,0
isin14745,12177000,594000
isin14746,0,0
isin14747,123750,432000
isin14748,0,0
isin14749,290250,20250
isin14750,1213411.765,7857000
isin14751,0,0
isin14752,0,0
isin14753,0,0
isin14754,0,0
isin14755,0,0
isin14756,0,0
isin14757,6024375,7350000
isin14758,3476250,7128000
isin14759,171000,36346.15385
isin14760,54000,13500
isin14761,35100,702000
isin14762,0,18321.42857
isin14763,123485.2941,340772.7273
isin14764,0,0
isin14765,0,0
isin14766,0,0
isin14767,2835000,2835000
isin14768,0,13500
isin14769,0,0
isin14770,0,0
isin14771,0,0
isin14772,594000,3057750
isin14773,9936000,9936000
isin14774,9936000,9936000
isin14775,270000,3825000
isin14776,0,243000
isin14777,0,0
isin14778,0,0
isin14779,0,0
isin14780,1798200,4738500
isin14781,0,0
isin14782,95673.91304,2133000
isin14783,0,0
isin14784,54000,13500
isin14785,2835000,2835000
isin14786,0,99000
isin14787,1154250,702000
isin14788,702000,270000
isin14789,0,0
isin14790,2670500,1512500
isin14791,1809000,705375
isin14792,228990.566,183838.2353
isin14793,54000,48600
isin14794,321652.1739,523687.5
isin14795,11313000,16240500
isin14796,159923.0769,137382.3529
isin14797,7421142.857,3179250
isin14798,0,175500
isin14799,0,0
isin14800,27000,108000
isin14801,378000,1767825
isin14802,2511000,2116800
isin14803,270000,159545.4545
isin14804,87230.76923,239625
isin14805,2419392.857,1911288.462
isin14806,2330100,936000
isin14807,113400,123750
isin14808,324000,860625
isin14809,162000,135000
isin14810,0,4374000
isin14811,13500,5614071.429
isin14812,432642.8571,98718.75
isin14813,5701500,4158000
isin14814,507093.75,713423.0769
isin14815,108000,1212545.455
isin14816,8751857.143,9780750
isin14817,250425,850500
isin14818,1570500,344769.2308
isin14819,18481500,13689000
isin14820,2775600,486000
isin14821,288642.8571,2388000
isin14822,5612142.857,2986200
isin14823,228150,77884.61538
isin14824,122142.8571,111000
isin14825,27000,3094200
isin14826,2227500,3753000
isin14827,0,283500
isin14828,4249800,322500
isin14829,1963125,5558625
isin14830,242341.4634,228272.7273
isin14831,791826.9231,802406.25
isin14832,4861928.571,17885571.43
isin14833,3007928.571,7746300
isin14834,405190.1408,8407125
isin14835,2617961.538,3694500
isin14836,7644375,9244800
isin14837,0,108000
isin14838,0,67500
isin14839,10449000,2122200
isin14840,2335500,3933000
isin14841,15849000,8498250
isin14842,0,0
isin14843,0,0
isin14844,0,0
isin14845,10449000,10449000
isin14846,0,0
isin14847,0,10449000
isin14848,10449000,10449000
isin14849,10449000,10449000
isin14850,0,54000
isin14851,0,0
isin14853,54000,85500
isin14854,0,0
isin14855,173423.0769,2133000
isin14856,627750,2133000
isin14857,0,0
isin14858,1071000,15916500
isin14859,0,0
isin14860,0,0
isin14861,0,0
isin14862,0,135000
isin14863,794571.4286,2295000
isin14864,94500,128250
isin14865,1050300,1755000
isin14866,432000,270000
isin14867,0,58500
isin14868,198000,2355750
isin14869,3510000,90000
isin14870,0,0
isin14871,1404000,1404000
isin14872,283500,27000
isin14873,458289.4737,1365000
isin14874,1832478.261,4026176.471
isin14875,0,2331000
isin14876,0,0
isin14877,5170500,9936000
isin14878,27000,151200
isin14879,6993000,5359500
isin14880,81000,72000
isin14881,38250,36000
isin14882,118800,540000
isin14883,108000,33750
isin14884,93461.53846,45000
isin14885,5127000,2270700
isin14886,452647.0588,405000
isin14887,651375,702000
isin14888,10449000,3516000
isin14889,486000,486000
isin14890,41625,121500
isin14891,270000,216000
isin14892,1183500,1142100
isin14893,5288142.857,3307500
isin14894,0,0
isin14895,4995000,5825250
isin14896,0,0
isin14897,64800,162000
isin14898,0,0
isin14899,0,0
isin14900,0,0
isin14901,0,0
isin14902,0,0
isin14903,66150,270000
isin14904,5292000,1944000
isin14905,1134000,1134000
isin14906,0,297000
isin14907,0,1908000
isin14908,1822500,1501200
isin14909,711000,492750
isin14910,108000,27000
isin14911,348923.0769,52071.42857
isin14912,8478000,9828000
isin14913,195230.7692,54000
isin14914,2120727.273,3894750
isin14915,2608200,1419000
isin14916,5332500,329400
isin14917,963000,220500
isin14918,256500,4212000
isin14919,81000,27000
isin14920,189000,1735714.286
isin14921,1795500,140400
isin14922,495818.1818,47250
isin14923,63000,330750
isin14924,1719000,2602800
isin14925,3253500,2720250
isin14926,27000,1053000
isin14927,351000,384750
isin14928,81000,148500
isin14929,0,0
isin14930,0,0
isin14931,0,0
isin14932,591387.0968,124054.0541
isin14933,741137.6147,1598268.293
isin14934,82080,110700
isin14935,1134000,1617300
isin14936,387622.3404,5168322.581
isin14937,154355.4217,291477.2727
isin14938,1702500,5053500
isin14939,7803000,3591000
isin14940,3620953.125,12437470.59
isin14941,572955.8824,7614519.231
isin14942,22896000,31644000
isin14943,0,0
isin14944,154940.367,66913.04348
isin14945,667406.25,2283340.909
isin14946,576900,574630.4348
isin14947,3587625,1205470.588
isin14948,252926.4706,1101600
isin14949,1015697.368,154406.25
isin14950,1026000,175500
isin14951,497812.5,923451.9231
isin14952,114750,3854250
isin14953,529500,253285.7143
isin14954,490909.0909,667500
isin14955,983152.1739,2224968.75
isin14956,13500,173250
isin14957,124200,108000
isin14958,15391500,7479000
isin14959,1271204.082,1423323.529
isin14960,426060,173045.4545
isin14961,607500,3649725
isin14962,0,0
isin14963,0,0
isin14964,252000,810000
isin14965,500370.9677,1032000
isin14966,0,0
isin14967,563072.7273,1995954.545
isin14968,22582125,8374153.846
isin14969,2911736.842,6371578.125
isin14970,768789.4737,8217818.182
isin14971,0,0
isin14972,1090706.897,11774454.55
isin14973,8808750,3993428.571
isin14974,270000,4728375
isin14975,2038500,459000
isin14976,10009636.36,5282357.143
isin14977,0,0
isin14978,0,391500
isin14979,0,0
isin14980,0,0
isin14981,0,0
isin14982,0,0
isin14983,81000,135000
isin14984,0,0
isin14985,0,0
isin14986,0,0
isin14987,54000,27000
isin14988,0,0
isin14989,0,0
isin14990,0,0
isin14991,27000,33750
isin14992,0,108000
isin14993,0,0
isin14994,0,27000
isin14995,0,0
isin14996,0,0
isin14997,135000,81000
isin14998,0,54000
isin14999,0,0
isin15000,51000,27000
isin15001,27000,27000
isin15002,0,0
isin15003,0,0
isin15004,0,0
isin15005,54000,74250
isin15006,203727.2727,45000
isin15007,0,0
isin15008,20250,18000
isin15009,40500,21600
isin15010,39150,45000
isin15011,0,0
isin15012,27000,27000
isin15013,65571.42857,243000
isin15014,90642.85714,303750
isin15015,36000,27000
isin15016,27000,27000
isin15017,0,0
isin15018,0,0
isin15019,0,0
isin15020,51000,27000
isin15021,0,54000
isin15022,27000,135000
isin15023,27000,27000
isin15024,0,0
isin15025,0,0
isin15026,0,162000
isin15027,0,1134000
isin15028,0,81000
isin15029,0,0
isin15030,27000,108000
isin15031,0,0
isin15032,0,0
isin15033,0,486000
isin15034,0,0
isin15035,0,0
isin15036,0,0
isin15037,0,0
isin15038,0,0
isin15039,0,0
isin15040,0,0
isin15041,0,0
isin15042,0,0
isin15043,0,0
isin15044,0,0
isin15045,0,0
isin15046,27000,27000
isin15047,0,0
isin15048,108000,148500
isin15049,0,0
isin15050,1404000,2187000
isin15051,2052000,5718000
isin15052,14898600,1768500
isin15053,0,0
isin15054,10804153.85,7472769.231
isin15055,0,0
isin15056,0,0
isin15057,27000,1390500
isin15058,20250,94500
isin15059,0,0
isin15060,2196000,105750
isin15061,6642000,9936000
isin15062,0,0
isin15063,4522500,965250
isin15064,7823250,4332461.538
isin15065,243000,162000
isin15066,0,0
isin15067,0,0
isin15068,0,0
isin15069,0,0
isin15070,0,270000
isin15071,0,0
isin15072,0,0
isin15073,0,0
isin15074,0,7479000
isin15075,0,0
isin15076,0,0
isin15077,0,108000
isin15078,0,0
isin15079,1309500,2298375
isin15080,6065550,486000
isin15081,0,3651750
isin15082,81000,965250
isin15083,81000,135000
isin15084,0,0
isin15085,0,81000
isin15086,4171500,5909625
isin15087,0,0
isin15088,0,0
isin15089,101008.9286,106312.5
isin15090,10449000,5067000
isin15091,0,0
isin15092,85500,131625
isin15093,155250,94957.62712
isin15094,102600,108000
isin15095,105637.5,96827.58621
isin15096,132428.5714,66000
isin15097,173045.4545,153409.0909
isin15098,29250,222750
isin15099,38571.42857,27000
isin15100,0,0
isin15101,0,0
isin15102,15777000,11532000
isin15103,7808400,11729571.43
isin15104,0,0
isin15105,0,810000
isin15106,418500,509625
isin15107,1999800,6750000
isin15108,618750,8815500
isin15109,540000,198000
isin15110,590625,7839000
isin15111,432000,522000
isin15112,0,0
isin15113,1666285.714,162000
isin15114,0,0
isin15115,2280150,16285500
isin15116,0,0
isin15117,2137695.652,12474000
isin15118,31644000,2416500
isin15119,5527800,367200
isin15120,0,0
isin15121,0,0
isin15122,3117272.727,2835000
isin15123,0,0
isin15124,1736437.5,27000
isin15125,171000,477000
isin15126,0,0
isin15127,0,0
isin15128,0,0
isin15129,1167750,2835000
isin15130,680926.8293,4988250
isin15131,6358500,81000
isin15132,2901103.448,4498200
isin15133,14180400,16524000
isin15134,3446550,12911400
isin15135,0,0
isin15136,0,0
isin15137,0,0
isin15138,0,0
isin15139,0,0
isin15140,0,0
isin15141,0,0
isin15142,0,0
isin15143,0,0
isin15144,0,0
isin15145,0,0
isin15146,0,0
isin15147,0,0
isin15148,0,0
isin15149,0,0
isin15150,0,0
isin15151,0,0
isin15152,0,0
isin15153,0,10449000
isin15154,0,0
isin15155,0,0
isin15156,0,0
isin15157,54000,707400
isin15158,1971000,985500
isin15159,5332500,796500
isin15160,27000,40500
isin15161,46285.71429,279000
isin15162,67500,135000
isin15163,49500,184500
isin15164,90000,67500
isin15165,3872250,1357941.176
isin15166,27000,27000
isin15167,23625,81000
isin15168,0,0
isin15169,0,0
isin15170,1419000,10449000
isin15171,0,351000
isin15172,40500,243000
isin15173,0,0
isin15174,54000,45000
isin15175,0,0
isin15176,4826250,4785750
isin15177,81000,145800
isin15178,223714.2857,81000
isin15179,111857.1429,27000
isin15180,0,2551500
isin15181,0,0
isin15182,0,0
isin15183,3496500,646442.3077
isin15184,148500,81000
isin15185,2579400,1517400
isin15186,5893714.286,3396807.692
isin15187,6625800,5184000
isin15188,4195800,3017250
isin15189,10449000,10449000
isin15190,0,0
isin15191,0,0
isin15192,0,13500
isin15193,0,0
isin15194,0,0
isin15195,16240500,17055000
isin15196,6102000,5251500
isin15197,0,0
isin15198,0,0
isin15199,0,0
isin15200,0,0
isin15201,0,0
isin15202,0,0
isin15203,0,3501000
isin15204,0,0
isin15205,0,0
isin15206,0,153000
isin15207,189000,54000
isin15208,0,0
isin15209,10449000,664500
isin15210,0,114750
isin15211,7218000,994846.1538
isin15212,1677375,894375
isin15213,4063500,1119575.342
isin15214,8926200,7456500
isin15215,1208250,885508.4746
isin15216,113250,79540.54054
isin15217,3264206.897,3515400
isin15218,2460176.471,2850882.353
isin15219,2652750,7880142.857
isin15220,164454.5455,409500
isin15221,3611250,1554576.923
isin15222,114750,263250
isin15223,70676.47059,80205.88235
isin15224,56076.92308,85500
isin15225,0,166500
isin15226,756000,43875
isin15227,4547571.429,4842000
isin15228,1120500,396000
isin15229,2772000,74250
isin15230,1755000,2193750
isin15231,5449500,7003800
isin15232,0,0
isin15233,54000,27000
isin15234,27000,54000
isin15235,0,0
isin15236,0,0
isin15237,0,9936000
isin15238,5274000,4023000
isin15239,2214000,5319000
isin15240,10449000,5251500
isin15241,3510000,1383750
isin15242,4603500,697736.8421
isin15243,117000,138857.1429
isin15244,1325571.429,2180250
isin15245,240589.2857,111521.7391
isin15246,8187750,5485500
isin15247,0,0
isin15248,27000,27000
isin15249,0,0
isin15250,0,0
isin15251,33750,27000
isin15252,126000,297000
isin15253,0,0
isin15254,0,0
isin15255,0,999000
isin15256,0,0
isin15257,0,0
isin15258,0,13500
isin15259,81000,97875
isin15260,0,14364000
isin15261,51545.45455,243000
isin15262,50142.85714,6453000
isin15263,0,0
isin15264,0,702000
isin15265,54000,54000
isin15266,0,0
isin15267,0,1404000
isin15268,0,648000
isin15269,0,0
isin15270,0,594000
isin15271,0,189000
isin15272,0,0
isin15273,9936000,6318000
isin15275,0,0
isin15276,6063428.571,5852250
isin15277,0,0
isin15278,0,0
isin15279,0,0
isin15280,0,0
isin15281,39272.72727,27000
isin15282,0,0
isin15283,0,0
isin15284,0,0
isin15285,0,0
isin15286,0,0
isin15287,4617000,567000
isin15288,0,0
isin15289,6975000,6093692.308
isin15290,9406800,5795653.846
isin15291,0,0
isin15292,0,31644000
isin15293,0,0
isin15294,0,0
isin15295,1134000,607500
isin15296,8187750,4816800
isin15297,0,302400
isin15298,913500,1134000
isin15299,0,594000
isin15300,1894500,1108350
isin15301,9936000,6215400
isin15302,0,0
isin15303,0,0
isin15304,0,3874500
isin15305,0,0
isin15306,837000,54000
isin15307,13149000,2193750
isin15308,0,180000
isin15309,0,0
isin15310,207000,963000
isin15311,309000,3345545.455
isin15312,0,0
isin15313,0,0
isin15314,27000,27000
isin15315,162000,54000
isin15316,407250,2835000
isin15317,0,0
isin15318,123428.5714,435857.1429
isin15319,40500,2862000
isin15320,377325,332775
isin15321,0,567000
isin15322,7095600,5268375
isin15323,0,9936000
isin15324,54000,437400
isin15325,996840,817902.439
isin15326,0,1350000
isin15327,1425600,81000
isin15328,967500,720562.5
isin15329,4284000,5838750
isin15330,5082000,6121285.714
isin15331,0,0
isin15332,1458000,7357500
isin15333,0,270000
isin15334,0,0
isin15335,0,0
isin15336,27000,216000
isin15337,216000,378000
isin15338,0,0
isin15339,283500,1505250
isin15340,0,1404000
isin15341,43112.90323,459000
isin15342,5643000,6339600
isin15343,0,0
isin15344,5090210.526,4339184.211
isin15345,81000,13500
isin15346,729000,261000
isin15347,1935000,3677400
isin15348,698447.3684,500019.2308
isin15349,39686.74699,156000
isin15350,89567.30769,347478.2609
isin15351,198391.3043,214071.4286
isin15352,180000,81000
isin15353,95086.95652,337500
isin15354,1017562.5,171000
isin15355,109741.9355,146571.4286
isin15356,103546.3918,608727.2727
isin15357,199945.9459,678000
isin15358,32785.71429,85500
isin15359,21600,81000
isin15360,1404000,1404000
isin15361,0,0
isin15362,0,0
isin15363,837000,837000
isin15364,4239000,2538000
isin15365,270000,270000
isin15366,14148000,9126000
isin15367,0,5022000
isin15368,10849500,20965500
isin15369,0,0
isin15370,351000,2268000
isin15371,0,3213000
isin15372,253956.5217,486000
isin15373,2511000,1606500
isin15374,0,0
isin15375,2835000,9936000
isin15376,0,5035500
isin15377,9936000,5670000
isin15378,567000,270000
isin15379,0,0
isin15380,0,0
isin15381,6947307.692,3315937.5
isin15382,0,0
isin15383,0,81000
isin15384,1026000,27000
isin15385,0,0
isin15386,0,0
isin15387,0,0
isin15388,0,135000
isin15389,0,0
isin15390,0,0
isin15391,0,0
isin15392,0,0
isin15393,0,0
isin15394,27000,27000
isin15395,10449000,3277125
isin15396,63818.18182,697781.25
isin15397,10449000,2083153.846
isin15398,788400,227571.4286
isin15399,235285.7143,119571.4286
isin15400,174960,187071.4286
isin15401,700650,3081857.143
isin15402,0,0
isin15403,2052000,4023000
isin15404,1323000,702000
isin15405,432000,445500
isin15406,843750,2491714.286
isin15407,0,0
isin15408,2556000,232875
isin15409,682363.6364,1545750
isin15410,189000,270000
isin15411,3861000,5224500
isin15412,0,0
isin15413,0,0
isin15414,0,0
isin15415,1269000,567000
isin15416,0,0
isin15417,1971000,4941000
isin15418,7641000,1289250
isin15419,153000,669214.2857
isin15420,467307.6923,12231000
isin15421,135000,1903500
isin15422,931500,621000
isin15423,81000,162000
isin15424,972000,2285100
isin15425,495000,27000
isin15426,135000,108000
isin15427,0,28687.5
isin15428,0,0
isin15429,54000,91800
isin15430,79071.42857,33750
isin15431,0,0
isin15432,4014562.5,31644000
isin15433,1353600,13854375
isin15434,0,2578500
isin15435,439714.2857,108000
isin15436,31644000,81000
isin15437,38571.42857,85500
isin15438,1182600,1182600
isin15439,5333538.462,1804090.909
isin15440,4710705.882,6142500
isin15441,0,0
isin15442,567000,567000
isin15443,0,0
isin15444,1313357.143,3209625
isin15445,2656800,7911000
isin15446,0,0
isin15447,0,0
isin15448,0,0
isin15449,0,0
isin15450,0,0
isin15451,297000,142714.2857
isin15452,0,0
isin15453,0,0
isin15454,0,0
isin15455,864000,270000
isin15456,54000,1148673.913
isin15457,64125,1425600
isin15458,309000,1737642.857
isin15459,266625,873000
isin15460,121500,1780071.429
isin15461,558562.5,352928.5714
isin15462,183600,1659600
isin15463,645672.4138,135000
isin15464,0,0
isin15465,0,0
isin15466,0,0
isin15467,0,0
isin15468,0,0
isin15469,0,0
isin15470,0,0
isin15472,0,0
isin15473,0,0
isin15474,0,0
isin15475,0,81000
isin15476,81000,162000
isin15477,0,0
isin15478,2835000,162000
isin15479,2835000,3843000
isin15480,0,0
isin15481,0,0
isin15482,0,0
isin15483,385105.2632,684000
isin15484,0,0
isin15485,0,8046000
isin15486,0,0
isin15487,0,0
isin15488,0,0
isin15489,0,0
isin15490,0,0
isin15491,0,0
isin15492,0,0
isin15493,0,0
isin15494,0,0
isin15495,0,0
isin15496,0,0
isin15497,0,0
isin15498,0,0
isin15499,556875,412200
isin15500,0,398250
isin15501,0,0
isin15502,0,0
isin15503,0,378000
isin15504,0,351000
isin15505,0,0
isin15506,0,0
isin15507,0,0
isin15508,0,0
isin15509,0,0
isin15510,0,432000
isin15511,0,0
isin15512,0,729000
isin15513,0,135000
isin15514,0,0
isin15515,0,0
isin15516,0,0
isin15517,0,0
isin15518,0,10449000
isin15519,0,0
isin15520,0,0
isin15521,0,0
isin15522,0,0
isin15523,0,0
isin15524,0,0
isin15525,0,0
isin15526,0,0
isin15527,286200,81000
isin15528,588600,270000
isin15529,418500,2835000
isin15530,0,0
isin15531,0,0
isin15532,0,0
isin15533,0,0
isin15534,0,0
isin15535,0,904500
isin15536,27000,27000
isin15537,0,0
isin15538,243000,361800
isin15539,0,0
isin15540,535500,729000
isin15541,970071.4286,171000
isin15542,5244750,162000
isin15543,0,0
isin15544,270000,270000
isin15545,0,0
isin15546,0,0
isin15547,0,0
isin15548,0,0
isin15549,0,0
isin15550,0,0
isin15551,0,0
isin15552,0,0
isin15553,0,0
isin15554,0,0
isin15555,54000,54000
isin15556,846000,459000
isin15557,0,270000
isin15558,0,567000
isin15559,3861000,3861000
isin15560,832736.8421,567000
isin15561,0,0
isin15562,270000,837000
isin15563,648000,756000
isin15564,837000,918000
isin15565,756000,2252571.429
isin15566,1215000,9.00E+05
isin15567,0,0
isin15568,423000,10449000
isin15569,54000,40500
isin15570,0,535500
isin15571,0,270000
isin15572,1628526.316,1194750
isin15573,378000,27000
isin15574,10449000,10449000
isin15575,1228500,108000
isin15576,0,0
isin15577,0,135000
isin15578,774562.5,824727.2727
isin15579,135000,216000
isin15580,189000,108000
isin15581,0,0
isin15582,0,54000
isin15583,0,0
isin15584,5274000,567000
isin15585,0,0
isin15586,0,0
isin15587,7299000,1118368.421
isin15588,54000,594000
isin15589,0,0
isin15590,567000,10449000
isin15591,2678522.727,2065500
isin15592,0,54000
isin15593,0,0
isin15594,0,0
isin15595,567000,5508000
isin15596,992250,1701000
isin15597,6075000,1296000
isin15598,0,0
isin15599,0,945000
isin15600,0,0
isin15601,0,0
isin15602,0,0
isin15603,0,0
isin15604,0,0
isin15605,0,0
isin15606,0,0
isin15607,0,0
isin15608,0,0
isin15609,1839857.143,1818000
isin15610,934875,658800
isin15611,2959200,3314250
isin15612,621000,912600
isin15613,85500,1147500
isin15614,0,0
isin15615,0,702000
isin15616,270000,270000
isin15617,0,0
isin15619,0,0
isin15620,0,0
isin15621,0,0
isin15622,0,0
isin15623,0,0
isin15624,0,0
isin15625,0,0
isin15626,0,0
isin15627,0,0
isin15628,1269000,1461375
isin15629,0,0
isin15630,460500,363342.8571
isin15631,0,0
isin15632,0,0
isin15633,0,0
isin15634,0,0
isin15635,0,0
isin15636,2160000,2160000
isin15637,0,0
isin15638,0,0
isin15639,841153.8462,811350
isin15640,1204200,1188000
isin15641,2007000,988875
isin15642,1471500,1844027.027
isin15643,0,0
isin15644,1198607.143,1284000
isin15645,0,0
isin15646,0,0
isin15647,702000,270000
isin15648,0,270000
isin15649,0,270000
isin15650,0,0
isin15651,0,0
isin15652,10449000,10449000
isin15653,519000,360000
isin15654,0,567000
isin15655,0,0
isin15656,0,0
isin15657,0,432000
isin15658,1860000,445500
isin15659,1544062.5,1300153.846
isin15660,848812.5,2581615.385
isin15661,671142.8571,727200
isin15662,459000,81000
isin15663,0,0
isin15664,0,0
isin15665,405000,178200
isin15666,0,0
isin15667,1485000,2835000
isin15668,2197800,1174500
isin15669,324000,310500
isin15670,0,0
isin15671,0,0
isin15672,0,0
isin15673,0,0
isin15674,0,0
isin15675,0,0
isin15676,0,1552500
isin15677,0,0
isin15678,567000,1377000
isin15679,0,0
isin15680,0,0
isin15681,0,0
isin15682,0,0
isin15683,0,0
isin15684,0,927000
isin15685,0,0
isin15686,0,0
isin15687,0,702000
isin15688,0,4036500
isin15689,5304000,5951571.429
isin15690,345600,375545.4545
isin15691,0,1296000
isin15692,0,0
isin15693,0,0
isin15694,0,0
isin15695,0,0
isin15696,0,0
isin15697,992250,727540.5405
isin15698,3321000,2511000
isin15699,0,0
isin15700,1132714.286,2561625
isin15701,10449000,10449000
isin15702,1404000,1404000
isin15703,0,1404000
isin15704,0,1269000
isin15705,0,1404000
isin15706,0,0
isin15707,0,0
isin15708,0,0
isin15709,0,0
isin15710,0,0
isin15711,929571.4286,5643000
isin15712,16173000,837000
isin15713,702000,8478000
isin15714,3034800,1046250
isin15715,960428.5714,1369956.522
isin15716,3311052.632,4799250
isin15717,6496200,3760714.286
isin15718,567000,756000
isin15719,5602500,8586000
isin15720,5562000,634500
isin15721,0,0
isin15722,0,0
isin15723,0,0
isin15724,0,0
isin15725,0,0
isin15726,607500,737437.5
isin15727,0,0
isin15728,0,0
isin15729,0,0
isin15730,0,0
isin15731,0,0
isin15732,0,0
isin15733,0,0
isin15734,1692000,567000
isin15735,567000,567000
isin15736,0,0
isin15737,54000,194400
isin15738,270000,189000
isin15739,0,0
isin15740,0,0
isin15741,2195307.692,1199930.233
isin15742,856285.7143,2287058.824
isin15743,0,567000
isin15744,783000,432000
isin15745,470571.4286,513000
isin15746,402923.0769,1184625
isin15747,1032750,162931.0345
isin15748,702000,2457000
isin15749,2821500,2331000
isin15750,0,837000
isin15751,3523500,5140800
isin15752,0,0
isin15753,0,0
isin15754,0,0
isin15755,0,5251500
isin15756,0,0
isin15757,0,0
isin15758,0,0
isin15759,0,0
isin15760,0,0
isin15761,0,0
isin15762,0,0
isin15763,0,0
isin15764,0,0
isin15765,351000,279000
isin15766,0,0
isin15767,702000,567000
isin15768,0,0
isin15769,567000,756000
isin15770,0,6210000
isin15771,0,0
isin15772,10449000,1782000
isin15773,0,0
isin15774,0,0
isin15775,0,0
isin15776,0,0
isin15777,0,108000
isin15778,1698545.455,3526615.385
isin15779,0,0
isin15780,1017000,1012500
isin15781,918000,792000
isin15782,0,0
isin15783,396000,4023000
isin15784,0,0
isin15785,2835000,270000
isin15786,639000,499500
isin15787,0,0
isin15788,0,0
isin15789,0,2268000
isin15790,0,0
isin15791,0,0
isin15792,0,0
isin15793,0,0
isin15794,0,0
isin15795,0,0
isin15796,0,0
isin15797,54000,2740500
isin15798,0,0
isin15799,0,0
isin15800,0,0
isin15801,0,0
isin15802,52875,61500
isin15803,1269000,437400
isin15804,0,0
isin15805,0,0
isin15806,0,0
isin15807,0,0
isin15808,0,0
isin15809,0,0
isin15810,1134000,837000
isin15811,0,0
isin15812,0,0
isin15813,0,0
isin15814,0,0
isin15815,0,0
isin15816,347625,1302750
isin15817,0,0
isin15818,0,0
isin15819,383400,594000
isin15820,0,0
isin15821,423000,588857.1429
isin15822,0,0
isin15823,0,0
isin15824,0,0
isin15825,702000,558000
isin15826,1090800,1512000
isin15827,0,0
isin15828,0,0
isin15829,0,0
isin15830,0,0
isin15831,0,0
isin15832,0,0
isin15833,0,0
isin15834,0,0
isin15835,1269000,1269000
isin15836,0,0
isin15837,0,0
isin15838,0,0
isin15839,6642000,3753000
isin15840,0,0
isin15841,0,0
isin15842,0,0
isin15843,0,0
isin15844,7026750,6108750
isin15845,702000,702000
isin15846,10449000,10449000
isin15847,486000,486000
