Account Number,Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention,CommenceDays,Warrentydays
M8738,VALID,CHC,Open,Male,Eastern,BOUGHT,58,Three Full Years,3,0,22,0,4,3,0,2013,12,18,2016,4,3, Card II TYPE,556.395,0,2160.68,90,235.2,0,48,3,2,2,2,1,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,472,-368
M8739,VALID,PWR,Open,Male,Eastern,BOUGHT,42,Three Full Years,3,5,21,0,0,3,0,2012,9,17,2015,4,4, Card II TYPE,629.895,0,2170.03,381,451.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,-4
M8740,INVALID,CHC,Open,Female,Northern,RENTED,82,Three Full Years,4,0,7,0,1,3,0,2014,7,29,2016,7,28, Card II TYPE,531.3,0,1724.45,0,103.15,0,35,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,246,-483
M8741,VALID,CNN,Open,Female,Northern,RENTED,51,Three Full Years,7,14,22,0,0,3,0,2012,4,8,2015,4,3, Card II TYPE,682.29,0,1664.6,0,70.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,-3
M8742,VALID,PRP,Open,Female,Eastern,RENTED,53,Three Full Years,5,0,17,0,1,3,0,2012,1,31,2015,3,20, Card I TYPE,826.35,0,1930.05,0,176.35,0,34,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,10
M8743,VALID,POP,Open,Male,Eastern,RENTED,47,Three Full Years,6,0,21,0,0,3,0,2012,1,16,2015,4,5, Card II TYPE,958.965,0,2073.76,0,298.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,-5
M8744,VALID,POP,Open,Male,Eastern,RENTED,41,Three Full Years,6,10,17,0,0,3,0,2012,10,28,2015,3,14, Card II TYPE,1033.515,0,2085.71,0,268.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,16
M8745,VALID,PPL,Open,Male,Northern,RENTED,53,Three Full Years,4,0,21,0,0,3,1,2012,4,1,2015,3,7, Card I TYPE,855.75,715,2086.9,440,497.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,23
M8746,VALID,PRM,Open,Male,Northern,RENTED,46,Three Full Years,4,0,22,0,1,3,0,2013,11,12,2016,3,7, Card II TYPE,782.25,0,2091.85,0,100.1,0,23,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,508,-342
M8747,VALID,PWP,Open,Male,Northern,RENTED,48,Three Full Years,3,8,12,0,0,3,0,2011,11,7,2015,3,6, Card II TYPE,794.64,0,1907.55,0,255.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,24
M8748,VALID,PWR,Open,Female,Northern,RENTED,50,Three Full Years,5,0,21,0,1,3,3,2012,12,11,2015,3,13, Card II TYPE,636.3,606,1780.6,0,149.6,0,9,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,844,17
M8749,VALID,PRM,Open,Female,Eastern,RENTED,58,Three Full Years,3,0,22,0,0,3,0,2013,12,29,2016,3,22, Card II TYPE,818.475,0,1998.44,0,103.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,-357
M8750,VALID,PWM,Open,Female,Northern,BOUGHT,80,Three Full Years,4,0,22,0,0,3,0,2013,9,8,2015,8,19, Card II TYPE,1364.895,0,47.57,0,475.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,-139
M8751,VALID,KLA,Open,Female,Northern,RENTED,35,Three Full Years,3,0,12,0,0,3,0,2014,6,25,2016,6,13, Card II TYPE,962.85,0,2165.24,387,598.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-438
M8752,VALID,CNN,Open,Female,Northern,RENTED,42,Three Full Years,6,10,21,0,0,3,0,2013,5,5,2015,4,15, Card II TYPE,698.04,0,1931.58,262,250.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,-15
M8753,VALID,PWM,Open,Male,Northern,RENTED,51,Three Full Years,2,8,12,0,0,3,0,2011,9,29,2015,3,8, Card II TYPE,1763.79,0,1886.65,0,1334.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,22
M8754,VALID,POP,Open,Female,Eastern,RENTED,45,Three Full Years,5,0,17,0,0,3,0,2013,12,1,2016,3,7, Card II TYPE,1032.36,0,2182.98,92,495.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,-342
M8755,VALID,PWR,Open,Male,Northern,RENTED,60,Three Full Years,3,0,17,0,0,3,0,2012,12,2,2015,3,21, Card I TYPE,752.85,0,1938.68,0,10.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,9
M8756,VALID,PRP,Open,Male,Eastern,RENTED,43,Three Full Years,3,0,7,0,0,3,0,2012,1,11,2015,3,17, Card II TYPE,960.54,0,2184.51,0,200.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,13
M8757,VALID,CNN,Open,Male,Northern,RENTED,61,Three Full Years,5,8,21,0,1,3,0,2013,10,27,2016,3,22, Card I TYPE,709.275,0,1972.47,95,155.25,0,16,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,523,-357
M8758,VALID,POP,Open,Female,Eastern,RENTED,55,Three Full Years,5,5,22,0,1,3,0,2013,6,18,2015,5,19, Card II TYPE,959.175,0,1951.8,0,170.85,0,72,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,652,-49
M8759,VALID,CNN,Open,Male,Northern,RENTED,62,Three Full Years,3,0,12,0,0,3,0,2013,6,7,2015,5,25, Card II TYPE,778.155,0,1957.83,0,104.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,-55
M8760,VALID,PWR,Open,Male,Northern,RENTED,35,Three Full Years,6,12,17,0,0,3,0,2013,9,24,2015,9,22, Card I TYPE,753.06,0,1816.57,0,183,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,-172
M8761,VALID,PPL,Open,Male,Eastern,RENTED,61,Three Full Years,4,0,12,0,0,3,0,2014,3,14,2016,3,19, Card II TYPE,718.515,0,1827.68,0,152.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,-354
M8762,VALID,PRP,Open,Male,Eastern,RENTED,49,Three Full Years,6,0,12,0,0,3,0,2012,5,17,2015,3,17,Paper based/Post,1086.015,0,2023.88,600,555.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,13
M8763,VALID,KLA,Open,Female,Northern,RENTED,56,Three Full Years,6,0,12,0,0,3,0,2014,10,29,2016,10,20, Card II TYPE,919.275,0,1939.06,0,170.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,-565
M8764,VALID,PWM,Open,Female,Western,RENTED,64,Three Full Years,3,5,17,0,1,3,0,2011,12,2,2015,3,19,Paper based/Post,1177.26,0,2124.9,0,516.2,0,72,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1218,11
M8765,VALID,POP,Open,Male,Eastern,RENTED,32,Three Full Years,6,5,21,0,1,3,1,2012,2,9,2015,3,25, Card II TYPE,958.23,812.6,2013.52,0,297.15,0,46,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1146,5
M8766,VALID,PWM,Open,Male,Northern,RENTED,61,Three Full Years,6,8,22,0,0,3,0,2011,11,29,2015,3,19, Card II TYPE,1244.04,0,1835.21,0,247.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,11
M8767,VALID,PWP,Open,Female,Eastern,RENTED,56,Three Full Years,1,0,1,0,0,3,0,2012,1,30,2015,3,26,Paper based/Post,917.07,0,2005.39,0,157.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,4
M8768,VALID,POP,Open,Male,Eastern,RENTED,62,Three Full Years,6,20,21,0,0,3,0,2012,3,28,2015,3,25, Card II TYPE,958.23,0,1709.95,0,84.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,5
M8769,VALID,MXX,Open,Female,Eastern,RENTED,46,Three Full Years,9,14,22,0,1,2,2,2012,7,25,2015,3,21, Card II TYPE,1483.965,895.8,1820.88,510,414,0,67,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,980,9
M8770,VALID,MXX,Open,Male,Northern,RENTED,48,Three Full Years,3,0,22,0,0,3,0,2012,6,20,2015,3,20, Card II TYPE,1519.245,0,1908.95,0,277.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,10
M8771,VALID,PWR,Open,Female,Northern,RENTED,36,Three Full Years,5,14,22,0,0,3,0,2012,7,14,2015,3,25, Card II TYPE,741.3,0,1959.96,0,166.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,5
M8772,VALID,ESS,Open,Male,Northern,RENTED,43.55566667,Three Full Years,3,0,4,0,0,3,0,2011,12,17,2015,3,26, Card II TYPE,487.515,0,1953.74,1060,392.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,4
M8773,VALID,PWP,Open,Male,Northern,RENTED,70,Three Full Years,6,14,17,0,6,3,0,2011,12,15,2015,4,3, Card II TYPE,831.39,0,1688.64,0,114.9,0,53,3,1,5,1,0,2,2,1,2,0,0,0,0,0,3,0,0,0,0,0,0,1205,-3
M8774,VALID,PRM,Open,Male,Eastern,RENTED,64,Three Full Years,3,0,22,0,0,3,0,2011,10,4,2015,3,22,Paper based/Post,717.36,0,2042.75,153,221.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,8
M8775,VALID,PWR,Open,Female,Northern,RENTED,42,Three Full Years,3,0,7,0,0,3,0,2013,6,27,2015,3,28, Card II TYPE,826.245,0,1693.9,0,86.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,2
M8776,VALID,PRM,Open,Female,Eastern,RENTED,54,Three Full Years,6,16,21,0,0,3,0,2014,4,6,2016,4,4, Card II TYPE,718.515,0,1964.31,0,91.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,-369
M8777,VALID,MXX,Open,Female,Northern,BOUGHT,51,Three Full Years,4,0,12,0,0,3,0,2013,12,21,2016,3,28, Card II TYPE,1455.72,0,1802.69,0,176,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,-363
M8778,VALID,PWM,Open,Male,Eastern,RENTED,59,Three Full Years,6,0,21,0,0,3,0,2012,1,21,2015,3,6, Card II TYPE,1168.44,0,2184.15,0,369.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,24
M8779,VALID,POP,Open,Male,Northern,RENTED,35,Three Full Years,5,0,17,0,1,3,0,2012,6,1,2015,3,6, Card I TYPE,1044.225,0,1185.76,1,426.3,0,39,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1034,24
M8780,VALID,PPL,Open,Female,Northern,RENTED,49,Three Full Years,2,10,17,0,2,2,3,2012,7,22,2015,3,26, Card II TYPE,752.85,1334,2051.9,83,190.95,0,62,3,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,983,4
M8781,VALID,PWR,Open,Male,Northern,BOUGHT,41,Three Full Years,6,0,22,0,0,3,0,2012,7,20,2015,4,5, Card II TYPE,673.995,0,1942.62,0,2.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,-5
M8782,VALID,PRM,Open,Male,Eastern,RENTED,47.11214286,Three Full Years,6,0,12,0,6,2,0,2012,4,11,2015,3,8, Card II TYPE,716.94,0,1946.27,0,205.25,0,51,3,1,5,0,1,5,5,0,5,0,0,0,0,0,0,1,0,1,0,0,0,1084,22
M8783,VALID,MXX,Open,Male,Eastern,RENTED,68,Three Full Years,3,0,22,1,2,2,2,2014,1,28,2016,3,14,Paper based/Post,1836.66,2714.9,1816.66,0,30.95,0,60,3,2,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,427,-349
M8784,VALID,PWP,Open,Female,Eastern,RENTED,60,Three Full Years,6,14,21,0,0,3,0,2012,3,24,2015,4,5, Card I TYPE,751.695,0,1828.61,0,190.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,-5
M8785,VALID,POP,Open,Male,Western,RENTED,44,Three Full Years,4,0,22,0,0,3,0,2011,10,4,2015,4,3, Card II TYPE,961.17,0,1979.86,0,307.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,-3
M8786,VALID,CHC,Open,Male,Northern,RENTED,91,Three Full Years,1,0,17,0,0,3,0,2014,3,15,2016,4,3, Card II TYPE,537.39,0,1910.02,882,193.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,-368
M8787,VALID,PWR,Open,Male,Southern,RENTED,52,Three Full Years,13,6,22,0,0,3,0,2012,7,13,2015,3,12, Card II TYPE,745.92,0,2093.57,0,111,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,18
M8788,VALID,PWR,Open,Male,Northern,RENTED,37,Three Full Years,7,0,22,0,0,3,0,2013,7,21,2015,7,7, Card I TYPE,752.64,0,1886.22,0,256.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,-97
M8789,VALID,MXX,Open,Female,Eastern,RENTED,40,Three Full Years,4,6,22,0,0,3,0,2013,5,20,2015,5,4, Card II TYPE,1478.19,0,2179.53,802,918.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,-34
M8790,VALID,PPL,Open,Female,Eastern,BOUGHT,34,Three Full Years,4,5,21,0,3,3,0,2015,2,14,2017,2,4, Card II TYPE,314.79,0,1155.52,0,55.95,0,55,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,-674
M8791,VALID,POP,Open,Female,Eastern,BOUGHT,57,Three Full Years,5,0,17,0,0,3,0,2013,10,18,2016,4,5, Card II TYPE,839.895,0,1997.34,0,82.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,-370
M8792,VALID,POP,Open,Female,Western,RENTED,40,Three Full Years,5,0,17,0,1,3,0,2011,11,1,2015,3,13, Card I TYPE,1034.145,0,2137.61,3,361.45,0,86,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,17
M8793,VALID,PWR,Open,Male,Northern,RENTED,32,Three Full Years,3,0,12,0,0,3,0,2012,7,11,2015,3,14, Card II TYPE,647.01,0,2075.05,0,183.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,16
M8794,VALID,PWR,Open,Male,Northern,RENTED,48,Three Full Years,7,0,12,0,0,3,0,2013,11,19,2016,3,11, Card II TYPE,803.145,0,2063.39,0,116.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,-346
M8795,VALID,PWR,Open,Female,Eastern,RENTED,51,Three Full Years,3,20,17,0,0,1,0,2013,2,9,2015,3,7,Paper based/Post,8820.735,0,2171.99,0,120.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,23
M8796,VALID,PWP,Open,Male,Eastern,RENTED,53,Three Full Years,12,6,21,0,0,3,0,2012,1,11,2015,3,6, Card II TYPE,746.97,0,2181.8,0,58.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,24
M8797,VALID,PWR,Open,Male,Northern,RENTED,41.18,Three Full Years,4,0,4,0,0,2,0,2013,4,20,2015,9,13, Card II TYPE,992.04,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,-163
M8798,VALID,PWR,Open,Female,Northern,BOUGHT,37,Three Full Years,1,0,12,0,0,3,0,2013,5,18,2015,5,17, Card II TYPE,752.115,0,1960.61,0,151.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,-47
M8799,VALID,PRP,Open,Female,Northern,RENTED,52,Three Full Years,3,5,21,0,1,2,0,2015,2,6,2017,1,12, Card II TYPE,1031.52,0,1082.8,0,8.85,0,57,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,-652
M8800,VALID,PRR,Open,Female,Western,RENTED,59,Three Full Years,6,10,22,0,0,3,0,2011,11,10,2015,3,15, Card II TYPE,961.695,0,2182.68,207,513.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,15
M8801,VALID,PRM,Open,Male,Eastern,RENTED,38,Three Full Years,3,0,17,0,0,3,0,2014,2,22,2016,3,15, Card II TYPE,767.76,0,2057.88,1010,581.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,-350
M8802,VALID,PRR,Open,Male,Northern,RENTED,49,Three Full Years,5,13,12,0,0,3,0,2014,3,4,2016,4,4, Card II TYPE,1265.88,0,1998.54,61,432,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,-369
M8803,VALID,PRM,Open,Male,Northern,RENTED,41.81916667,Three Full Years,3,0,1,0,3,3,1,2014,6,21,2015,3,14, Card II TYPE,554.61,101.2,1850.85,742,474.6,0,16,3,2,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,284,16
M8804,VALID,KLA,Open,Female,Northern,RENTED,32,Three Full Years,6,0,22,0,0,3,0,2014,10,21,2016,10,19, Card II TYPE,951.3,0,1916.86,534,888.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,-564
M8805,VALID,PWM,Open,Female,Western,RENTED,62,Three Full Years,7,5,17,0,0,3,0,2011,12,20,2015,3,24, Card II TYPE,1171.17,0,1855.28,0,416.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,6
M8806,VALID,PRR,Open,Male,Eastern,RENTED,43,Three Full Years,1,5,22,0,1,1,3,2012,12,29,2015,3,13,Paper based/Post,1096.2,944,2079.55,541,471.55,0,26,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,826,17
M8807,VALID,PWR,Open,Male,Eastern,RENTED,35,Three Full Years,6,0,12,0,0,3,0,2013,12,2,2016,3,19, Card II TYPE,824.04,0,1760.57,0,136.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,-354
M8808,VALID,PWR,Open,Female,Eastern,RENTED,63,Three Full Years,4,0,22,0,0,3,0,2013,7,10,2015,6,17,Paper based/Post,794.64,0,2106.1,25,247.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,-77
M8809,VALID,PWR,Open,Male,Eastern,RENTED,35,Three Full Years,5,0,21,0,0,3,0,2013,7,5,2015,6,17, Card II TYPE,748.23,0,1794.32,0,42.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,-77
M8810,VALID,PWP,Open,Female,Northern,RENTED,61,Three Full Years,6,13,12,0,0,3,0,2012,5,11,2015,3,26, Card II TYPE,815.85,0,2183.02,0,147.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,4
M8811,INVALID,PRM,Open,Male,Eastern,RENTED,64,Three Full Years,6,0,22,0,0,3,0,2013,12,25,2016,3,19, Card II TYPE,750.54,0,1858.32,278,309.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,-354
M8812,VALID,PWR,Open,Female,Northern,RENTED,58,Three Full Years,5,5,21,0,0,3,0,2011,12,3,2015,3,18, Card II TYPE,648.375,0,2028.65,0,60.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,12
M8813,VALID,PPL,Open,Male,Eastern,RENTED,44,Three Full Years,3,20,21,0,4,3,0,2015,1,28,2017,1,20, Card II TYPE,629.895,0,1454.58,64,378.55,0,67,3,1,3,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,62,-660
M8814,VALID,PWR,Open,Male,Northern,BOUGHT,54,Three Full Years,3,0,17,0,0,3,0,2012,6,15,2015,3,21, Card I TYPE,629.895,0,2001.43,168,238.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,9
M8815,VALID,PWP,Open,Female,Eastern,RENTED,48.48416667,Three Full Years,3,0,12,0,0,3,0,2011,12,31,2015,3,24, Card II TYPE,753.585,0,2075.2,0,257.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,6
M8816,VALID,PWR,Open,Male,Western,RENTED,29,Three Full Years,4,0,12,0,2,2,1,2011,11,9,2015,3,18,Paper based/Post,1387.26,555.8,1933,0,258.85,0,58,3,0,2,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1241,12
M8817,VALID,PWR,Open,Male,Western,RENTED,52.68033333,Three Full Years,3,0,12,0,0,3,0,2013,11,7,2016,3,24, Card II TYPE,751.17,0,1875.61,0,159.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,-359
M8818,VALID,PWR,Open,Male,Eastern,RENTED,33,Three Full Years,3,20,22,0,0,3,0,2013,2,2,2015,3,25, Card II TYPE,748.23,0,1909.42,0,45.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,5
M8819,VALID,CHC,Open,Male,Western,BOUGHT,55.96,Three Full Years,6,0,22,0,0,3,0,2014,3,7,2016,3,17, Card II TYPE,421.995,0,1724.35,0,42.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,-352
M8820,VALID,PWR,Open,Male,Eastern,RENTED,39,Three Full Years,6,6,22,0,0,3,0,2011,10,4,2015,3,29, Card II TYPE,728.7,0,2148.68,0,280.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,1
M8821,VALID,POP,Open,Female,Northern,BOUGHT,51,Three Full Years,7,0,22,0,0,3,0,2013,1,25,2015,3,24, Card II TYPE,966.525,0,2081.69,0,31.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,6
M8822,INVALID,PWR,Open,Female,Northern,RENTED,97,Three Full Years,3,0,7,0,0,3,0,2012,7,25,2015,3,24, Card II TYPE,794.64,0,2000.23,686,545.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,6
M8823,VALID,PWR,Open,Male,Western,RENTED,61,Three Full Years,4,0,12,0,0,3,0,2011,10,22,2015,3,27, Card II TYPE,710.64,0,1723.94,47,243.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,3
M8824,VALID,PWP,Open,Female,Western,RENTED,57,Three Full Years,4,0,22,0,3,2,0,2012,1,26,2016,3,31, Card II TYPE,751.17,0,609.6,0,94.05,0,85,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,-366
M8825,VALID,PWR,Open,Male,Northern,BOUGHT,67,Three Full Years,7,14,17,0,1,2,0,2012,4,11,2015,4,1, Card II TYPE,654.045,0,2163.6,41,372.6,0,86,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1084,-1
M8826,VALID,CNN,Open,Male,Eastern,RENTED,42,Three Full Years,7,0,22,0,0,3,0,2012,6,17,2015,3,28, Card II TYPE,645.54,0,203.73,0,37.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,2
M8827,VALID,PRR,Open,Male,Northern,RENTED,48.634,Three Full Years,5,0,22,0,2,2,1,2012,2,16,2015,3,28,Paper based/Post,721.14,586.8,2061.08,84,231.9,0,15,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1139,2
M8828,VALID,PWM,Open,Male,Eastern,RENTED,65,Three Full Years,6,0,12,0,0,3,0,2012,6,8,2015,3,7, Card II TYPE,1246.98,0,2185.06,0,0.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,23
M8829,VALID,PWM,Open,Male,Northern,RENTED,43,Three Full Years,6,5,12,0,1,3,0,2011,10,6,2016,3,7, Card II TYPE,1382.22,0,2076.03,0,195.7,0,4,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,-342
M8830,VALID,PRM,Open,Female,Eastern,RENTED,42,Three Full Years,4,0,21,0,0,3,0,2014,8,20,2016,8,4, Card II TYPE,645.225,0,1922.75,404,292.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,-489
M8831,VALID,ESS,Open,Male,Northern,RENTED,37,Three Full Years,6,0,12,0,1,2,0,2011,12,30,2015,4,2, Card I TYPE,498.12,0,1753.23,0,17.75,0,72,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1190,-2
M8832,VALID,MXX,Open,Male,Eastern,RENTED,48.71666667,Three Full Years,8,0,17,0,1,3,0,2011,11,12,2015,3,9, Card II TYPE,1566.285,0,1949.33,347,448.65,0,53,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1238,21
M8833,VALID,PWP,Open,Female,Eastern,RENTED,27,Three Full Years,1,0,12,0,9,3,0,2012,4,11,2015,4,4, Card II TYPE,1651.755,0,2151.08,0,332.6,0,18,3,0,9,3,0,5,5,1,3,0,0,0,0,2,0,0,0,0,0,0,0,1084,-4
