,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Churn Date,Categ,Query_freq,payment_number,Default_number
8583,M8618,2013-12-19,VALID,PRM,Open,Male,Eastern,RENTED,63.0,Three Full Years,6.0,0.0,17.0,2016-03-18,0,0,0,3,0
8584,M8619,2011-10-18,VALID,PWM,Open,Male,Northern,RENTED,47.0,Three Full Years,3.0,0.0,22.0,2015-03-17,0,0,0,3,0
8585,M8620,2012-01-19,VALID,PWR,Open,Male,Northern,RENTED,49.0,Three Full Years,4.0,5.0,17.0,2015-03-18,0,0,0,3,0
8586,M8621,2013-12-10,VALID,PRP,Open,Female,Eastern,RENTED,75.0,Three Full Years,5.0,0.0,12.0,2016-03-22,0,0,4,3,0
8587,M8622,2012-03-28,VALID,POP,Open,Female,Northern,RENTED,57.0,Three Full Years,6.0,0.0,21.0,2015-03-22,0,0,0,3,0
8588,M8623,2013-12-19,VALID,PRM,Open,Male,Northern,RENTED,58.0,Three Full Years,5.0,0.0,21.0,2016-03-21,0,0,0,3,0
8589,M8624,2013-03-13,VALID,CNN,Open,Male,Northern,RENTED,65.0,Three Full Years,5.0,0.0,22.0,2015-03-30,0,0,0,3,0
8590,M8625,2011-12-16,VALID,POP,Open,Male,Eastern,RENTED,26.0,Three Full Years,5.0,0.0,22.0,2015-03-06,0,0,1,3,3
8591,M8626,2011-12-05,VALID,PWR,Open,Male,Eastern,RENTED,47.0,Three Full Years,7.0,0.0,22.0,2015-03-28,2015-04-26 00:00:00,1,0,3,0
8592,M8627,2011-10-05,VALID,PWR,Open,Female,Northern,RENTED,58.0,Three Full Years,4.0,0.0,21.0,2015-04-02,0,0,0,3,0
8593,M8628,2011-11-18,VALID,PWR,Open,Male,Eastern,RENTED,52.0,Three Full Years,3.0,10.0,21.0,2015-04-05,0,0,0,3,0
8594,M8629,2013-05-02,VALID,KLA,Open,Female,Northern,RENTED,42.0,Three Full Years,5.0,0.0,17.0,2015-04-26,0,0,1,4,0
8595,M8630,2013-12-23,VALID,PRM,Open,,Northern,RENTED,,Three Full Years,,,,2016-03-07,0,0,0,3,0
8596,M8631,2012-05-10,VALID,PWP,Open,Female,Northern,RENTED,59.0,Three Full Years,4.0,10.0,12.0,2015-04-02,0,0,0,3,0
8597,M8632,2011-10-01,VALID,PWR,Open,Male,Eastern,RENTED,52.0,Three Full Years,6.0,14.0,12.0,2015-03-09,0,0,1,3,0
8598,M8633,2012-02-13,VALID,PWP,Open,Male,Eastern,RENTED,56.0,Three Full Years,5.0,0.0,12.0,2015-04-05,0,0,0,3,0
8599,M8634,2012-04-25,VALID,PWM,Open,Female,Eastern,BOUGHT,,Three Full Years,4.0,0.0,7.0,2015-03-06,0,0,0,3,0
8600,M8635,2013-02-09,VALID,PWR,Open,Female,Eastern,RENTED,55.0,Three Full Years,2.0,0.0,22.0,2015-03-11,0,0,0,3,0
8601,M8636,2013-07-29,VALID,ESS,Open,Male,Eastern,RENTED,60.0,Three Full Years,2.0,0.0,12.0,2015-07-09,0,0,0,3,0
8602,M8637,2012-01-13,VALID,PWP,Open,Female,Eastern,RENTED,61.0,Three Full Years,5.0,0.0,22.0,2015-03-09,0,0,0,3,0
8603,M8638,2013-07-05,VALID,PWR,Open,,Western,RENTED,,Three Full Years,,,,2015-06-08,0,0,0,3,0
8604,M8639,2012-05-18,VALID,PWP,Open,Female,Northern,RENTED,39.0,Three Full Years,6.0,13.0,22.0,2015-03-13,0,0,0,3,1
8605,M8640,2013-08-22,VALID,PRR,Open,Female,Eastern,RENTED,44.0,Three Full Years,4.0,0.0,22.0,2015-08-15,0,0,0,4,1
8606,M8641,2011-10-30,VALID,PWM,Open,Female,Eastern,RENTED,33.0,Three Full Years,8.0,0.0,12.0,2015-03-09,0,0,0,3,0
8607,M8642,2011-10-06,VALID,PRP,Open,Female,Eastern,RENTED,65.0,Three Full Years,4.0,5.0,22.0,2015-03-12,0,0,4,3,0
8608,M8643,2015-01-09,VALID,PRM,Open,,Eastern,RENTED,,Three Full Years,,,,2016-12-13,0,0,2,3,0
8609,M8644,2012-01-12,VALID,PPL,Open,Female,Northern,RENTED,44.0,Three Full Years,4.0,0.0,21.0,2015-03-13,0,0,1,3,0
8610,M8645,2014-01-29,VALID,PPL,Open,Male,Northern,RENTED,,Three Full Years,4.0,0.0,7.0,2016-03-18,0,0,0,3,0
8611,M8646,2013-07-02,VALID,PRM,Open,Female,Eastern,RENTED,68.0,Three Full Years,3.0,14.0,4.0,2015-03-18,0,0,0,3,0
8612,M8647,2011-12-23,VALID,POP,Open,Male,Western,RENTED,35.0,Three Full Years,4.0,5.0,17.0,2015-03-15,0,0,0,3,0
8613,M8648,2015-01-13,VALID,PPL,Open,Male,Eastern,RENTED,50.0,Three Full Years,9.0,6.0,22.0,2016-12-15,0,0,1,3,0
8614,M8649,2012-06-08,VALID,PWR,Open,Female,Eastern,RENTED,25.0,Three Full Years,8.0,5.0,12.0,2015-03-11,0,0,0,3,0
8615,M8650,2013-11-03,VALID,CNN,Open,Female,Northern,RENTED,57.0,Three Full Years,8.0,5.0,12.0,2016-03-23,0,0,0,3,0
8616,M8651,2014-01-18,VALID,PRM,Open,Male,Northern,RENTED,45.0,Three Full Years,6.0,0.0,21.0,2016-03-19,0,0,0,3,0
8617,M8652,2013-08-25,VALID,PRM,Open,Male,Northern,RENTED,58.0,Three Full Years,6.0,5.0,22.0,2015-03-22,0,0,0,3,0
8618,M8653,2015-01-22,VALID,PPL,Open,Female,Eastern,BOUGHT,71.0,Three Full Years,3.0,0.0,7.0,2017-01-20,0,0,10,3,0
8619,M8654,2013-01-02,VALID,PWR,Open,Female,Eastern,RENTED,49.0,Three Full Years,4.0,0.0,12.0,2015-03-23,0,0,0,3,0
8620,M8655,2012-06-17,VALID,PWR,Open,Female,Northern,RENTED,48.0,Three Full Years,5.0,0.0,12.0,2015-03-27,0,0,3,3,1
8621,M8656,2012-02-14,VALID,PWP,Open,Female,Eastern,RENTED,42.0,Three Full Years,7.0,0.0,17.0,2015-03-21,0,0,0,3,0
8622,M8657,2014-07-01,VALID,PPL,Open,Male,Northern,RENTED,74.0,Three Full Years,8.0,14.0,17.0,2016-06-22,0,0,0,3,0
8623,M8658,2012-03-16,VALID,PWP,Open,Male,Eastern,RENTED,43.0,Three Full Years,5.0,13.0,21.0,2015-03-23,0,0,0,3,0
8624,M8659,2011-10-20,VALID,PWR,Open,Male,Eastern,RENTED,33.0,Three Full Years,6.0,0.0,21.0,2015-03-26,0,0,0,3,0
8625,M8660,2012-01-27,VALID,PWP,Open,Male,Northern,BOUGHT,83.0,Three Full Years,9.0,18.0,22.0,2015-03-27,0,0,0,3,0
8626,M8661,2013-01-20,VALID,PWM,Open,Male,Northern,RENTED,41.0,Three Full Years,6.0,0.0,17.0,2015-03-09,0,0,0,3,0
8627,M8662,2015-02-25,VALID,PPL,Open,Male,Eastern,RENTED,40.0,Three Full Years,4.0,0.0,21.0,2017-01-27,0,0,3,3,0
8628,M8663,2013-06-26,VALID,PWR,Open,Female,Northern,RENTED,68.0,Three Full Years,4.0,0.0,22.0,2015-06-24,0,0,0,3,0
8629,M8664,2012-07-19,VALID,PRP,Open,Male,Eastern,RENTED,47.0,Three Full Years,6.0,0.0,22.0,2015-03-26,0,0,0,3,0
8630,M8665,2012-06-01,VALID,PWP,Open,Male,Eastern,RENTED,58.0,Three Full Years,6.0,10.0,22.0,2015-04-03,0,0,0,3,0
8631,M8666,2013-01-24,VALID,PWR,Open,Female,Northern,RENTED,62.0,Three Full Years,7.0,0.0,22.0,2015-04-04,0,0,0,3,0
8632,M8667,2011-12-14,VALID,PWM,Open,Male,Eastern,RENTED,70.0,Three Full Years,5.0,6.0,22.0,2015-04-01,0,0,0,3,0
8633,M8668,2014-03-12,VALID,PPL,Open,Male,Northern,BOUGHT,60.0,Three Full Years,6.0,18.0,22.0,2016-04-01,0,0,0,3,0
8634,M8669,2012-01-24,VALID,PWM,Open,Male,Northern,RENTED,47.0,Three Full Years,1.0,0.0,22.0,2015-03-27,0,0,0,3,0
8635,M8670,2011-10-07,VALID,MXX,Open,Female,Eastern,RENTED,69.0,Three Full Years,4.0,0.0,21.0,2015-03-13,0,0,0,3,0
8636,M8671,2012-02-08,VALID,PWP,Open,Female,Western,BOUGHT,61.0,Three Full Years,6.0,0.0,22.0,2015-03-11,0,0,1,3,0
8637,M8672,2012-12-13,VALID,KLA,Open,Female,Eastern,RENTED,41.0,Three Full Years,7.0,5.0,22.0,2015-03-10,2015-04-08 00:00:00,1,2,3,0
8638,M8673,2012-07-11,VALID,PWR,Open,Male,Eastern,RENTED,66.0,Three Full Years,6.0,14.0,22.0,2015-04-05,0,0,0,3,0
8639,M8674,2013-10-06,VALID,CNN,Open,Male,Northern,RENTED,58.0,Three Full Years,3.0,0.0,21.0,2015-09-11,0,0,0,3,1
8640,M8675,2012-12-25,VALID,PWR,Open,Female,Eastern,RENTED,54.0,Three Full Years,4.0,0.0,12.0,2015-03-10,0,0,0,3,0
8641,M8676,2013-12-25,VALID,CHC,Open,Male,Eastern,BOUGHT,46.0,Three Full Years,6.0,0.0,22.0,2016-03-11,0,0,0,3,0
8642,M8677,2014-10-24,INVALID,PRR,Open,,Northern,RENTED,,Three Full Years,,,,2016-10-09,0,0,0,3,0
8643,M8678,2013-12-04,VALID,PWR,Open,Female,Northern,RENTED,49.0,Three Full Years,4.0,0.0,12.0,2016-03-11,0,0,0,3,0
8644,M8679,2014-12-26,VALID,PRM,Open,Male,Northern,RENTED,53.0,Three Full Years,6.0,6.0,12.0,2016-12-23,0,0,0,3,0
8645,M8680,2014-01-07,VALID,PRM,Open,Female,Northern,RENTED,64.0,Three Full Years,5.0,12.0,12.0,2016-03-11,0,0,0,3,0
8646,M8681,2012-03-07,VALID,PWP,Closed,,Northern,RENTED,,Three Full Years,,,,2015-03-14,0,0,0,1,1
8647,M8682,2014-02-22,VALID,PRM,Open,Male,Northern,RENTED,57.0,Three Full Years,3.0,14.0,21.0,2016-03-12,0,0,0,3,0
8648,M8683,2013-02-19,VALID,PWR,Open,Female,Eastern,RENTED,72.0,Three Full Years,7.0,14.0,21.0,2016-03-23,0,0,0,3,0
8649,M8684,2013-10-22,VALID,CNN,Open,Male,Western,RENTED,64.0,Three Full Years,9.0,0.0,21.0,2016-03-24,0,0,0,3,0
8650,M8685,2014-04-26,VALID,PPL,Open,Female,Eastern,RENTED,42.0,Three Full Years,1.0,13.0,12.0,2016-04-08,0,0,1,3,0
8651,M8686,2012-06-14,VALID,KLA,Open,Male,Northern,BOUGHT,,Three Full Years,2.0,0.0,17.0,2015-03-18,0,0,0,3,0
8652,M8687,2013-08-20,VALID,PWR,Open,Female,Eastern,RENTED,65.0,Three Full Years,6.0,0.0,17.0,2015-08-13,0,0,0,3,0
8653,M8688,2012-06-28,VALID,PWR,Open,Male,Northern,RENTED,68.0,Three Full Years,5.0,14.0,21.0,2016-03-19,0,0,0,3,0
8654,M8689,2012-02-02,VALID,PWP,Open,Female,Eastern,RENTED,56.0,Three Full Years,11.0,6.0,22.0,2015-03-24,0,0,0,3,0
8655,M8690,2012-05-31,VALID,PWM,Open,Male,Western,RENTED,52.0,Three Full Years,7.0,0.0,17.0,2015-03-23,0,0,0,3,0
8656,M8691,2011-11-21,VALID,PWP,Open,Female,Northern,RENTED,70.0,Three Full Years,5.0,14.0,22.0,2015-03-25,0,0,0,3,0
8657,M8692,2012-06-28,VALID,MXX,Open,Female,Eastern,BOUGHT,57.0,Three Full Years,8.0,0.0,21.0,2015-03-24,0,0,0,3,0
8658,M8693,2012-04-04,VALID,PWP,Open,Male,Northern,BOUGHT,75.0,Three Full Years,1.0,0.0,1.0,2015-03-25,0,0,0,3,0
8659,M8694,2012-01-24,VALID,PWP,Open,Female,Eastern,RENTED,49.0,Three Full Years,7.0,0.0,22.0,2015-03-31,0,0,0,3,0
8660,M8695,2012-01-05,VALID,KLA,Open,Female,Eastern,RENTED,57.0,Three Full Years,3.0,0.0,12.0,2016-03-30,0,0,1,3,0
8661,M8696,2014-03-02,VALID,CHC,Open,,Northern,RENTED,,Three Full Years,,,,2016-03-31,0,0,0,3,0
8662,M8697,2014-10-02,VALID,PRM,Open,Female,Eastern,RENTED,53.0,Three Full Years,3.0,0.0,22.0,2016-09-25,0,0,0,3,0
8663,M8698,2014-03-23,VALID,PRM,Open,Male,Northern,RENTED,49.0,Three Full Years,6.0,0.0,12.0,2016-03-25,0,0,0,3,0
8664,M8699,2012-07-04,VALID,CHC,Open,Female,Northern,RENTED,21.0,Three Full Years,3.0,0.0,7.0,2015-04-04,0,0,0,3,0
8665,M8700,2014-07-09,VALID,PRM,Open,Female,Eastern,RENTED,49.0,Three Full Years,4.0,0.0,22.0,2016-07-02,0,0,0,3,0
8666,M8701,2012-02-24,VALID,PRR,Open,Female,Eastern,RENTED,39.0,Three Full Years,7.0,20.0,21.0,2015-04-02,0,0,0,3,0
8667,M8702,2013-02-27,VALID,PWR,Open,,Northern,BOUGHT,,Three Full Years,,,,2015-03-31,0,0,0,3,0
8668,M8703,2014-01-27,VALID,PRM,Open,Male,Eastern,RENTED,47.0,Three Full Years,3.0,0.0,22.0,2016-03-07,0,0,0,3,0
8669,M8704,2013-06-02,VALID,PRM,Open,Male,Northern,RENTED,,Three Full Years,4.0,0.0,21.0,2015-05-09,0,0,0,3,0
8670,M8705,2014-06-03,VALID,PRM,Open,Male,Eastern,RENTED,55.0,Three Full Years,6.0,13.0,22.0,2016-05-16,0,0,0,3,0
8671,M8706,2011-11-17,VALID,KLA,Open,Male,Northern,RENTED,74.0,Three Full Years,6.0,0.0,12.0,2015-04-02,0,0,0,1,0
8672,M8707,2012-06-27,VALID,KLA,Open,Female,Northern,Second Hand,,Three Full Years,2.0,0.0,17.0,2015-04-02,0,0,1,3,0
8673,M8708,2013-02-09,VALID,POP,Open,Male,Northern,BOUGHT,59.0,Three Full Years,8.0,0.0,12.0,2015-04-02,0,0,0,3,0
8674,M8709,2012-04-06,VALID,POP,Open,Female,Eastern,RENTED,58.0,Three Full Years,6.0,0.0,17.0,2015-03-21,0,0,1,3,0
8675,M8710,2012-07-15,VALID,ESS,Open,Female,Eastern,RENTED,66.0,Three Full Years,3.0,0.0,22.0,2015-04-03,0,0,1,2,0
8676,M8711,2013-12-03,VALID,PWR,Open,Male,Northern,RENTED,53.0,Three Full Years,5.0,9.0,12.0,2016-04-04,0,0,0,3,0
8677,M8712,2014-09-24,VALID,PPL,Open,Male,Northern,RENTED,79.0,Three Full Years,6.0,14.0,22.0,2016-09-09,0,0,0,3,0
8678,M8713,2013-03-24,VALID,PRP,Open,Male,Northern,RENTED,39.0,Three Full Years,7.0,10.0,12.0,2015-03-11,0,0,1,3,0
8679,M8714,2013-07-02,VALID,PWR,Open,,Eastern,RENTED,,Three Full Years,,,,2015-06-05,0,0,0,3,0
8680,M8715,2011-12-16,VALID,PWP,Open,Male,Eastern,RENTED,62.0,Three Full Years,6.0,20.0,21.0,2015-03-07,0,0,1,3,0
8681,M8716,2012-08-23,VALID,PWR,Open,Male,Northern,RENTED,22.0,Three Full Years,5.0,0.0,12.0,2015-03-12,0,0,0,3,0
8682,M8717,2011-11-01,VALID,PRR,Open,Female,Northern,RENTED,56.0,Three Full Years,4.0,10.0,22.0,2015-03-10,0,0,0,3,0
8683,M8718,2011-11-22,VALID,PWM,Open,Female,Eastern,RENTED,63.0,Three Full Years,7.0,5.0,12.0,2015-03-10,0,0,1,3,0
8684,M8719,2011-12-21,VALID,PRP,Open,Female,Northern,RENTED,52.0,Three Full Years,6.0,10.0,12.0,2015-03-17,0,0,2,3,0
8685,M8720,2013-12-28,VALID,PRP,Open,Male,Eastern,RENTED,61.0,Three Full Years,7.0,7.0,22.0,2016-03-15,0,0,1,3,0
8686,M8721,2012-04-24,VALID,PPL,Open,Male,Eastern,RENTED,64.0,Three Full Years,5.0,0.0,22.0,2015-03-15,0,0,2,3,0
8687,M8722,2011-11-04,VALID,PWR,Open,Male,Northern,RENTED,42.0,Three Full Years,6.0,17.0,17.0,2015-03-20,0,0,0,3,0
8688,M8723,2012-01-19,VALID,PWP,Open,Male,Northern,RENTED,57.0,Three Full Years,5.0,10.0,17.0,2015-03-14,0,0,0,3,0
8689,M8724,2012-10-18,VALID,PWR,Open,Female,Northern,BOUGHT,74.0,Three Full Years,6.0,0.0,22.0,2015-03-18,0,0,0,3,0
8690,M8725,2011-10-26,VALID,PWM,Open,Female,Eastern,RENTED,46.0,Three Full Years,13.0,13.0,21.0,2015-03-17,0,0,1,3,0
8691,M8726,2012-06-24,VALID,KLA,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-23,0,0,1,2,1
8692,M8727,2012-02-03,VALID,PWP,Open,Female,Eastern,RENTED,55.0,Three Full Years,6.0,6.0,21.0,2015-03-25,0,0,0,3,0
8693,M8728,2014-03-02,VALID,PRR,Open,,Eastern,RENTED,,Three Full Years,,,,2016-03-18,0,0,0,3,0
8694,M8729,2012-05-31,VALID,PWP,Open,Male,Eastern,RENTED,55.0,Three Full Years,5.0,0.0,12.0,2015-03-24,0,0,0,3,0
8695,M8730,2011-11-18,VALID,PWR,Open,Male,Eastern,RENTED,71.0,Three Full Years,2.0,14.0,22.0,2015-03-23,0,0,0,3,0
8696,M8731,2012-07-08,VALID,PWR,Open,Female,Eastern,RENTED,39.0,Three Full Years,3.0,10.0,12.0,2015-03-10,0,0,0,3,0
8697,M8732,2011-11-18,VALID,PWP,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-19,0,0,0,3,0
8698,M8733,2012-04-24,VALID,PWR,Open,Male,Northern,RENTED,71.0,Three Full Years,3.0,0.0,1.0,2015-03-23,0,0,2,2,0
8699,M8734,2012-07-17,VALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-24,0,0,0,3,0
8700,M8735,2011-12-05,VALID,PWP,Open,Male,Northern,RENTED,46.0,Three Full Years,2.0,5.0,7.0,2015-03-29,0,0,0,4,0
8701,M8736,2013-08-17,VALID,POP,Open,Female,Eastern,RENTED,44.0,Three Full Years,6.0,20.0,21.0,2015-07-30,0,0,0,3,0
8702,M8737,2013-03-12,VALID,PRM,Open,Male,Northern,RENTED,53.0,Three Full Years,7.0,0.0,17.0,2015-03-07,0,0,3,3,0
8703,M8738,2013-12-18,VALID,CHC,Open,Male,Eastern,BOUGHT,58.0,Three Full Years,3.0,0.0,22.0,2016-04-03,0,0,4,3,0
8704,M8739,2012-09-17,VALID,PWR,Open,Male,Eastern,BOUGHT,42.0,Three Full Years,3.0,5.0,21.0,2015-04-04,0,0,0,3,0
8705,M8740,2014-07-29,INVALID,CHC,Open,Female,Northern,RENTED,82.0,Three Full Years,4.0,0.0,7.0,2016-07-28,0,0,1,3,0
8706,M8741,2012-04-08,VALID,CNN,Open,Female,Northern,RENTED,51.0,Three Full Years,7.0,14.0,22.0,2015-04-03,0,0,0,3,0
8707,M8742,2012-01-31,VALID,PRP,Open,Female,Eastern,RENTED,53.0,Three Full Years,5.0,0.0,17.0,2015-03-20,0,0,1,3,0
8708,M8743,2012-01-16,VALID,POP,Open,Male,Eastern,RENTED,47.0,Three Full Years,6.0,0.0,21.0,2015-04-05,0,0,0,3,0
8709,M8744,2012-10-28,VALID,POP,Open,Male,Eastern,RENTED,41.0,Three Full Years,6.0,10.0,17.0,2015-03-14,0,0,0,3,0
8710,M8745,2012-04-01,VALID,PPL,Open,Male,Northern,RENTED,53.0,Three Full Years,4.0,0.0,21.0,2015-03-07,0,0,0,4,1
8711,M8746,2013-11-12,VALID,PRM,Open,Male,Northern,RENTED,46.0,Three Full Years,4.0,0.0,22.0,2016-03-07,0,0,1,3,0
8712,M8747,2011-11-07,VALID,PWP,Open,Male,Northern,RENTED,48.0,Three Full Years,3.0,8.0,12.0,2015-03-06,0,0,0,3,0
8713,M8748,2012-12-11,VALID,PWR,Open,Female,Northern,RENTED,50.0,Three Full Years,5.0,0.0,21.0,2015-03-13,0,0,1,3,3
8714,M8749,2013-12-29,VALID,PRM,Open,Female,Eastern,RENTED,58.0,Three Full Years,3.0,0.0,22.0,2016-03-22,0,0,0,3,0
8715,M8750,2013-09-08,VALID,PWM,Open,Female,Northern,BOUGHT,80.0,Three Full Years,4.0,0.0,22.0,2015-08-19,0,0,0,3,0
8716,M8751,2014-06-25,VALID,KLA,Open,Female,Northern,RENTED,35.0,Three Full Years,3.0,0.0,12.0,2016-06-13,0,0,0,3,0
8717,M8752,2013-05-05,VALID,CNN,Open,Female,Northern,RENTED,42.0,Three Full Years,6.0,10.0,21.0,2015-04-15,0,0,0,3,0
8718,M8753,2011-09-29,VALID,PWM,Open,Male,Northern,RENTED,51.0,Three Full Years,2.0,8.0,12.0,2015-03-08,0,0,0,6,0
8719,M8754,2013-12-01,VALID,POP,Open,Female,Eastern,RENTED,45.0,Three Full Years,5.0,0.0,17.0,2016-03-07,0,0,0,3,0
8720,M8755,2012-12-02,VALID,PWR,Open,Male,Northern,RENTED,60.0,Three Full Years,3.0,0.0,17.0,2015-03-21,0,0,0,3,0
8721,M8756,2012-01-11,VALID,PRP,Open,Male,Eastern,RENTED,43.0,Three Full Years,3.0,0.0,7.0,2015-03-17,0,0,0,3,0
8722,M8757,2013-10-27,VALID,CNN,Open,Male,Northern,RENTED,61.0,Three Full Years,5.0,8.0,21.0,2016-03-22,0,0,1,3,0
8723,M8758,2013-06-18,VALID,POP,Open,Female,Eastern,RENTED,55.0,Three Full Years,5.0,5.0,22.0,2015-05-19,0,0,1,3,0
8724,M8759,2013-06-07,VALID,CNN,Open,Male,Northern,RENTED,62.0,Three Full Years,3.0,0.0,12.0,2015-05-25,0,0,0,3,0
8725,M8760,2013-09-24,VALID,PWR,Open,Male,Northern,RENTED,35.0,Three Full Years,6.0,12.0,17.0,2015-09-22,0,0,0,3,0
8726,M8761,2014-03-14,VALID,PPL,Open,Male,Eastern,RENTED,61.0,Three Full Years,4.0,0.0,12.0,2016-03-19,0,0,0,3,0
8727,M8762,2012-05-17,VALID,PRP,Open,Male,Eastern,RENTED,49.0,Three Full Years,6.0,0.0,12.0,2015-03-17,0,0,0,3,0
8728,M8763,2014-10-29,VALID,KLA,Open,Female,Northern,RENTED,56.0,Three Full Years,6.0,0.0,12.0,2016-10-20,0,0,0,3,0
8729,M8764,2011-12-02,VALID,PWM,Open,Female,Western,RENTED,64.0,Three Full Years,3.0,5.0,17.0,2015-03-19,0,0,1,3,0
8730,M8765,2012-02-09,VALID,POP,Open,Male,Eastern,RENTED,32.0,Three Full Years,6.0,5.0,21.0,2015-03-25,0,0,1,3,1
8731,M8766,2011-11-29,VALID,PWM,Open,Male,Northern,RENTED,61.0,Three Full Years,6.0,8.0,22.0,2015-03-19,0,0,0,3,0
8732,M8767,2012-01-30,VALID,PWP,Open,Female,Eastern,RENTED,56.0,Three Full Years,1.0,0.0,1.0,2015-03-26,0,0,0,3,0
8733,M8768,2012-03-28,VALID,POP,Open,Male,Eastern,RENTED,62.0,Three Full Years,6.0,20.0,21.0,2015-03-25,0,0,0,3,0
8734,M8769,2012-07-25,VALID,MXX,Open,Female,Eastern,RENTED,46.0,Three Full Years,9.0,14.0,22.0,2015-03-21,0,0,1,2,2
8735,M8770,2012-06-20,VALID,MXX,Open,Male,Northern,RENTED,48.0,Three Full Years,3.0,0.0,22.0,2015-03-20,0,0,0,3,0
8736,M8771,2012-07-14,VALID,PWR,Open,Female,Northern,RENTED,36.0,Three Full Years,5.0,14.0,22.0,2015-03-25,0,0,0,3,0
8737,M8772,2011-12-17,VALID,ESS,Open,Male,Northern,RENTED,,Three Full Years,3.0,0.0,4.0,2015-03-26,0,0,0,3,0
8738,M8773,2011-12-15,VALID,PWP,Open,Male,Northern,RENTED,70.0,Three Full Years,6.0,14.0,17.0,2015-04-03,0,0,6,3,0
8739,M8774,2011-10-04,VALID,PRM,Open,Male,Eastern,RENTED,64.0,Three Full Years,3.0,0.0,22.0,2015-03-22,0,0,0,3,0
8740,M8775,2013-06-27,VALID,PWR,Open,Female,Northern,RENTED,42.0,Three Full Years,3.0,0.0,7.0,2015-03-28,0,0,0,3,0
8741,M8776,2014-04-06,VALID,PRM,Open,Female,Eastern,RENTED,54.0,Three Full Years,6.0,16.0,21.0,2016-04-04,0,0,0,3,0
8742,M8777,2013-12-21,VALID,MXX,Open,,Northern,BOUGHT,51.0,Three Full Years,4.0,0.0,12.0,2016-03-28,0,0,0,3,0
8743,M8778,2012-01-21,VALID,PWM,Open,Male,Eastern,RENTED,59.0,Three Full Years,6.0,0.0,21.0,2015-03-06,0,0,0,3,0
8744,M8779,2012-06-01,VALID,POP,Open,Male,Northern,RENTED,35.0,Three Full Years,5.0,0.0,17.0,2015-03-06,0,0,1,3,0
8745,M8780,2012-07-22,VALID,PPL,Open,Female,Northern,RENTED,49.0,Three Full Years,2.0,10.0,17.0,2015-03-26,0,0,2,3,3
8746,M8781,2012-07-20,VALID,PWR,Open,Male,Northern,BOUGHT,41.0,Three Full Years,6.0,0.0,22.0,2015-04-05,0,0,0,3,0
8747,M8782,2012-04-11,VALID,PRM,Open,Male,Eastern,RENTED,,Three Full Years,6.0,0.0,12.0,2015-03-08,0,0,6,3,0
8748,M8783,2014-01-28,VALID,MXX,Open,Male,Eastern,RENTED,68.0,Three Full Years,3.0,0.0,22.0,2016-03-14,2015-05-12 00:00:00,1,2,2,2
8749,M8784,2012-03-24,VALID,PWP,Open,Female,Eastern,RENTED,60.0,Three Full Years,6.0,14.0,21.0,2015-04-05,0,0,0,3,0
8750,M8785,2011-10-04,VALID,POP,Open,Male,Western,RENTED,44.0,Three Full Years,4.0,0.0,22.0,2015-04-03,0,0,0,3,0
8751,M8786,2014-03-15,VALID,CHC,Open,Male,Northern,RENTED,91.0,Three Full Years,1.0,0.0,17.0,2016-04-03,0,0,0,3,0
8752,M8787,2012-07-13,VALID,PWR,Open,Male,Southern,RENTED,52.0,Three Full Years,13.0,6.0,22.0,2015-03-12,0,0,0,3,0
8753,M8788,2013-07-21,VALID,PWR,Open,Male,Northern,RENTED,37.0,Three Full Years,7.0,0.0,22.0,2015-07-07,0,0,0,3,0
8754,M8789,2013-05-20,VALID,MXX,Open,Female,Eastern,RENTED,40.0,Three Full Years,4.0,6.0,22.0,2015-05-04,0,0,0,3,0
8755,M8790,2015-02-14,VALID,PPL,Open,Female,Eastern,BOUGHT,34.0,Three Full Years,4.0,5.0,21.0,2017-02-04,0,0,3,3,0
8756,M8791,2013-10-18,VALID,POP,Open,Female,Eastern,BOUGHT,57.0,Three Full Years,5.0,0.0,17.0,2016-04-05,0,0,0,3,0
8757,M8792,2011-11-01,VALID,POP,Open,Female,Western,RENTED,40.0,Three Full Years,5.0,0.0,17.0,2015-03-13,0,0,1,3,0
8758,M8793,2012-07-11,VALID,PWR,Open,Male,Northern,RENTED,32.0,Three Full Years,3.0,0.0,12.0,2015-03-14,0,0,0,3,0
8759,M8794,2013-11-19,VALID,PWR,Open,Male,Northern,RENTED,48.0,Three Full Years,7.0,0.0,12.0,2016-03-11,0,0,0,3,0
8760,M8795,2013-02-09,VALID,PWR,Open,Female,Eastern,RENTED,51.0,Three Full Years,3.0,20.0,17.0,2015-03-07,0,0,0,1,0
8761,M8796,2012-01-11,VALID,PWP,Open,Male,Eastern,RENTED,53.0,Three Full Years,12.0,6.0,21.0,2015-03-06,0,0,0,3,0
8762,M8797,2013-04-20,VALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-09-13,0,0,0,2,0
8763,M8798,2013-05-18,VALID,PWR,Open,Female,Northern,BOUGHT,37.0,Three Full Years,1.0,0.0,12.0,2015-05-17,0,0,0,3,0
