,Account Number,Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,CommenceDays,Warrentydays
7771,M7806,VALID,PWM,Closed,Male,Southern,BOUGHT,48.84,Three Full Years,4,0,7,0,0,None,0,2012,10,7,2015,3,7,None,3331,882,8906,1115,6722,1,0,none,908,23
7772,M7807,VALID,KLA,Open,Male,Northern,RENTED,48.93231884,Three Full Years,3,0,7,0,9,3,0,2011,12,14,2015,3,24, Card II TYPE,244,882,1381,1,3214,0,30,3,1206,6
7773,M7808,VALID,PRM,Open,Male,Northern,BOUGHT,62.0,Full Year Plus 3 Months,6,0,17,0,0,3,0,2014,6,25,2015,8,30, Card II TYPE,1649,882,7298,1,2188,0,0,3,280,-150
7774,M7809,VALID,POP,Open,Female,Northern,BOUGHT,47.0,Three Full Years,5,0,22,0,2,2,0,2012,5,18,2015,3,31, Card II TYPE,3237,882,3107,1,2913,0,77,3,1047,-1
7775,M7810,VALID,PWM,Open,Male,Eastern,RENTED,56.0,Three Full Years,4,0,2,0,0,3,0,2011,10,6,2015,3,7, Card II TYPE,484,882,6316,1,249,0,0,3,1274,23
7776,M7811,VALID,PWM,Open,Female,Western,RENTED,45.0,Three Full Years,5,0,21,0,0,3,0,2012,4,28,2015,3,16, Card II TYPE,931,882,4639,1,926,0,0,3,1067,14
7777,M7812,VALID,POP,Open,Female,Eastern,RENTED,44.0,Three Full Years,12,6,22,0,0,3,0,2011,11,8,2015,3,29, Card II TYPE,3220,882,5515,912,4542,0,0,3,1242,1
7778,M7813,VALID,PPL,Open,Male,Northern,BOUGHT,35.0,Three Full Years,6,0,17,0,1,3,0,2013,2,26,2015,3,11, Card II TYPE,1873,882,6066,842,3471,0,22,3,764,19
7779,M7814,INVALID,PWR,Open,Female,Northern,RENTED,38.0,Three Full Years,3,0,17,0,0,2,1,2013,5,30,2015,5,20,Paper based/Post,2160,384,5928,86,3631,0,0,3,670,-50
7780,M7815,VALID,PPL,Open,Male,Northern,RENTED,65.0,Three Full Years,4,0,17,0,2,3,0,2011,12,8,2015,3,21,Paper based/Post,1553,882,2573,1,1110,0,45,3,1212,9
7781,M7816,VALID,KLA,Open,Male,Northern,RENTED,43.0,Three Full Years,6,0,17,0,0,3,0,2011,10,12,2015,3,29, Card I TYPE,193,882,6420,1,5272,0,0,3,1268,1
7782,M7817,INVALID,PWM,Open,Female,Northern,BOUGHT,53.0,Three Full Years,6,19,21,0,0,3,0,2012,8,1,2015,3,24, Card II TYPE,175,882,8002,1,4950,0,0,3,974,6
7783,M7818,VALID,KLA,Open,Male,Western,BOUGHT,50.27833333,Three Full Years,5,0,22,0,4,3,0,2013,10,25,2016,3,23, Card II TYPE,63,882,4874,972,231,0,27,3,525,-358
7784,M7819,VALID,POP,Open,Male,Northern,BOUGHT,56.0,Three Full Years,10,5,12,0,6,3,1,2012,1,16,2015,3,25, Card II TYPE,2807,642,5184,842,4506,0,50,3,1169,5
7785,M7820,VALID,PPL,Open,Female,Northern,RENTED,54.0,Three Full Years,9,6,17,0,0,3,0,2014,1,4,2016,4,4, Card II TYPE,2186,882,4106,1,1298,0,0,3,451,-369
7786,M7821,VALID,PWM,Open,Female,Eastern,BOUGHT,57.0,Three Full Years,7,0,22,0,0,3,0,2012,12,4,2015,3,11, Card II TYPE,832,882,5520,1,4837,0,0,3,851,19
7787,M7822,VALID,PRM,Open,Male,Eastern,RENTED,45.49916667,Full Year Plus 3 Months,3,0,2,0,0,3,0,2014,3,25,2015,6,7,Paper based/Post,2142,882,7552,1,6651,0,0,3,370,-67
7788,M7823,VALID,PWP,Open,Male,Northern,RENTED,44.0,Three Full Years,5,0,17,0,0,3,0,2011,11,13,2015,3,19, Card II TYPE,2331,882,5202,1,1665,0,0,3,1237,11
7789,M7824,VALID,PWR,Open,Female,Western,BOUGHT,64.0,Three Full Years,1,0,17,0,0,3,0,2013,10,11,2015,10,8, Card II TYPE,1873,882,8878,1,833,0,0,3,539,-188
7790,M7825,VALID,PWR,Open,Male,Northern,BOUGHT,41.0,Three Full Years,4,0,22,0,0,3,0,2013,7,14,2015,6,19, Card II TYPE,2034,882,7687,1,6243,0,0,3,626,-79
7791,M7826,VALID,PWR,Open,Female,Western,RENTED,66.0,Three Full Years,8,14,17,0,0,3,0,2013,4,13,2015,3,21, Card II TYPE,2388,882,7813,1,328,0,0,3,717,9
7792,M7827,VALID,PPL,Open,Male,Western,RENTED,39.80166667,Three Full Years,3,0,2,0,1,3,0,2014,1,26,2016,3,26, Card II TYPE,1984,882,3843,1,1841,0,37,3,429,-361
7793,M7828,VALID,PWR,Open,Female,Eastern,RENTED,76.0,Three Full Years,2,14,21,0,0,3,0,2012,1,16,2015,4,4,Paper based/Post,1946,882,593,1,1780,0,0,3,1169,-4
7794,M7829,VALID,PRR,Open,Male,Northern,RENTED,67.0,Three Full Years,6,0,22,0,0,3,0,2011,12,17,2015,3,29, Card II TYPE,65,882,6439,515,4236,0,0,3,1203,1
7795,M7830,VALID,PWR,Open,Male,Southern,BOUGHT,52.1615,Three Full Years,7,0,21,0,0,3,0,2012,11,6,2015,4,5, Card II TYPE,25,882,5368,736,5530,0,0,3,879,-5
7796,M7831,VALID,KLA,Open,Female,Eastern,BOUGHT,58.0,Three Full Years,5,0,22,0,1,3,0,2012,4,26,2015,3,23, Card II TYPE,3168,882,5434,30,5853,0,56,3,1069,7
7797,M7832,VALID,PWR,Open,Female,Eastern,BOUGHT,67.0,Three Full Years,4,10,22,0,0,3,0,2012,8,31,2015,3,15, Card II TYPE,1873,882,7841,1,2585,0,0,3,944,15
7798,M7833,VALID,POP,Open,Male,Eastern,RENTED,36.0,Three Full Years,1,6,17,0,0,3,0,2011,12,16,2015,3,10, Card II TYPE,41,882,6760,453,6259,0,0,3,1204,20
7799,M7834,VALID,PWR,Open,Male,Northern,RENTED,64.0,Three Full Years,3,0,12,0,0,3,0,2011,10,26,2015,3,11, Card I TYPE,1896,882,4915,1,2791,0,0,3,1254,19
7800,M7835,VALID,KLA,Open,Female,Northern,RENTED,44.0,Three Full Years,5,0,17,0,0,3,0,2012,2,22,2015,3,10, Card II TYPE,1190,882,587,791,1144,0,0,3,1133,20
7801,M7836,VALID,POP,Open,Female,Northern,RENTED,56.0,Three Full Years,6,20,17,0,1,1,0,2011,11,18,2015,3,26,Paper based/Post,1479,882,699,1,2297,0,23,3,1232,4
7802,M7837,VALID,PRR,Open,Male,Eastern,RENTED,60.0,Three Full Years,6,5,22,0,0,3,0,2011,10,14,2015,3,30, Card II TYPE,3195,882,7392,1,3141,0,0,3,1266,0
7803,M7838,VALID,MXX,Open,Female,Eastern,RENTED,66.0,Three Full Years,4,0,17,0,0,3,0,2012,11,2,2015,3,13, Card II TYPE,944,882,2513,895,5341,0,0,3,883,17
7804,M7839,VALID,KLA,Open,Male,Eastern,RENTED,45.0,Three Full Years,7,0,22,0,3,3,0,2011,12,14,2015,3,19, Card II TYPE,154,882,7443,1,4251,0,77,3,1206,11
7805,M7840,VALID,CNN,Open,Female,Eastern,RENTED,88.0,Full Year Plus 3 Months,3,20,12,0,0,3,0,2013,4,4,2015,6,17, Card II TYPE,1967,882,1095,1,5879,0,0,3,726,-77
7806,M7841,VALID,POP,Open,Female,Eastern,BOUGHT,50.0,Three Full Years,6,6,21,0,0,3,0,2013,4,25,2015,4,19, Card II TYPE,2807,882,5557,1,2957,0,0,3,705,-19
7807,M7842,VALID,PRP,Open,Female,Eastern,RENTED,61.0,Three Full Years,8,2,22,0,0,3,0,2011,10,12,2015,3,26, Card II TYPE,3216,882,7912,726,4607,0,0,3,1268,4
7808,M7843,VALID,PRR,Open,Male,Eastern,RENTED,47.0,Three Full Years,4,0,21,0,0,3,0,2012,2,9,2015,3,14, Card II TYPE,2864,882,3682,506,3747,0,0,3,1146,16
7809,M7844,VALID,CNN,Open,Male,Western,BOUGHT,66.0,Three Full Years,6,0,17,0,0,2,0,2013,1,29,2015,3,31, Card I TYPE,1649,882,1210,1,3108,0,0,3,791,-1
7810,M7845,VALID,PRM,Open,Male,Western,RENTED,47.0,Three Full Years,7,5,21,0,0,3,0,2011,11,14,2015,3,9, Card II TYPE,1946,882,8052,1041,3642,0,0,3,1236,21
7811,M7846,VALID,PWR,Open,Male,Eastern,BOUGHT,70.0,Full Year Plus 3 Months,5,14,22,0,0,3,0,2012,10,27,2015,6,7, Card II TYPE,1873,882,3288,1,603,0,0,3,888,-67
7812,M7847,VALID,PWP,Open,Female,Northern,RENTED,51.0,Three Full Years,5,5,22,0,0,3,0,2012,3,7,2015,4,3, Card II TYPE,2746,882,4003,1,2031,0,0,3,1118,-3
7813,M7848,VALID,PWM,Open,Male,Western,BOUGHT,50.25,Three Full Years,4,0,7,0,0,3,0,2012,5,16,2015,3,16, Card II TYPE,175,882,7319,1,4412,0,0,3,1049,14
7814,M7849,VALID,PWR,Open,Female,Northern,RENTED,49.0,Three Full Years,4,0,17,0,0,3,0,2012,2,22,2015,3,15, Card II TYPE,1895,882,7988,1,2508,0,0,3,1133,15
7815,M7850,VALID,PWR,Open,Male,Northern,BOUGHT,57.0,Three Full Years,4,9,22,0,0,3,0,2012,6,15,2015,3,20, Card II TYPE,1873,882,365,1,1935,0,0,3,1020,10
7816,M7851,VALID,PRR,Open,Female,Eastern,BOUGHT,70.0,Full Year Plus 3 Months,5,20,21,0,0,2,0,2012,10,18,2015,7,1, Card I TYPE,1873,882,3368,1,2999,0,0,3,897,-91
7817,M7852,VALID,PWP,Open,Female,Northern,RENTED,63.0,Three Full Years,8,18,17,0,0,3,0,2011,12,31,2015,3,23, Card II TYPE,2854,882,1745,1,1755,0,0,3,1189,7
7818,M7853,VALID,KLA,Open,Male,Western,RENTED,42.0,Full Year Plus 3 Months,1,0,21,0,1,3,0,2014,1,5,2015,6,19, Card I TYPE,197,882,5367,724,6312,0,67,3,450,-79
7819,M7854,VALID,MXX,Open,Female,Northern,BOUGHT,21.0,Three Full Years,1,0,22,0,0,3,0,2012,3,25,2015,3,22, Card II TYPE,916,882,4832,1,874,0,0,3,1100,8
7820,M7855,VALID,MXX,Open,Female,Eastern,RENTED,47.0,Three Full Years,4,0,7,0,0,3,0,2012,5,25,2015,3,30, Card II TYPE,1145,882,1477,1,18,0,0,3,1040,0
7821,M7856,VALID,PWM,Open,Female,Eastern,RENTED,58.0,Three Full Years,6,13,17,0,0,3,0,2011,12,6,2015,3,12, Card II TYPE,512,882,4792,1,4392,0,0,3,1214,18
7822,M7857,VALID,POP,Open,Female,Eastern,BOUGHT,61.0,Three Full Years,5,0,17,0,0,3,0,2012,6,9,2015,3,25, Card II TYPE,3281,882,2448,1,5102,0,0,3,1026,5
7823,M7858,VALID,PWM,Open,Male,Eastern,BOUGHT,51.0,Three Full Years,6,5,21,0,0,3,0,2012,7,17,2015,3,24, Card II TYPE,175,882,6067,1,3808,0,0,3,988,6
7824,M7859,VALID,PWP,Open,Female,Eastern,RENTED,51.0,Three Full Years,7,5,17,0,0,3,0,2011,12,19,2015,3,28, Card II TYPE,2356,882,7998,1,3229,0,0,3,1201,2
7825,M7860,VALID,PRM,Open,Male,Eastern,RENTED,58.0,Three Full Years,3,0,22,0,0,3,0,2014,2,23,2016,3,27,Paper based/Post,2142,882,7146,1,4509,0,0,3,402,-362
7826,M7861,VALID,PWM,Open,Male,Western,BOUGHT,53.225,Three Full Years,4,0,22,0,2,3,0,2012,10,19,2015,3,9, Card II TYPE,991,882,7456,1,2327,0,18,3,896,21
7827,M7862,VALID,MXX,Open,Female,Northern,RENTED,39.0,Three Full Years,4,0,12,0,2,2,2,2014,1,1,2016,3,9,Paper based/Post,1180,130,5348,384,6618,0,27,3,454,-344
7828,M7863,VALID,PWP,Open,Male,Eastern,RENTED,50.0,Three Full Years,6,0,22,0,1,3,0,2011,11,30,2015,3,11, Card II TYPE,1248,882,4023,1,889,0,89,3,1220,19
7829,M7864,VALID,POP,Open,Male,Eastern,RENTED,52.0,Three Full Years,8,5,17,0,2,3,0,2012,2,7,2015,3,21, Card II TYPE,3209,882,8070,1,2468,0,40,3,1148,9
7830,M7865,VALID,PWR,Open,Female,Eastern,BOUGHT,34.0,Three Full Years,5,0,12,0,0,3,0,2012,10,28,2015,3,23, Card II TYPE,1873,882,4257,292,2945,0,0,3,887,7
7831,M7866,VALID,PWR,Open,Male,Northern,RENTED,26.0,Three Full Years,3,0,17,0,0,3,0,2012,2,25,2015,3,23, Card I TYPE,1970,882,7431,1,5596,0,0,3,1130,7
7832,M7867,VALID,PWR,Open,Male,Eastern,RENTED,65.0,Three Full Years,3,0,7,0,0,3,0,2013,7,2,2015,6,15, Card II TYPE,2721,882,5837,1,2055,0,0,3,638,-75
7833,M7868,VALID,PWM,Open,Male,Northern,BOUGHT,46.0,Three Full Years,6,0,17,0,0,3,0,2012,8,23,2015,3,16, Card II TYPE,175,882,7995,1,1427,0,0,3,952,14
7834,M7869,VALID,POP,Open,Female,Eastern,RENTED,39.0,Three Full Years,6,0,21,1,0,3,0,2011,11,22,2015,3,26, Card II TYPE,65,882,6764,1,3610,0,0,3,1228,4
7835,M7870,VALID,PWR,Open,Male,Southern,RENTED,48.0,Three Full Years,6,5,17,0,0,3,0,2011,10,10,2015,3,24, Card II TYPE,1930,882,4559,1,2553,0,0,3,1270,6
7836,M7871,VALID,CHC,Open,Male,Northern,RENTED,58.0,Three Full Years,6,18,22,0,0,3,0,2014,7,9,2016,7,9, Card II TYPE,1683,882,4179,69,5366,0,0,3,266,-464
7837,M7872,VALID,KLA,Open,Male,Northern,RENTED,26.0,Three Full Years,6,0,12,0,0,2,0,2012,7,4,2015,3,17,Paper based/Post,599,882,5736,1,6159,0,0,3,1001,13
7838,M7873,VALID,PWR,Open,Female,Eastern,BOUGHT,43.0,Full Year Plus 3 Months,6,8,21,0,0,3,0,2012,12,9,2015,3,20, Card II TYPE,2068,882,6623,1,1410,0,0,3,846,10
7839,M7874,VALID,PRM,Open,Male,Northern,BOUGHT,47.0,Three Full Years,5,0,17,0,0,3,0,2014,8,3,2016,7,30, Card II TYPE,1649,882,7839,1,154,0,0,3,242,-485
7840,M7875,VALID,PWM,Open,Female,Eastern,BOUGHT,45.0,Full Year Plus 3 Months,6,13,17,0,0,3,0,2012,11,3,2015,3,13, Card II TYPE,2807,882,5137,481,5391,0,0,3,882,17
7841,M7876,VALID,PWP,Open,Female,Eastern,BOUGHT,78.0,Three Full Years,3,14,22,0,0,3,0,2012,2,1,2015,3,12, Card II TYPE,1873,882,4065,1,1595,0,0,3,1154,18
7842,M7877,VALID,PPL,Open,Male,Northern,RENTED,75.0,Full Year Plus 3 Months,4,6,12,0,0,3,0,2014,11,6,2016,1,17, Card II TYPE,2256,882,2738,1,5416,0,0,3,149,-292
7843,M7878,VALID,PWR,Open,Female,Eastern,BOUGHT,52.055,Full Year Plus 3 Months,5,0,17,0,1,2,0,2012,10,31,2015,4,1, Card II TYPE,1873,882,5925,1,2539,0,83,3,884,-1
7844,M7879,VALID,PWM,Open,Female,Western,RENTED,67.0,Three Full Years,8,6,22,0,0,3,0,2011,12,14,2015,3,21, Card I TYPE,680,882,4100,1,1570,0,0,3,1206,9
7845,M7880,VALID,PWR,Open,Female,Western,RENTED,51.45916667,Three Full Years,7,0,22,0,0,2,0,2012,4,21,2015,4,2, Card II TYPE,1950,882,5319,1,2698,0,0,3,1074,-2
7846,M7881,VALID,MXX,Open,Female,Eastern,BOUGHT,52.0,Three Full Years,9,0,22,0,2,2,0,2012,2,17,2015,3,31, Card II TYPE,909,882,5042,657,3918,0,61,3,1138,-1
7847,M7882,VALID,PWR,Open,Male,Northern,BOUGHT,47.0,Three Full Years,5,5,22,0,0,3,0,2013,5,15,2015,5,8, Card II TYPE,3030,882,634,1,4369,0,0,3,685,-38
7848,M7883,VALID,PWR,Closed,Female,Eastern,BOUGHT,59.0,Three Full Years,5,10,22,0,0,None,0,2012,6,6,2015,3,29,None,3331,882,8906,1115,6722,1,0,none,1029,1
7849,M7884,VALID,POP,Open,Male,Northern,BOUGHT,49.0,Three Full Years,4,0,12,0,0,3,0,2012,4,5,2015,3,15, Card I TYPE,2991,882,6249,1,1082,0,0,3,1090,15
7850,M7885,VALID,PRR,Open,Female,Eastern,BOUGHT,48.0,Three Full Years,3,0,22,0,0,3,0,2012,4,10,2015,3,16, Card II TYPE,2068,882,7970,1,1996,0,0,3,1085,14
7851,M7886,VALID,PRP,Open,Female,Eastern,RENTED,46.0,Three Full Years,6,0,22,0,1,3,0,2012,3,24,2015,3,17,Paper based/Post,3068,882,6822,516,4243,0,67,3,1101,13
7852,M7887,VALID,POP,Open,Female,Eastern,RENTED,58.0,Three Full Years,7,5,22,0,0,3,0,2012,1,17,2015,3,16, Card II TYPE,3213,882,6886,1,5665,0,0,3,1168,14
7853,M7888,VALID,PRR,Open,Male,Eastern,RENTED,43.0,Three Full Years,3,0,21,0,2,3,0,2014,12,31,2016,12,16, Card II TYPE,3046,882,7531,1,5344,0,80,3,94,-621
7854,M7889,VALID,POP,Open,Male,Western,BOUGHT,62.0,Three Full Years,6,0,17,0,2,3,0,2013,5,8,2015,4,25, Card II TYPE,2807,882,2986,1,4635,0,54,3,692,-25
7855,M7890,VALID,PWP,Open,Male,Northern,BOUGHT,61.0,Three Full Years,7,14,17,0,0,3,0,2012,6,6,2015,3,24, Card II TYPE,1873,882,34,1,1018,0,0,3,1029,6
7856,M7891,VALID,PWP,Open,Male,Western,RENTED,80.0,Three Full Years,7,20,12,0,0,3,0,2012,1,19,2015,3,29,Paper based/Post,2163,882,1731,1,5877,0,0,3,1166,1
7857,M7892,VALID,PWR,Open,Female,Northern,RENTED,43.0,Three Full Years,5,0,21,0,0,3,0,2011,12,11,2015,3,6, Card II TYPE,2045,882,1501,1,1317,0,0,3,1209,24
7858,M7893,VALID,PWR,Open,Female,Northern,RENTED,38.0,Three Full Years,2,19,7,0,0,3,0,2011,10,26,2015,3,8, Card II TYPE,1953,882,5851,1,2835,0,0,3,1254,22
7859,M7894,VALID,PWP,Open,Male,Northern,RENTED,55.0,Three Full Years,4,0,21,0,0,3,0,2011,12,22,2015,3,21, Card II TYPE,2539,882,7844,286,3288,0,0,3,1198,9
7860,M7895,VALID,CHC,Open,Male,Southern,RENTED,47.207,Three Full Years,4,0,12,0,3,3,0,2014,1,6,2016,3,15,Paper based/Post,2109,882,1878,16,1869,0,63,3,449,-350
7861,M7896,VALID,POP,Open,Female,Eastern,RENTED,47.0,Three Full Years,6,0,21,0,0,3,0,2012,4,3,2015,3,12, Card II TYPE,3215,882,7892,1,4613,0,0,3,1092,18
7862,M7897,VALID,PWR,Open,Female,Northern,RENTED,56.0,Three Full Years,3,0,17,0,0,3,0,2012,1,17,2015,3,28, Card II TYPE,1959,882,6659,1,1396,0,0,3,1168,2
7863,M7898,VALID,PRR,Open,Male,Eastern,BOUGHT,55.0,Three Full Years,3,0,22,0,0,2,0,2014,7,20,2016,7,1, Card II TYPE,1649,882,7972,1,146,0,0,3,255,-456
7864,M7899,VALID,PRM,Open,Male,Eastern,BOUGHT,58.0,Three Full Years,1,6,21,0,0,3,0,2012,7,28,2015,4,3, Card II TYPE,2061,882,2671,1,2992,0,0,3,977,-3
7865,M7900,VALID,POP,Open,Male,Western,BOUGHT,43.0,Three Full Years,5,5,21,0,0,3,0,2012,7,21,2015,3,9, Card II TYPE,3080,882,5140,1,2080,0,0,3,984,21
7866,M7901,VALID,PWR,Open,Female,Northern,BOUGHT,66.0,Three Full Years,2,0,22,0,0,3,0,2012,9,30,2015,3,13, Card I TYPE,1873,882,2741,1,1835,0,0,3,915,17
7867,M7902,VALID,POP,Open,Female,Eastern,BOUGHT,55.0,Three Full Years,5,5,22,0,0,3,0,2013,5,16,2015,4,27, Card II TYPE,2807,882,195,1,1,0,0,1,684,-27
7868,M7903,VALID,POP,Open,Female,Northern,RENTED,68.0,Three Full Years,4,14,17,0,1,3,0,2012,5,3,2015,3,16, Card II TYPE,1360,882,8109,1,4347,0,0,3,1062,14
7869,M7904,VALID,MXX,Open,Female,Northern,RENTED,42.0,Full Year Plus 3 Months,6,5,22,0,0,3,0,2014,11,16,2016,2,13, Card II TYPE,856,882,5039,1,1480,0,0,3,139,-318
7870,M7905,VALID,CNN,Open,Male,Western,BOUGHT,57.0,Three Full Years,5,0,22,0,0,3,0,2012,7,23,2015,3,29, Card II TYPE,1649,882,1996,861,3702,0,0,3,982,1
7871,M7906,VALID,PWR,Open,Female,Eastern,RENTED,61.0,Three Full Years,6,0,21,0,0,3,0,2012,12,1,2015,3,26, Card II TYPE,2365,882,4324,1,2371,0,0,3,854,4
7872,M7907,VALID,PWP,Open,Female,Northern,RENTED,60.0,Three Full Years,1,0,12,0,0,3,0,2012,3,23,2015,3,12, Card I TYPE,2331,882,4659,1,318,0,0,3,1102,18
7873,M7908,VALID,PWM,Open,Male,Eastern,RENTED,72.0,Three Full Years,7,14,21,0,0,3,0,2011,12,6,2015,3,30, Card II TYPE,518,882,2886,1,1780,0,0,3,1214,0
7874,M7909,VALID,PWR,Open,Male,Eastern,RENTED,70.0,Three Full Years,4,14,22,0,0,2,0,2012,7,31,2015,3,31, Card II TYPE,2342,882,7772,1,852,0,0,3,974,-1
7875,M7910,VALID,PRM,Open,Male,Northern,Second Hand,54.0,Three Full Years,5,0,12,0,0,3,0,2012,7,8,2015,3,30, Card II TYPE,2021,882,4809,431,2580,0,0,3,997,0
7876,M7911,VALID,PWM,Open,Male,Northern,RENTED,54.0,Three Full Years,9,0,17,0,0,3,0,2011,11,9,2015,4,5, Card II TYPE,701,882,2283,1,6303,0,0,3,1241,-5
7877,M7912,VALID,PWR,Open,Male,Eastern,RENTED,66.0,Three Full Years,4,0,12,0,0,3,0,2012,4,10,2015,3,7, Card II TYPE,1795,882,336,1,1306,0,0,3,1085,23
7878,M7913,VALID,PWP,Open,Male,Northern,RENTED,60.0,Three Full Years,6,0,12,0,0,3,0,2012,1,13,2015,3,18, Card II TYPE,2394,882,2826,1,1373,0,0,3,1172,12
7879,M7914,VALID,PWM,Open,Female,Western,BOUGHT,54.0,Three Full Years,7,0,22,0,1,3,0,2012,4,25,2015,3,21, Card I TYPE,175,882,7378,1,2978,0,53,3,1070,9
7880,M7915,VALID,PWR,Open,Male,Eastern,BOUGHT,50.0,Three Full Years,4,0,22,0,0,3,0,2012,6,28,2015,3,24, Card II TYPE,1873,882,8016,1,5672,0,0,3,1007,6
7881,M7916,VALID,PWP,Open,Male,Eastern,RENTED,63.0,Three Full Years,9,14,17,0,1,3,0,2011,11,12,2015,3,10, Card II TYPE,2356,882,7182,1,1416,0,17,3,1238,20
7882,M7917,VALID,PWM,Open,Female,Western,RENTED,63.0,Three Full Years,3,0,22,0,0,3,0,2011,10,4,2015,3,15, Card II TYPE,1108,882,8304,1,4626,0,0,3,1276,15
7883,M7918,VALID,PWR,Open,Female,Eastern,BOUGHT,41.0,Three Full Years,4,0,21,0,0,3,0,2012,6,28,2015,3,22, Card II TYPE,1873,882,5943,815,3395,0,0,3,1007,8
7884,M7919,VALID,KLA,Open,Male,Eastern,BOUGHT,59.0,Three Full Years,7,5,22,0,1,3,0,2012,6,15,2015,3,23, Card II TYPE,2294,882,2388,507,5931,0,84,3,1020,7
7885,M7920,VALID,PRM,Open,Female,Western,RENTED,58.0,Three Full Years,4,0,17,0,0,3,0,2014,9,2,2016,8,16,Paper based/Post,2379,882,5631,959,3636,0,0,3,213,-501
7886,M7921,VALID,KLA,Open,Male,Eastern,BOUGHT,50.0,Three Full Years,6,0,22,0,0,3,0,2013,12,22,2016,3,23, Card II TYPE,3168,882,5965,1,5070,0,0,3,468,-358
7887,M7922,VALID,PRM,Open,Female,Eastern,RENTED,24.0,Three Full Years,3,0,4,0,2,3,0,2014,1,4,2015,7,21, Card I TYPE,2563,882,3927,1,6446,0,62,3,451,-111
7888,M7923,VALID,PWR,Open,Male,Eastern,BOUGHT,55.74433333,Three Full Years,7,0,22,0,1,3,0,2012,9,22,2015,4,4, Card I TYPE,1873,882,7332,1,5889,0,55,3,923,-4
7889,M7924,VALID,MXX,Open,Female,Eastern,BOUGHT,80.0,Three Full Years,13,0,7,0,2,3,0,2012,8,2,2015,4,5, Card II TYPE,832,882,5902,534,4399,0,24,3,973,-5
7890,M7925,VALID,PWR,Open,Female,Eastern,RENTED,36.0,Three Full Years,4,20,17,0,0,3,0,2011,11,12,2015,3,11, Card II TYPE,1941,882,4070,1,2541,0,0,3,1238,19
7891,M7926,VALID,POP,Open,Male,Northern,RENTED,57.0,Three Full Years,6,0,22,0,0,3,0,2012,1,16,2016,3,7, Card II TYPE,2394,882,6412,1,114,0,0,3,1169,-342
7892,M7927,VALID,PWP,Open,Female,Northern,RENTED,55.0,Three Full Years,6,9,22,0,0,3,0,2011,12,20,2015,3,23, Card II TYPE,2359,882,4457,1,672,0,0,3,1200,7
7893,M7928,VALID,KLA,Open,Female,Northern,BOUGHT,61.0,Three Full Years,9,5,22,0,0,3,0,2012,3,11,2015,3,20, Card II TYPE,3168,882,7795,116,6424,0,0,3,1114,10
7894,M7929,VALID,PRM,Open,Female,Eastern,BOUGHT,57.0,Full Year Plus 3 Months,8,0,12,0,0,3,0,2014,11,16,2016,2,12, Card II TYPE,1649,882,1242,1,465,0,0,3,139,-317
7895,M7930,VALID,PWR,Open,Female,Eastern,BOUGHT,52.0,Full Year Plus 3 Months,6,0,22,0,0,3,0,2013,10,1,2015,6,17, Card II TYPE,1873,882,4200,1,2372,0,0,3,549,-77
7896,M7931,VALID,PRP,Open,Female,Western,BOUGHT,66.0,Full Year Plus 3 Months,3,0,12,0,0,3,0,2014,7,31,2015,3,15, Card II TYPE,2308,882,5289,1,4795,0,0,3,244,15
7897,M7932,VALID,KLA,Open,Male,Southern,RENTED,51.38768398,Three Full Years,6,0,17,0,0,3,0,2011,11,28,2015,3,12, Card II TYPE,429,882,1135,1,4948,0,0,3,1222,18
7898,M7933,VALID,PWR,Open,Male,Western,RENTED,20.0,Three Full Years,4,0,1,0,0,None,0,2012,4,9,2015,3,14,None,3331,882,8906,1115,6722,1,0,none,1086,16
7899,M7934,VALID,PWR,Open,Male,Northern,RENTED,57.0,Three Full Years,6,0,22,0,0,3,0,2011,9,29,2015,3,23, Card II TYPE,1896,882,2616,1,4584,0,0,3,1281,7
7900,M7935,VALID,PRM,Open,Male,Eastern,BOUGHT,63.0,Three Full Years,3,0,22,0,0,3,0,2013,5,21,2015,4,25, Card II TYPE,2068,882,2102,1,3123,0,0,3,679,-25
7901,M7936,VALID,PWR,Open,Male,Eastern,RENTED,39.0,Three Full Years,6,0,17,1,1,3,0,2011,11,20,2015,3,28, Card II TYPE,2082,882,2359,1042,4965,0,29,3,1230,2
7902,M7937,VALID,PWP,Open,Female,Northern,RENTED,47.0,Three Full Years,5,5,17,0,0,3,0,2012,1,20,2015,3,7, Card I TYPE,2520,882,4684,1,2821,0,0,3,1165,23
7903,M7938,VALID,PWR,Open,Female,Northern,RENTED,64.0,Full Year Plus 3 Months,3,5,22,0,0,3,0,2013,12,12,2015,6,28, Card II TYPE,2398,882,949,1,1951,0,0,3,478,-88
7904,M7939,VALID,PWR,Open,Female,Northern,RENTED,53.0,Three Full Years,6,9,22,0,0,2,0,2011,10,27,2015,4,1, Card II TYPE,2045,882,6267,1,1595,0,0,3,1253,-1
7905,M7940,VALID,KLA,Open,Female,Western,BOUGHT,49.0,Three Full Years,6,0,17,0,0,2,0,2012,12,18,2015,4,1, Card II TYPE,2318,882,3647,1,4820,0,0,3,837,-1
