,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,Closetdefaultdate,defaultsum,Hours,Posthours,daraGB,YYYYMM,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention
4617,V4632,2013-03-19,VALID,CNN,Open,Male,Northern,RENTED,69.0,Three Full Years,5.0,14.0,21.0,2015-07-19,1,None,0,2013.0,3.0,19.0,2015.0,7.0,19.0,None,None,None,None,2192.8699999999999,348.0,223.84999999999997,604518.0,1,-73,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4618,V4633,2012-07-28,VALID,PWR,Open,Male,Eastern,RENTED,50.0,Three Full Years,5.0,0.0,22.0,2015-07-12,0,None,0,2012.0,7.0,28.0,2015.0,7.0,12.0,None,None,None,None,1963.2399999999998,0.0,44.549999999999997,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4619,V4634,2011-11-14,VALID,PWR,Open,Male,Northern,RENTED,,Three Full Years,3.0,0.0,7.0,2015-07-18,0,None,0,2011.0,11.0,14.0,2015.0,7.0,18.0,None,None,None,None,2066.3199999999997,0.0,186.0,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620,V4635,2015-03-31,VALID,PPL,Open,Male,Eastern,BOUGHT,60.0,Three Full Years,5.0,14.0,22.0,2017-03-13,5,None,0,2015.0,3.0,31.0,2017.0,3.0,13.0,None,None,None,None,1742.6900000000001,447.0,357.89999999999998,604518.0,1,-77,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
4621,V4636,2014-04-23,VALID,CHC,Open,,Northern,RENTED,,Three Full Years,,,,2016-07-13,0,None,0,2014.0,4.0,23.0,2016.0,7.0,13.0,None,None,None,None,2017.0599999999999,493.0,157.19999999999999,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4622,V4637,2012-01-17,VALID,PWR,Open,Female,Northern,RENTED,67.0,Three Full Years,10.0,18.0,17.0,2015-07-17,0,None,0,2012.0,1.0,17.0,2015.0,7.0,17.0,None,None,None,None,1887.3600000000001,0.0,147.34999999999999,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4623,V4638,2013-07-12,VALID,CHC,Open,Female,Northern,RENTED,51.0,Three Full Years,6.0,20.0,17.0,2015-07-21,1,None,0,2013.0,7.0,12.0,2015.0,7.0,21.0,None,None,None,None,2179.2000000000003,699.0,146.65000000000001,604518.0,1,-119,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4624,V4639,2014-02-19,VALID,PMM,Open,Male,Western,RENTED,61.0,Three Full Years,6.0,10.0,22.0,2016-07-18,1,None,0,2014.0,2.0,19.0,2016.0,7.0,18.0,None,None,None,None,1909.0799999999999,4.0,228.80000000000001,604518.0,1,-56,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4625,V4640,2013-08-07,VALID,ESS,Open,Female,Eastern,RENTED,38.0,Three Full Years,4.0,5.0,22.0,2015-07-17,0,None,0,2013.0,8.0,7.0,2015.0,7.0,17.0,None,None,None,None,2196.3800000000001,0.0,42.200000000000003,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4626,V4641,2012-03-01,VALID,PMM,Open,Male,Eastern,RENTED,48.0,Three Full Years,4.0,0.0,22.0,2015-07-20,1,None,0,2012.0,3.0,1.0,2015.0,7.0,20.0,None,None,None,None,1934.24,279.0,305.5,604518.0,1,-66,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4627,V4642,2014-03-11,VALID,PMM,Open,Female,Northern,RENTED,42.0,Three Full Years,2.0,0.0,7.0,2015-07-26,0,None,0,2014.0,3.0,11.0,2015.0,7.0,26.0,None,None,None,None,1902.3,146.0,223.55000000000001,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,V4643,2013-03-23,VALID,PWR,Open,Female,Northern,RENTED,70.0,Three Full Years,5.0,0.0,22.0,2015-07-28,0,None,0,2013.0,3.0,23.0,2015.0,7.0,28.0,None,None,None,None,2016.8099999999999,0.0,138.59999999999999,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4629,V4644,2012-06-07,VALID,PRR,Open,Female,Northern,RENTED,75.0,Three Full Years,4.0,0.0,22.0,2016-07-28,3,None,0,2012.0,6.0,7.0,2016.0,7.0,28.0,None,None,None,None,1874.0599999999999,0.0,976.20000000000005,604518.0,1,-34,3,3,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4630,V4645,2012-11-15,VALID,POP,Open,Female,Eastern,RENTED,60.0,Three Full Years,4.0,0.0,22.0,2015-07-25,0,None,0,2012.0,11.0,15.0,2015.0,7.0,25.0,None,None,None,None,1824.21,0.0,463.39999999999998,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,V4646,2012-07-31,VALID,PRR,Open,Male,Northern,RENTED,38.0,Three Full Years,6.0,10.0,21.0,2015-07-28,0,None,0,2012.0,7.0,31.0,2015.0,7.0,28.0,None,None,None,None,1937.5999999999999,904.0,644.10000000000002,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,V4647,2011-10-30,VALID,PRR,Open,Male,Northern,RENTED,62.0,Three Full Years,10.0,5.0,12.0,2015-07-26,0,None,0,2011.0,10.0,30.0,2015.0,7.0,26.0,None,None,None,None,2129.5099999999998,0.0,245.64999999999998,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,V4648,2013-11-12,VALID,KLA,Open,Male,Northern,RENTED,54.0,Three Full Years,1.0,0.0,12.0,2016-07-26,0,None,0,2013.0,11.0,12.0,2016.0,7.0,26.0,None,None,None,None,2126.4200000000001,0.0,511.75,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4634,V4649,2012-03-31,VALID,PRS,Open,Female,Eastern,RENTED,66.0,Three Full Years,5.0,0.0,22.0,2015-07-05,0,None,0,2012.0,3.0,31.0,2015.0,7.0,5.0,None,None,None,None,2112.21,0.0,64.099999999999994,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,V4650,2012-08-11,VALID,CNN,Open,Female,Northern,RENTED,62.0,Three Full Years,6.0,6.0,22.0,2015-07-11,0,None,0,2012.0,8.0,11.0,2015.0,7.0,11.0,None,None,None,None,1978.0,260.0,197.0,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,V4651,2012-12-05,VALID,PWR,Open,Male,Northern,RENTED,,Three Full Years,3.0,0.0,7.0,2015-07-27,0,None,0,2012.0,12.0,5.0,2015.0,7.0,27.0,None,None,None,None,1925.6199999999999,474.0,507.44999999999993,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,V4652,2013-03-12,VALID,PWR,Open,Female,Eastern,RENTED,64.0,Three Full Years,6.0,14.0,17.0,2015-08-04,0,None,0,2013.0,3.0,12.0,2015.0,8.0,4.0,None,None,None,None,2196.4499999999998,0.0,264.35000000000002,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4638,V4653,2014-05-21,VALID,CHC,Open,Male,Eastern,RENTED,50.0,Three Full Years,6.0,5.0,21.0,2016-08-04,0,None,0,2014.0,5.0,21.0,2016.0,8.0,4.0,None,None,None,None,1855.3399999999999,289.0,286.10000000000002,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4639,V4654,2012-02-27,VALID,PRS,Closed,Female,Eastern,RENTED,32.0,,6.0,0.0,12.0,,1,None,0,2012.0,2.0,27.0,,,,None,None,None,None,2054.3200000000002,66.0,315.25,604518.0,1,-95,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4640,V4655,2012-05-27,VALID,PWR,Open,Male,Northern,RENTED,62.0,Three Full Years,4.0,0.0,22.0,2015-07-05,0,None,0,2012.0,5.0,27.0,2015.0,7.0,5.0,None,None,None,None,1871.9900000000002,0.0,18.000000000000004,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4641,V4656,2012-03-31,VALID,PRS,Open,Male,Eastern,RENTED,64.0,Three Full Years,6.0,18.0,22.0,2015-07-31,1,None,0,2012.0,3.0,31.0,2015.0,7.0,31.0,None,None,None,None,1965.5500000000002,0.0,184.59999999999997,604518.0,1,-84,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4642,V4657,2012-01-30,VALID,PRS,Open,Female,Eastern,RENTED,64.0,Three Full Years,6.0,0.0,17.0,2015-07-05,0,None,0,2012.0,1.0,30.0,2015.0,7.0,5.0,None,None,None,None,1944.1199999999999,252.0,497.10000000000002,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4643,V4658,2013-12-04,VALID,CNN,Open,Female,Eastern,RENTED,35.0,Three Full Years,3.0,0.0,22.0,2016-07-15,0,None,0,2013.0,12.0,4.0,2016.0,7.0,15.0,None,None,None,None,2191.3599999999997,76.0,208.55000000000001,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,V4659,2012-03-13,VALID,POP,Open,Male,Northern,RENTED,,Three Full Years,3.0,0.0,7.0,2017-04-09,1,None,0,2012.0,3.0,13.0,2017.0,4.0,9.0,None,None,None,None,2108.5799999999999,884.0,773.80000000000007,604518.0,1,-68,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4645,V4660,2014-08-28,VALID,KLA,Open,Male,Southern,RENTED,46.0,Three Full Years,5.0,0.0,12.0,2016-08-12,3,None,0,2014.0,8.0,28.0,2016.0,8.0,12.0,None,None,None,None,2135.9000000000001,257.0,277.84999999999997,604518.0,1,-99,3,2,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2
4646,V4661,2012-02-09,VALID,PRP,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-10,1,None,0,2012.0,2.0,9.0,2015.0,7.0,10.0,None,None,None,None,2144.6700000000001,0.0,247.5,604518.0,1,-112,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4647,V4662,2012-10-27,VALID,PRR,Open,Male,Eastern,RENTED,54.0,Three Full Years,5.0,10.0,22.0,2015-07-25,0,None,0,2012.0,10.0,27.0,2015.0,7.0,25.0,None,None,None,None,2177.1400000000003,0.0,215.44999999999999,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4648,V4663,2014-04-30,VALID,CHC,Open,Male,Northern,BOUGHT,72.0,Three Full Years,4.0,0.0,12.0,2016-08-02,0,None,0,2014.0,4.0,30.0,2016.0,8.0,2.0,None,None,None,None,5.1500000000000021,0.0,0.55000000000000004,403012.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4649,V4664,2014-02-14,VALID,PRP,Open,Female,Eastern,RENTED,62.0,Three Full Years,7.0,0.0,21.0,2016-07-25,1,None,0,2014.0,2.0,14.0,2016.0,7.0,25.0,None,None,None,None,1884.98,0.0,190.69999999999999,604518.0,1,-33,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4650,V4665,2012-07-20,VALID,CNN,Open,Female,Eastern,RENTED,53.0,Three Full Years,4.0,0.0,22.0,2015-07-13,0,None,0,2012.0,7.0,20.0,2015.0,7.0,13.0,None,None,None,None,1545.22,0.0,47.75,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4651,V4666,2013-05-23,VALID,PWR,Open,Male,Eastern,BOUGHT,54.0,,8.0,19.0,21.0,,0,None,0,2013.0,5.0,23.0,,,,None,None,None,None,None,None,None,None,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4652,V4667,2014-09-25,VALID,PMM,Open,Female,Eastern,RENTED,60.0,Three Full Years,4.0,0.0,22.0,2016-09-19,0,None,0,2014.0,9.0,25.0,2016.0,9.0,19.0,None,None,None,None,1983.4499999999998,69.0,230.5,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4653,V4668,2013-01-18,VALID,POP,Open,Female,Western,RENTED,54.0,Three Full Years,4.0,0.0,17.0,2015-07-16,0,None,0,2013.0,1.0,18.0,2015.0,7.0,16.0,None,None,None,None,2114.1999999999998,0.0,73.75,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4654,V4669,2012-04-24,VALID,PWR,Open,Male,Northern,RENTED,51.0,Three Full Years,5.0,6.0,17.0,2015-07-16,7,None,0,2012.0,4.0,24.0,2015.0,7.0,16.0,None,None,None,None,2073.5500000000002,0.0,211.0,604518.0,1,-61,3,1,6,5,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0
4655,V4670,2013-02-09,VALID,PMM,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-21,0,None,0,2013.0,2.0,9.0,2015.0,7.0,21.0,None,None,None,None,2180.9299999999998,0.0,233.44999999999999,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4656,V4671,2013-01-06,VALID,CNN,Open,Female,Eastern,RENTED,46.0,Three Full Years,1.0,10.0,22.0,2015-07-31,0,None,0,2013.0,1.0,6.0,2015.0,7.0,31.0,None,None,None,None,2068.6700000000001,827.0,521.45000000000005,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4657,V4672,2012-06-02,VALID,POP,Open,Female,Northern,RENTED,41.0,Three Full Years,1.0,13.0,22.0,2015-07-21,0,None,0,2012.0,6.0,2.0,2015.0,7.0,21.0,None,None,None,None,1703.4700000000003,0.0,49.0,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4658,V4673,2012-02-28,VALID,PWM,Open,Male,Eastern,BOUGHT,39.0,Three Full Years,6.0,20.0,22.0,2015-07-27,0,None,0,2012.0,2.0,28.0,2015.0,7.0,27.0,None,None,None,None,2196.1499999999996,69.0,673.79999999999995,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4659,V4674,2012-08-31,VALID,PWR,Open,Male,Eastern,RENTED,55.0,Three Full Years,3.0,0.0,12.0,2015-07-27,1,None,0,2012.0,8.0,31.0,2015.0,7.0,27.0,None,None,None,None,2093.1800000000003,587.0,489.45000000000005,604518.0,1,-64,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4660,V4675,2012-01-17,VALID,PRP,Open,Female,Eastern,RENTED,53.0,Three Full Years,4.0,0.0,12.0,2015-07-08,1,None,0,2012.0,1.0,17.0,2015.0,7.0,8.0,None,None,None,None,989.66000000000008,104.0,266.25,604518.0,1,-36,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4661,V4676,2014-02-07,VALID,PMM,Open,Male,Northern,RENTED,83.0,Three Full Years,4.0,14.0,22.0,2016-07-27,0,None,0,2014.0,2.0,7.0,2016.0,7.0,27.0,None,None,None,None,2026.8400000000001,0.0,193.0,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4662,V4677,2012-11-10,VALID,PWR,Open,Female,Eastern,BOUGHT,84.0,Three Full Years,4.0,14.0,21.0,2015-07-10,0,None,0,2012.0,11.0,10.0,2015.0,7.0,10.0,None,None,None,None,2155.5799999999999,0.0,36.099999999999994,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4663,V4678,2014-07-13,VALID,CHC,Open,Female,Northern,RENTED,55.0,Three Full Years,3.0,0.0,12.0,2016-07-28,0,None,0,2014.0,7.0,13.0,2016.0,7.0,28.0,None,None,None,None,2187.29,0.0,7.1000000000000005,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4664,V4679,2014-03-29,VALID,PMM,Open,Male,Northern,RENTED,63.0,Three Full Years,4.0,0.0,17.0,2016-07-31,0,None,0,2014.0,3.0,29.0,2016.0,7.0,31.0,None,None,None,None,2191.3800000000001,0.0,134.75,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665,V4680,2012-11-25,VALID,PWR,Open,Male,Eastern,RENTED,49.0,Three Full Years,4.0,0.0,12.0,2015-07-19,1,None,0,2012.0,11.0,25.0,2015.0,7.0,19.0,None,None,None,None,1789.8500000000001,0.0,0.15000000000000002,604518.0,1,-71,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4666,V4681,2011-10-04,VALID,PRR,Open,Male,Eastern,RENTED,23.0,Three Full Years,3.0,0.0,12.0,2015-07-15,3,None,0,2011.0,10.0,4.0,2015.0,7.0,15.0,None,None,None,None,2147.0900000000001,107.0,331.40000000000003,604518.0,1,-79,3,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4667,V4682,2011-10-15,VALID,PWM,Open,Male,Eastern,RENTED,55.0,Three Full Years,2.0,0.0,7.0,2015-07-10,0,None,0,2011.0,10.0,15.0,2015.0,7.0,10.0,None,None,None,None,1945.3499999999999,0.0,477.35000000000002,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,V4683,2014-09-04,VALID,CHC,Open,Male,Northern,RENTED,32.0,Three Full Years,6.0,5.0,12.0,2016-09-02,0,None,0,2014.0,9.0,4.0,2016.0,9.0,2.0,None,None,None,None,2195.48,1218.0,342.19999999999999,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,V4684,2013-06-26,VALID,CNN,Open,Male,Eastern,RENTED,71.0,Three Full Years,9.0,19.0,17.0,2015-07-22,0,None,0,2013.0,6.0,26.0,2015.0,7.0,22.0,None,None,None,None,1768.54,0.0,40.300000000000004,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670,V4685,2013-01-18,VALID,KLA,Open,Female,Northern,RENTED,,Three Full Years,4.0,0.0,12.0,2015-07-07,0,None,0,2013.0,1.0,18.0,2015.0,7.0,7.0,None,None,None,None,2194.25,1064.0,1094.8499999999999,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671,V4686,2012-06-07,VALID,PRS,Open,,Eastern,RENTED,,Three Full Years,,,,2015-07-08,1,None,0,2012.0,6.0,7.0,2015.0,7.0,8.0,None,None,None,None,2104.4400000000001,0.0,447.5,604518.0,1,-34,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4672,V4687,2013-12-15,INVALID,CNN,Open,Male,Eastern,RENTED,41.0,Three Full Years,6.0,6.0,22.0,2016-07-10,1,None,0,2013.0,12.0,15.0,2016.0,7.0,10.0,None,None,None,None,2187.7799999999997,244.0,175.0,604518.0,1,-49,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4673,V4688,2012-11-03,VALID,PWR,Open,Female,Eastern,RENTED,74.0,Three Full Years,5.0,0.0,22.0,2015-07-07,0,None,0,2012.0,11.0,3.0,2015.0,7.0,7.0,None,None,None,None,1754.02,0.0,22.850000000000001,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674,V4689,2014-11-10,VALID,PMM,Open,Female,Eastern,RENTED,37.0,Three Full Years,4.0,0.0,22.0,2016-10-12,0,None,0,2014.0,11.0,10.0,2016.0,10.0,12.0,None,None,None,None,2050.02,1076.0,777.80000000000007,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4675,V4690,2014-02-12,VALID,CHC,Open,Female,Eastern,RENTED,62.0,Three Full Years,4.0,0.0,12.0,2016-07-09,0,None,0,2014.0,2.0,12.0,2016.0,7.0,9.0,None,None,None,None,2041.3599999999999,0.0,70.349999999999994,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,V4691,2015-01-31,VALID,PRP,Open,Male,Northern,RENTED,38.0,Three Full Years,2.0,0.0,4.0,2017-01-17,0,None,0,2015.0,1.0,31.0,2017.0,1.0,17.0,None,None,None,None,1796.04,0.0,204.14999999999998,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677,V4692,2015-06-04,VALID,CHC,Open,Female,Northern,RENTED,62.0,Three Full Years,3.0,0.0,12.0,2017-06-03,5,None,0,2015.0,6.0,4.0,2017.0,6.0,3.0,None,None,None,None,1417.25,612.0,1252.45,403013.0,1,-69,2,4,1,2,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
4678,V4693,2011-10-31,VALID,PWR,Open,Male,Eastern,RENTED,60.0,Three Full Years,2.0,0.0,7.0,2015-07-09,4,None,0,2011.0,10.0,31.0,2015.0,7.0,9.0,None,None,None,None,1791.4000000000001,0.0,210.25,604518.0,1,-76,3,2,2,1,3,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0
4679,V4694,2013-12-30,VALID,PPL,Open,,Western,BOUGHT,,Three Full Years,,,,2016-07-09,1,None,0,2013.0,12.0,30.0,2016.0,7.0,9.0,None,None,None,None,1654.8200000000002,0.0,102.44999999999999,604518.0,1,-43,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4680,V4695,2013-10-01,VALID,PWR,Open,Female,Northern,RENTED,54.0,Three Full Years,3.0,0.0,21.0,2015-09-14,1,None,0,2013.0,10.0,1.0,2015.0,9.0,14.0,None,None,None,None,1681.23,0.0,266.5,604518.0,1,-56,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4681,V4696,2014-04-03,VALID,CHC,Open,Male,Northern,RENTED,58.0,Three Full Years,3.0,0.0,22.0,2016-07-23,0,None,0,2014.0,4.0,3.0,2016.0,7.0,23.0,None,None,None,None,1900.6300000000001,541.0,119.05,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682,V4697,2013-01-26,VALID,PWR,Open,Female,Western,RENTED,63.0,Three Full Years,9.0,0.0,17.0,2015-07-16,1,None,0,2013.0,1.0,26.0,2015.0,7.0,16.0,None,None,None,None,2108.0599999999999,0.0,170.65000000000001,604518.0,1,-87,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683,V4698,2014-01-09,VALID,PRP,Open,Male,Northern,RENTED,79.0,Three Full Years,6.0,6.0,22.0,2016-07-17,0,None,0,2014.0,1.0,9.0,2016.0,7.0,17.0,None,None,None,None,1613.25,0.0,84.5,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684,V4699,2015-01-04,VALID,PMM,Open,,Northern,RENTED,,Three Full Years,,,,2016-12-21,0,None,0,2015.0,1.0,4.0,2016.0,12.0,21.0,None,None,None,None,1719.0599999999999,0.0,157.80000000000001,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4685,V4700,2012-10-26,VALID,PMM,Open,Female,Eastern,RENTED,48.0,Three Full Years,4.0,20.0,22.0,2015-07-29,1,None,0,2012.0,10.0,26.0,2015.0,7.0,29.0,None,None,None,None,1837.3799999999999,0.0,174.75,604518.0,1,-31,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4686,V4701,2012-12-22,VALID,CNN,Open,Male,Northern,BOUGHT,52.0,Three Full Years,6.0,6.0,21.0,2015-07-25,0,None,0,2012.0,12.0,22.0,2015.0,7.0,25.0,None,None,None,None,1711.8299999999999,0.0,12.0,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687,V4702,2014-04-09,VALID,CHC,Open,Male,Northern,RENTED,62.0,Three Full Years,4.0,14.0,22.0,2016-07-24,0,None,0,2014.0,4.0,9.0,2016.0,7.0,24.0,None,None,None,None,2196.5799999999999,0.0,76.549999999999983,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688,V4703,2012-03-18,VALID,PRP,Open,Male,Northern,BOUGHT,44.0,Three Full Years,6.0,0.0,17.0,2015-07-23,0,None,0,2012.0,3.0,18.0,2015.0,7.0,23.0,None,None,None,None,2138.6700000000001,0.0,173.5,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689,V4704,2013-08-28,VALID,PWR,Open,Female,Eastern,RENTED,51.0,Three Full Years,4.0,6.0,12.0,2015-08-28,0,None,0,2013.0,8.0,28.0,2015.0,8.0,28.0,None,None,None,None,1969.25,154.0,337.30000000000001,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4690,V4705,2014-09-07,VALID,CHC,Open,Female,Southern,RENTED,61.0,Three Full Years,3.0,0.0,12.0,2016-08-11,0,None,0,2014.0,9.0,7.0,2016.0,8.0,11.0,None,None,None,None,1739.1500000000001,0.0,17.899999999999999,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4691,V4706,2013-12-24,VALID,PMM,Open,Male,Northern,RENTED,,Three Full Years,2.0,0.0,22.0,2016-07-27,0,None,0,2013.0,12.0,24.0,2016.0,7.0,27.0,None,None,None,None,1839.3499999999999,68.0,232.79999999999998,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4692,V4707,2013-09-12,VALID,POP,Open,Male,Northern,RENTED,47.0,Three Full Years,11.0,0.0,12.0,2015-08-29,3,None,0,2013.0,9.0,12.0,2015.0,8.0,29.0,None,None,None,None,1930.1000000000001,0.0,501.75,604518.0,1,-88,3,2,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4693,V4708,2012-07-11,VALID,CNN,Open,Female,Northern,RENTED,62.0,Three Full Years,6.0,0.0,22.0,2015-07-22,0,None,0,2012.0,7.0,11.0,2015.0,7.0,22.0,None,None,None,None,1763.5799999999999,0.0,38.349999999999994,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
