"","Address","Scheme","Staus","Gender","Region","Sale.of.Equipment.Status","Age","Equipment.Warranty","Salary.Slab","Professional.Info","Age.of.Home","Categ","Query_freq","Realization_monnos","Default_number","Commence_year","Commence_month","Commence_day","Warrenty_year","Warrenty_month","Warrenty_day","Cardtype","schemecost","defaultsum","Hours","Posthours","daraGB","Default","query_days","usage_number","query_days.1","usage_number.1","LevelPaymentSettlement","LevelTech","Account","PaymentSettlement","Browsing","OperationalCapabilities","GeneralInformation","NoBrowse","Payment","FullPayment","Redirected","Nosupport.ThirdParty","SlowBrowse","Utilities","ExplanationofCharges","Change","MultipleItems.EntireBill","UpdatePaymentInformation","GeneralInquiry","Retention","CommenceDays","Warrentydays"
"7192","INVALID","KLA","Open","Male","Northern","RENTED",47,"Three Full Years",3,0,22,0,0,"2",0,2015,2,15,2017,2,15," Card II TYPE",2019,882,132,1,3265,0,0,"2",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-685
"1599","VALID","PWM","Open","Female","Eastern","RENTED",54,"Three Full Years",5,13,7,0,0,"3",0,2012,10,3,2015,4,3," Card II TYPE",1072,882,4851,1,4690,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,-3
"6308","VALID","PPL","Open","Male","Northern","RENTED",30,"Three Full Years",2,0,7,0,0,"3",0,2014,11,9,2016,11,9," Card II TYPE",2085,882,3313,745,3507,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,-584
"4338","VALID","PPL","Open","Male","Eastern","RENTED",29,"Three Full Years",1,0,2,0,0,"3",0,2014,3,18,2016,3,18," Card II TYPE",2482,882,840,1,33,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,-353
"8815","VALID","CNN","Open","Male","Eastern","RENTED",60,"Three Full Years",1,20,1,0,0,"3",0,2013,11,26,2016,3,7," Card II TYPE",2560,882,3103,524,2560,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,-342
"3676","VALID","PWM","Open","Male","Western","RENTED",55,"Three Full Years",7,0,4,0,0,"3",0,2013,12,11,2015,12,11," Card II TYPE",1079,882,1110,1,1,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,-251
"6320","VALID","PPL","Open","Male","Northern","RENTED",43,"Three Full Years",13,5,22,0,1,"3",0,2014,11,13,2016,11,13," Card II TYPE",1895,882,6283,1,1753,0,64,"3",64,"3",1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142,-588
"6673","VALID","PRM","Open","Female","Northern","RENTED",42,"Three Full Years",4,0,12,0,1,"3",0,2014,12,21,2016,12,21," Card II TYPE",2046,882,2812,508,3289,0,62,"3",62,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104,-626
"9752","VALID","PPL","Open","Male","Northern","RENTED",66,"Three Full Years",4,0,22,0,0,"3",0,2014,8,16,2016,7,22," Card II TYPE",1619,882,5209,1,6445,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,-477
"341","VALID","PMM","Open","Female","Northern","BOUGHT",72,"Three Full Years",4,5,7,0,0,"3",0,2014,9,12,2016,8,28," Card II TYPE",1461,882,3234,1,4794,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,-513
"962","VALID","PRR","Closed","Male","Eastern","BOUGHT",65,"Three Full Years",6,14,22,0,0,"1",0,2012,4,6,2015,3,7," Card II TYPE",1562,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,23
"3571","VALID","CNN","Open","Male","Northern","RENTED",44.208,"Three Full Years",2,0,7,0,0,"3",0,2013,11,19,2015,11,19," Card II TYPE",1966,882,3304,500,367,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,-229
"8652","VALID","KLA","Open","Male","Northern","BOUGHT",51.94,"Three Full Years",2,0,17,0,0,"3",0,2012,6,14,2015,3,18," Card II TYPE",3168,882,2693,1,2864,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,12
"5667","VALID","PRM","Open","Male","Eastern","RENTED",30,"Three Full Years",1,0,17,0,1,"2",2,2014,8,27,2016,8,27," Card II TYPE",1780,398,5521,1084,5980,0,75,"3",75,"3",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,218,-512
"3853","VALID","PRM","Open","Male","Eastern","RENTED",45.01190476,"Three Full Years",5,0,12,1,0,"2",0,2014,1,2,2016,1,2," Card II TYPE",2971,882,3560,937,1859,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,-277
"4713","VALID","PPL","Open","Male","Northern","RENTED",65,"Three Full Years",3,0,17,0,1,"3",0,2014,5,10,2016,5,10," Card II TYPE",2671,882,7669,1,6118,0,57,"3",57,"3",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,325,-405
"3059","INVALID","PPL","Open","Female","Northern","RENTED",17,"Three Full Years",3,0,4,0,1,"2",2,2013,8,26,2015,8,26," Card II TYPE",2394,276,3387,1,977,0,34,"3",34,"3",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,584,-146
"2709","VALID","PWR","Open","Female","Eastern","RENTED",48.63615217,"Three Full Years",4,0,4,0,0,"3",0,2013,6,17,2015,6,17," Card II TYPE",2433,882,795,1,2491,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,-77
"9003","VALID","PWR","Open","Male","Eastern","RENTED",75,"Three Full Years",7,20,22,0,1,"3",0,2012,7,3,2015,3,29," Card II TYPE",2363,882,1753,1,5523,0,24,"3",24,"3",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1002,1
"90","INVALID","PWP","Open","Male","Northern","BOUGHT",54.24642857,"Three Full Years",3,0,7,0,1,"3",0,2012,5,11,2015,3,14,"Paper based/Post",2100,882,1070,1,6241,0,57,"3",57,"3",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1054,16
"5192","VALID","CHC","Open","Male","Eastern","RENTED",64,"Three Full Years",3,0,1,0,1,"3",1,2014,7,9,2016,7,9," Card II TYPE",2221,441,2075,1,4794,0,8,"3",8,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,266,-464
"8291","VALID","PRM","Open","Male","Northern","BOUGHT",67,"Three Full Years",4,0,22,0,0,"2",0,2012,11,22,2015,3,31," Card I TYPE",1873,882,6196,1,5267,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,-1
"2203","VALID","PWR","Open","Female","Eastern","BOUGHT",50.88875,"Three Full Years",5,0,17,0,0,"3",0,2013,2,19,2015,3,19," Card II TYPE",1873,882,2585,1,2613,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,11
"5854","VALID","PPL","Open","Female","Northern","RENTED",49,"Three Full Years",7,6,22,0,2,"3",0,2014,9,14,2016,9,14," Card I TYPE",314,882,6629,314,2878,0,53,"3",53,"3",1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,201,-529
"7073","VALID","PPL","Open","Male","Northern","RENTED",18,"Three Full Years",4,0,12,0,2,"2",0,2015,1,31,2017,1,31," Card II TYPE",1573,882,221,1,5561,0,27,"3",27,"3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-671
"1946","VALID","PWR","Open","Male","Northern","RENTED",33,"Three Full Years",7,0,12,0,0,"3",0,2012,12,22,2015,3,22," Card II TYPE",2363,882,4456,1,2109,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,8
"1569","VALID","PWR","Open","Female","Eastern","RENTED",45,"Three Full Years",6,0,17,0,0,"3",0,2012,10,4,2015,4,4," Card II TYPE",2750,882,5227,1026,5394,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,-4
"9347","VALID","ESS","Open","Male","Eastern","RENTED",74,"Three Full Years",4,10,21,0,0,"3",0,2012,11,4,2015,3,30," Card II TYPE",1632,882,7657,1,4207,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,0
"736","VALID","POP","Open","Male","Northern","RENTED",47,"Three Full Years",7,10,17,0,0,"3",0,2012,1,4,2015,4,4," Card II TYPE",2628,882,3502,1,5173,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,-4
"9898","VALID","PWR","Open","Male","Eastern","RENTED",73,"Three Full Years",8,5,22,0,0,"3",0,2011,10,22,2015,4,4," Card II TYPE",1925,882,3716,1,1454,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,-4
"1951","VALID","POP","Open","Male","Northern","RENTED",60,"Three Full Years",5,20,4,0,1,"2",0,2012,12,25,2015,3,25," Card II TYPE",80,882,5311,1,3412,0,15,"3",15,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,830,5
"7642","VALID","PPL","Open","Female","Northern","RENTED",62,"Three Full Years",3,6,7,0,0,"1",0,2015,3,28,2017,3,28," Card II TYPE",136,882,101,1,6300,0,0,"1",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-728
"5323","VALID","PPL","Open","Female","Eastern","RENTED",45.28166667,"Three Full Years",5,0,1,0,3,"3",0,2014,7,24,2016,7,24," Card II TYPE",1941,882,5708,9,6347,0,70,"3",70,"3",1,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,251,-479
"716","VALID","PWP","Open","Male","Eastern","BOUGHT",60,"Three Full Years",6,14,21,0,0,"3",0,2011,12,29,2015,3,29," Card II TYPE",1649,882,5402,1,5430,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,1
"2988","VALID","PWR","Open","Male","Southern","RENTED",46.90714286,"Three Full Years",3,0,7,0,0,"3",0,2013,8,14,2015,8,14," Card II TYPE",1950,882,726,1,5717,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,-134
"1758","INVALID","CNN","Open","Male","Eastern","RENTED",68,"Three Full Years",4,14,22,0,0,"3",0,2012,11,10,2015,3,10," Card II TYPE",2663,882,3400,37,1624,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,20
"9701","VALID","KLA","Open","Male","Northern","RENTED",61,"Three Full Years",5,0,12,0,0,"3",0,2012,6,6,2015,3,14," Card II TYPE",451,882,7071,507,5760,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,16
"9872","VALID","PWP","Open","Male","Northern","RENTED",57,"Three Full Years",6,18,21,0,1,"3",0,2012,4,15,2015,3,27," Card II TYPE",2405,882,832,1,658,0,43,"3",43,"3",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1080,3
"4976","VALID","CHC","Open","Male","Eastern","RENTED",32,"Three Full Years",3,0,4,0,1,"2",0,2014,6,12,2016,6,12,"Paper based/Post",1940,882,1665,436,6704,0,79,"3",79,"3",0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,293,-437
"3320","VALID","PWR","Open","Female","Northern","RENTED",52,"Three Full Years",4,0,22,0,0,"3",0,2013,10,11,2015,10,11," Card I TYPE",1921,882,1683,1,561,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,-191
"9720","VALID","CNN","Open","Male","Eastern","RENTED",58,"Three Full Years",3,0,7,0,0,"3",0,2012,1,4,2015,3,30," Card II TYPE",1934,882,3144,1,66,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,0
"5112","VALID","PPL","Open","Male","Eastern","RENTED",46.31924242,"Three Full Years",3,0,1,0,0,"3",0,2014,6,28,2016,6,28," Card II TYPE",2117,882,3737,1,753,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,-453
"9893","VALID","KLA","Open","Male","Northern","RENTED",52,"Three Full Years",8,5,22,0,0,"2",0,2011,11,30,2015,4,2," Card II TYPE",3184,882,2769,316,5657,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,-2
"9455","VALID","PWR","Open","Male","Northern","RENTED",29,"Three Full Years",3,20,7,0,0,"3",0,2011,12,7,2015,4,3," Card II TYPE",1931,882,3486,1,536,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,-3
"9785","VALID","PRM","Open","Male","Northern","RENTED",45.6475,"Three Full Years",4,0,1,0,0,"3",0,2014,4,5,2015,4,4," Card II TYPE",1515,882,8234,1,4882,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,-4
"2612","VALID","PWR","Open","Female","Northern","RENTED",65,"Three Full Years",4,0,12,0,0,"3",0,2013,5,25,2015,5,15," Card II TYPE",2531,882,7766,833,4641,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,-45
"9016","VALID","PWP","Open","Male","Northern","RENTED",66,"Three Full Years",7,6,22,0,0,"3",0,2011,10,25,2015,3,10," Card II TYPE",2766,882,5459,1,1019,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,20
"9147","VALID","PWR","Open","Female","Eastern","RENTED",84,"Three Full Years",4,14,21,0,0,"2",0,2012,12,22,2015,3,31," Card II TYPE",2743,882,3528,1,3615,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,-1
"251","VALID","POP","Open","Male","Southern","RENTED",54,"Three Full Years",1,14,17,0,0,"3",0,2012,10,26,2015,4,3," Card II TYPE",112,882,2581,1,5709,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,-3
"5449","VALID","PPL","Open","Female","Southern","RENTED",92,"Three Full Years",4,13,17,0,1,"3",0,2014,8,14,2016,8,14," Card II TYPE",1947,882,5030,1,4371,0,16,"3",16,"3",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,231,-499
"4083","INVALID","CHC","Open","Male","Northern","RENTED",75,"Three Full Years",5,0,21,0,0,"2",0,2014,2,5,2016,2,5,"Paper based/Post",3329,882,5504,902,6385,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,-310
"6948","VALID","PPL","Open","Male","Western","BOUGHT",40,"Three Full Years",4,0,12,0,0,"3",0,2015,1,15,2017,1,15," Card II TYPE",7,882,3007,927,2260,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,-655
"8329","VALID","CNN","Open","Male","Northern","RENTED",44,"Three Full Years",3,0,21,0,0,"3",0,2013,5,14,2015,4,20," Card II TYPE",1950,882,1311,1,813,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,-20
"4169","INVALID","CHC","Open","Male","Northern","RENTED",44,"Three Full Years",5,9,21,0,0,"3",0,2014,2,14,2016,2,14," Card II TYPE",1964,882,2789,13,1270,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,-319
"1109","VALID","PWR","Open","Female","Northern","RENTED",34,"Three Full Years",5,0,7,0,0,"3",0,2012,5,25,2015,3,25," Card II TYPE",2329,882,7315,1,847,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,5
"472","VALID","PWR","Open","Male","Eastern","RENTED",31,"Three Full Years",3,0,7,0,0,"3",0,2013,9,6,2015,8,27," Card II TYPE",2208,882,3341,1,4342,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,-147
"8636","VALID","MXX","Open","Female","Eastern","RENTED",69,"Three Full Years",4,0,21,0,0,"3",0,2011,10,7,2015,3,13," Card II TYPE",1293,882,6847,359,75,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,17
"5759","VALID","PRM","Open","Male","Eastern","BOUGHT",39.89433333,"Three Full Years",4,0,1,0,0,"3",0,2014,9,8,2016,9,8," Card II TYPE",2241,882,6865,546,3299,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,-523
"4777","VALID","PPL","Open","Female","Northern","RENTED",30,"Three Full Years",3,0,2,0,0,"3",0,2014,5,23,2016,5,23," Card II TYPE",1958,882,5059,921,5014,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,-418
"7862","VALID","POP","Open","Female","Eastern","RENTED",47,"Three Full Years",6,0,21,0,0,"3",0,2012,4,3,2015,3,12," Card II TYPE",3215,882,7892,1,4613,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,18
"1753","VALID","CNN","Open","Female","Western","RENTED",43,"Three Full Years",6,0,7,1,1,"3",0,2012,11,4,2015,4,4," Card II TYPE",1958,882,7787,1,6570,0,50,"3",50,"3",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,881,-4
"163","VALID","POP","Open","Male","Northern","RENTED",36,"Three Full Years",4,20,12,0,0,"None",0,2013,9,16,2015,9,19,"None",3331,882,7852,1,2700,1,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,-169
"1842","VALID","CNN","Open","Female","Northern","RENTED",71,"Three Full Years",4,5,1,1,0,"None",0,2012,11,27,2015,4,27,"None",3331,882,8906,1115,6722,1,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,-27
"9446","VALID","POP","Open","Male","Eastern","RENTED",62,"Three Full Years",4,0,7,0,0,"3",0,2011,12,23,2015,3,19," Card I TYPE",107,882,2889,1,1284,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,11
"3309","VALID","CNN","Open","Male","Eastern","RENTED",60,"Three Full Years",6,10,22,0,1,"3",0,2013,10,4,2015,10,5," Card II TYPE",2234,882,3211,948,741,0,60,"3",60,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,-185
"9680","VALID","POP","Open","Female","Northern","RENTED",48,"Three Full Years",4,9,21,0,0,"3",0,2012,7,1,2015,4,5," Card I TYPE",2171,882,6343,1,2381,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,-5
"8215","VALID","PRM","Open","Female","Eastern","RENTED",49,"Three Full Years",8,6,22,0,0,"3",0,2012,1,21,2016,3,20," Card II TYPE",2593,882,5490,515,1900,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,-355
"5564","VALID","CHC","Open","Female","Eastern","RENTED",66,"Three Full Years",1,0,21,0,1,"3",0,2014,8,15,2016,8,15," Card II TYPE",694,882,3774,1,2069,0,48,"3",48,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,230,-500
"2980","VALID","PPL","Open","Male","Northern","RENTED",41.91818182,"Three Full Years",3,0,4,0,1,"3",0,2013,8,11,2015,8,11," Card II TYPE",3323,882,6328,445,3726,0,27,"3",27,"3",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599,-131
"5012","VALID","PRP","Open","Male","Northern","RENTED",31,"Three Full Years",4,0,1,0,4,"3",0,2014,6,17,2016,6,17," Card II TYPE",3213,882,4794,941,6381,0,30,"3",30,"3",2,2,1,0,3,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,288,-442
"6914","VALID","PPL","Open","Female","Northern","RENTED",55,"Three Full Years",5,5,12,1,0,"3",0,2015,1,13,2017,1,13," Card II TYPE",1115,882,1111,294,4978,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,-653
"3094","VALID","CNN","Open","Female","Northern","RENTED",57,"Three Full Years",5,5,22,0,0,"3",0,2013,8,30,2015,8,30," Card II TYPE",2819,882,1965,1,4882,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,-150
"5420","VALID","PRM","Open","Female","Eastern","RENTED",43,"Three Full Years",9,13,22,0,0,"3",0,2014,8,5,2016,8,5," Card II TYPE",2375,882,2666,352,3102,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,-490
"1935","VALID","CNN","Open","Female","Eastern","RENTED",47,"Three Full Years",5,0,12,0,0,"3",0,2012,12,23,2015,3,23," Card II TYPE",1925,882,2166,1,517,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,7
"8651","VALID","PPL","Open","Female","Eastern","RENTED",42,"Three Full Years",1,13,12,0,1,"3",0,2014,4,26,2016,4,8," Card II TYPE",2342,882,1844,1,3456,0,6,"3",6,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,339,-373
"4413","VALID","CHC","Open","Male","Northern","RENTED",64,"Three Full Years",3,14,21,0,2,"3",0,2014,4,3,2016,4,3," Card II TYPE",2045,882,23,317,4991,0,66,"2",66,"2",0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,362,-368
"8872","VALID","PRM","Open","Female","Northern","RENTED",44,"Three Full Years",3,0,12,0,1,"3",1,2011,11,23,2015,3,10,"Paper based/Post",3100,703,5408,1,790,0,17,"3",17,"3",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1227,20
"7782","VALID","KLA","Open","Male","Northern","RENTED",43,"Three Full Years",6,0,17,0,0,"3",0,2011,10,12,2015,3,29," Card I TYPE",193,882,6420,1,5272,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,1
"4297","VALID","PPL","Open","Male","Northern","RENTED",46,"Three Full Years",4,0,22,0,0,"3",0,2014,3,20,2016,3,13," Card II TYPE",2118,882,6085,149,6345,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,-348
"8671","VALID","PRM","Open","Male","Eastern","RENTED",55,"Three Full Years",6,13,22,0,0,"3",0,2014,6,3,2016,5,16," Card II TYPE",1892,882,7592,1,1660,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,-411
"3846","VALID","MXX","Open","Male","Eastern","RENTED",49,"Three Full Years",6,0,1,0,0,"3",0,2014,1,16,2016,1,16," Card II TYPE",1211,882,2754,819,5177,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,-291
"4195","VALID","PRM","Open","Female","Eastern","RENTED",49,"Three Full Years",3,0,7,0,2,"2",1,2014,2,28,2016,2,28,"Paper based/Post",2079,89,5843,1,56,0,63,"3",63,"3",2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,397,-333
"3873","VALID","CHC","Open","Female","Eastern","RENTED",43.4135,"Three Full Years",4,0,4,0,0,"3",0,2014,1,18,2016,1,18," Card II TYPE",1751,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,-293
"2781","VALID","PWR","Open","Male","Eastern","RENTED",49,"Three Full Years",8,0,12,1,0,"2",0,2013,7,2,2015,7,2," Card II TYPE",897,882,7923,59,6493,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,-92
"1053","VALID","KLA","Open","Male","Western","RENTED",54.09971861,"Three Full Years",6,0,22,0,0,"3",0,2012,4,19,2015,3,19," Card II TYPE",588,882,8449,1,2116,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,11
"2917","VALID","CNN","Open","Female","Northern","RENTED",58,"Three Full Years",2,0,22,0,0,"3",0,2013,8,6,2015,8,6," Card II TYPE",1964,882,3078,1,5629,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,-126
"7305","VALID","PPL","Open","Male","Western","RENTED",58,"Three Full Years",5,0,22,0,1,"2",0,2015,2,24,2017,2,24," Card II TYPE",1327,882,8168,1,6627,0,37,"2",37,"2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,36,-694
"6445","VALID","PRM","Open","Male","Eastern","RENTED",25,"Three Full Years",4,0,12,0,1,"3",0,2014,11,21,2016,11,21," Card II TYPE",2356,882,5228,653,3098,0,41,"3",41,"3",0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,134,-596
"4736","VALID","CHC","Open","Female","Northern","RENTED",56,"Three Full Years",8,10,22,0,1,"3",0,2014,5,14,2016,5,14," Card II TYPE",1655,882,31,1,6180,0,86,"3",86,"3",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,321,-409
"1942","VALID","PRM","Open","Female","Eastern","RENTED",29,"Three Full Years",5,0,12,0,0,"2",1,2012,12,22,2015,3,22," Card II TYPE",2373,504,4744,1099,5035,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,8
"4795","INVALID","PPL","Open","Female","Eastern","RENTED",61,"Three Full Years",3,0,2,0,0,"3",0,2014,5,20,2016,5,20," Card II TYPE",1634,882,6185,1,1126,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,-415
"2424","VALID","CNN","Open","Male","Western","RENTED",22,"Three Full Years",4,0,7,0,0,"3",0,2013,4,30,2015,4,30," Card II TYPE",1902,882,1845,501,1269,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-30
"2873","VALID","PPL","Open","Female","Eastern","RENTED",49,"Three Full Years",1,0,4,0,5,"3",0,2013,7,23,2015,7,23," Card II TYPE",2576,882,4010,1,2515,0,17,"3",17,"3",0,5,1,0,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,617,-113
"5825","VALID","PPL","Open","Male","Northern","RENTED",48.5854902,"Three Full Years",3,0,1,0,1,"3",0,2014,9,11,2016,9,11," Card II TYPE",2120,882,178,1,4124,0,13,"3",13,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,204,-526
