,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Churn Date,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,Closetdefaultdate,defaultsum,Hours,Posthours,daraGB,YYYYMM
7452,M7487,2015-03-10 0:00:00,,PPL,Open,Male,Northern,RENTED,22,Three Full Years,4,0,7,2017-03-10 0:00:00,0,0,0,1,0,2015,3,10,2015,3,10, Card II TYPE,734.79,None,None,519.15,0,47.75,201503
7453,M7488,2015-03-09 0:00:00,,PPL,Open,Male,Northern,RENTED,42,Three Full Years,6,13,17,2017-03-09 0:00:00,0,0,0,1,0,2015,3,9,2015,3,9, Card II TYPE,734.79,None,None,552.38,0,385.05,201503
7454,M7489,2015-03-09 0:00:00,,PPL,Open,Female,Eastern,RENTED,54,Three Full Years,3,0,7,2017-03-09 0:00:00,0,0,0,1,0,2015,3,9,2015,3,9, Card II TYPE,137.655,None,None,585.67,0,217.5,201503
7455,M7490,2015-03-14 0:00:00,,PPL,Open,Female,Southern,RENTED,44,Three Full Years,7,0,7,2017-03-14 0:00:00,0,0,0,1,0,2015,3,14,2015,3,14, Card II TYPE,209.265,None,None,434.83,0,48.6,201503
7456,M7491,2015-03-14 0:00:00,,PPL,Open,Male,Eastern,RENTED,62,Three Full Years,2,10,7,2017-03-14 0:00:00,0,0,2,1,0,2015,3,14,2015,3,14, Card II TYPE,765.765,None,None,460.38,0,79.3,201503
7457,M7492,2015-03-09 0:00:00,,PPL,Open,Male,Northern,RENTED,57,Three Full Years,4,0,22,2017-03-09 0:00:00,0,0,0,1,0,2015,3,9,2015,3,9, Card II TYPE,20.265,None,None,573.2,0,160.8,201503
7458,M7493,2015-03-10 0:00:00,,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2017-03-10 0:00:00,0,0,4,1,0,2015,3,10,2015,3,10, Card II TYPE,734.79,None,None,552.48,0,198.7,201503
7459,M7494,2015-03-09 0:00:00,,PPL,Open,Male,Eastern,RENTED,57,Three Full Years,1,0,22,2017-03-09 0:00:00,0,0,6,1,0,2015,3,9,2015,3,9,Paper based/Post,734.79,None,None,480.28,0,50.5,201503
7460,M7495,2015-03-10 0:00:00,,PPL,Open,Male,Northern,RENTED,57,Three Full Years,4,0,17,2017-03-10 0:00:00,0,0,0,1,0,2015,3,10,2015,3,10, Card II TYPE,629.79,None,None,522.98,0,471,201503
7461,M7496,2015-03-10 0:00:00,,PPL,Closed,Male,Northern,RENTED,53,,6,0,17,,2015-04-08 0:00:00,1,0,1,0,2015,3,10,,,, Card II TYPE,734.79,None,None,28.35,0,16.65,201503
7462,M7497,2015-03-10 0:00:00,,PPL,Open,Male,Eastern,BOUGHT,59,Three Full Years,6,0,17,2017-03-10 0:00:00,0,0,1,1,0,2015,3,10,2015,3,10, Card II TYPE,277.095,None,None,448.65,0,90.8,201503
7463,M7498,2015-03-10 0:00:00,,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2017-03-10 0:00:00,0,0,1,1,0,2015,3,10,2015,3,10, Card II TYPE,52.605,None,None,514.57,0,1732.45,201503
7464,M7499,2015-03-12 0:00:00,,PPL,Open,Female,Eastern,RENTED,67,Three Full Years,4,0,21,2017-03-12 0:00:00,0,0,0,None,0,2015,3,12,2015,3,12,None,None,None,None,515.17,0,67.8,201503
7465,M7500,2015-03-11 0:00:00,,PPL,Open,Male,Eastern,RENTED,41,Three Full Years,6,0,21,2017-03-11 0:00:00,2015-04-09 0:00:00,1,2,1,0,2015,3,11,2015,3,11, Card II TYPE,734.79,None,None,3.77,0,0.5,201503
7466,M7501,2015-03-11 0:00:00,,PPL,Open,,Southern,RENTED,,Three Full Years,,,,2017-03-11 0:00:00,0,0,0,1,0,2015,3,11,2015,3,11, Card II TYPE,524.79,None,None,500.35,0,11.55,201503
7467,M7502,2015-03-10 0:00:00,,PPL,Open,,Northern,BOUGHT,,Three Full Years,,,,2017-03-10 0:00:00,0,0,0,1,0,2015,3,10,2015,3,10, Card II TYPE,338.1,None,None,117.02,0,671.65,201503
7468,M7503,2015-03-10 0:00:00,,PRP,Open,,Western,RENTED,,Three Full Years,,,,2017-03-10 0:00:00,2015-04-08 0:00:00,1,1,1,0,2015,3,10,2015,3,10, Card II TYPE,1774.29,None,None,445.67,0,870.75,201503
7469,M7504,2015-03-11 0:00:00,,PPL,Open,Female,Northern,RENTED,32,Three Full Years,4,0,17,2017-03-11 0:00:00,0,0,1,1,0,2015,3,11,2015,3,11, Card II TYPE,104.79,None,None,527.98,0,1988.8,201503
7470,M7505,2015-03-10 0:00:00,,PRP,Open,Male,Northern,RENTED,29,Three Full Years,1,0,1,2017-03-10 0:00:00,0,0,0,1,0,2015,3,10,2015,3,10, Card II TYPE,839.79,None,None,531.52,0,36.95,201503
7471,M7506,2015-03-11 0:00:00,,PPL,Open,Female,Northern,RENTED,,Three Full Years,4,0,12,2017-03-11 0:00:00,0,0,1,1,0,2015,3,11,2015,3,11, Card II TYPE,64.89,None,None,532.47,0,184.55,201503
7472,M7507,2015-03-11 0:00:00,,PPL,Open,Female,Northern,RENTED,47,Three Full Years,4,0,17,2017-03-11 0:00:00,0,0,0,1,0,2015,3,11,2015,3,11, Card II TYPE,524.79,None,None,493.33,0,901.05,201503
7473,M7508,2015-03-13 0:00:00,,PRP,Open,,Eastern,RENTED,,Three Full Years,,,,2017-03-13 0:00:00,0,0,1,1,0,2015,3,13,2015,3,13, Card II TYPE,944.265,None,None,435.6,0,467.75,201503
7474,M7509,2015-03-10 0:00:00,,PPL,Open,Male,Northern,RENTED,31,Three Full Years,4,0,4,2017-03-10 0:00:00,2015-04-08 0:00:00,1,3,1,0,2015,3,10,2015,3,10, Card II TYPE,61.32,None,None,4.35,0,1.9,201503
7475,M7510,2015-03-11 0:00:00,,PPL,Open,Female,Eastern,RENTED,51,Three Full Years,1,0,2,2017-03-11 0:00:00,0,0,10,1,0,2015,3,11,2015,3,11, Card II TYPE,944.265,None,None,530.52,0,505.3,201503
7476,M7511,2015-03-11 0:00:00,,PPL,Open,,Western,RENTED,,Three Full Years,,,,2017-03-11 0:00:00,2015-04-05 0:00:00,1,2,1,0,2015,3,11,2015,3,11, Card II TYPE,108.675,None,None,473.53,0,548.35,201503
7477,M7512,2015-03-11 0:00:00,,PPL,Open,Male,Northern,RENTED,15,Three Full Years,3,0,2,2017-03-11 0:00:00,0,0,0,1,0,2015,3,11,2015,3,11, Card II TYPE,734.79,None,None,509.08,23,863,201503
7478,M7513,2015-03-11 0:00:00,,PPL,Open,Male,Northern,RENTED,51,Three Full Years,6,0,17,2017-03-11 0:00:00,0,0,1,1,0,2015,3,11,2015,3,11, Card II TYPE,524.79,None,None,436.17,0,11.15,201503
7479,M7514,2015-03-11 0:00:00,,PPL,Open,,Western,RENTED,,Three Full Years,,,,2017-03-11 0:00:00,0,0,1,1,0,2015,3,11,2015,3,11, Card II TYPE,944.265,None,None,481.02,0,1.95,201503
7480,M7515,2015-03-17 0:00:00,,PPL,Open,Male,Northern,RENTED,43,Three Full Years,2,10,12,2017-03-17 0:00:00,0,0,0,1,0,2015,3,17,2015,3,17, Card II TYPE,691.74,None,None,359.55,0,82.85,201503
7481,M7516,2015-03-13 0:00:00,,KLA,Open,Male,Western,RENTED,48,Three Full Years,6,10,22,2017-03-13 0:00:00,0,0,0,1,0,2015,3,13,2015,3,13, Card II TYPE,944.79,None,None,442.7,0,86.8,201503
7482,M7517,2015-03-11 0:00:00,,PPL,Open,Male,Northern,RENTED,40,Three Full Years,3,13,21,2017-03-11 0:00:00,2015-05-24 0:00:00,1,1,1,0,2015,3,11,2015,3,11, Card II TYPE,21.315,None,None,398.95,0,712.5,201503
7483,M7518,2015-03-11 0:00:00,,PPL,Open,Female,Northern,RENTED,41,Three Full Years,3,0,17,2017-03-11 0:00:00,0,0,0,1,0,2015,3,11,2015,3,11, Card II TYPE,734.79,None,None,468.3,0,255.05,201503
7484,M7519,2015-03-14 0:00:00,,KLA,Open,Female,Northern,BOUGHT,46,Three Full Years,3,0,2,2017-03-14 0:00:00,0,0,5,1,0,2015,3,14,2015,3,14, Card II TYPE,88.725,None,None,439.27,0,133.8,201503
7485,M7520,2015-03-11 0:00:00,,PPL,Open,Female,Eastern,RENTED,62,Three Full Years,3,14,12,2017-03-11 0:00:00,2015-05-04 0:00:00,1,2,1,1,2015,3,11,2015,3,11, Card II TYPE,839.265,2015-03-29 0:00:00,549.7,82.62,0,0.25,201503
7486,M7521,2015-03-11 0:00:00,,PPL,Open,Male,Northern,RENTED,52,Three Full Years,1,0,17,2017-03-11 0:00:00,2015-04-09 0:00:00,1,0,None,0,2015,3,11,2015,3,11,None,None,None,None,139.33,0,91.35,201503
7487,M7522,2015-03-11 0:00:00,,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2017-03-11 0:00:00,0,0,0,1,0,2015,3,11,2015,3,11, Card II TYPE,524.79,None,None,421.87,0,147.95,201503
7488,M7523,2015-03-14 0:00:00,,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2017-03-14 0:00:00,0,0,8,1,0,2015,3,14,2015,3,14, Card II TYPE,47.46,None,None,421.12,0,302.8,201503
7489,M7524,2015-03-12 0:00:00,,PPL,Open,Male,Eastern,RENTED,31,Three Full Years,6,0,17,2017-03-12 0:00:00,0,0,1,1,0,2015,3,12,2015,3,12, Card II TYPE,734.79,None,None,437.8,0,182.85,201503
7490,M7525,2015-03-12 0:00:00,,PPL,Open,Male,Western,RENTED,69,Three Full Years,7,0,21,2017-03-12 0:00:00,0,0,0,1,0,2015,3,12,2015,3,12, Card II TYPE,1774.29,None,None,504.17,0,217.8,201503
7491,M7526,2015-03-13 0:00:00,,KLA,Open,Female,Northern,RENTED,58,Three Full Years,5,20,22,2017-03-13 0:00:00,0,0,1,1,0,2015,3,13,2015,3,13, Card II TYPE,944.79,None,None,488.92,0,465.95,201503
7492,M7527,2015-03-15 0:00:00,,PPL,Open,Female,Northern,RENTED,53,Three Full Years,1,0,1,2017-03-15 0:00:00,0,0,2,1,0,2015,3,15,2015,3,15, Card II TYPE,59.85,None,None,350.48,0,45.05,201503
7493,M7528,2015-03-12 0:00:00,,PPL,Open,Male,Eastern,RENTED,43,Three Full Years,1,0,7,2017-03-12 0:00:00,0,0,0,1,0,2015,3,12,2015,3,12, Card II TYPE,629.79,None,None,476.83,0,142.9,201503
7494,M7529,2015-03-13 0:00:00,,PPL,Open,Female,Northern,RENTED,57,Three Full Years,2,0,21,2017-03-13 0:00:00,0,0,0,1,0,2015,3,13,2015,3,13, Card II TYPE,629.79,None,None,437.42,0,123.25,201503
7495,M7530,2015-03-12 0:00:00,,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2017-03-12 0:00:00,0,0,0,1,0,2015,3,12,2015,3,12, Card II TYPE,133.245,None,None,485.45,0,263.85,201503
7496,M7531,2015-03-13 0:00:00,,PPL,Open,Female,Eastern,BOUGHT,,Three Full Years,3,0,7,2017-03-13 0:00:00,0,0,0,1,0,2015,3,13,2015,3,13, Card II TYPE,131.25,None,None,484.93,0,98.65,201503
7497,M7532,2015-03-12 0:00:00,,PRP,Open,Male,Northern,RENTED,37,Three Full Years,3,0,7,2017-03-12 0:00:00,2015-05-10 0:00:00,1,6,1,0,2015,3,12,2015,3,12, Card II TYPE,944.265,None,None,513.72,0,1133.85,201503
7498,M7533,2015-03-12 0:00:00,,KLA,Open,Male,Northern,RENTED,46,Three Full Years,3,0,7,2017-03-12 0:00:00,0,0,0,1,0,2015,3,12,2015,3,12, Card II TYPE,944.79,None,None,507.4,0,183.4,201503
7499,M7534,2015-03-16 0:00:00,,PPL,Open,Male,Eastern,RENTED,46,Three Full Years,1,6,22,2017-03-16 0:00:00,0,0,0,1,0,2015,3,16,2015,3,16, Card II TYPE,944.265,None,None,419.7,0,5.9,201503
7500,M7535,2015-03-12 0:00:00,,PPL,Open,,Western,RENTED,,Three Full Years,,,,2017-03-12 0:00:00,0,0,0,1,0,2015,3,12,2015,3,12, Card II TYPE,629.79,None,None,453.4,0,214.3,201503
7501,M7536,2015-03-13 0:00:00,,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2017-03-13 0:00:00,0,0,0,1,0,2015,3,13,2015,3,13, Card II TYPE,796.74,None,None,429.18,0,192.2,201503
7502,M7537,2015-03-18 0:00:00,,PRP,Open,Female,Northern,RENTED,56,Three Full Years,3,14,21,2017-03-18 0:00:00,0,0,0,1,0,2015,3,18,2015,3,18, Card II TYPE,839.79,None,None,369.97,0,19.8,201503
7503,M7538,2015-03-13 0:00:00,,PPL,Open,Male,Eastern,RENTED,53,Three Full Years,4,0,21,2017-03-13 0:00:00,0,0,1,1,0,2015,3,13,2015,3,13, Card II TYPE,59.85,None,None,462.23,0,609.05,201503
7504,M7539,2015-03-14 0:00:00,,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2017-03-14 0:00:00,0,0,0,1,0,2015,3,14,2015,3,14, Card II TYPE,807.24,None,None,393.05,0,89,201503
7505,M7540,2015-03-13 0:00:00,,PPL,Open,Male,Northern,RENTED,69,Three Full Years,3,0,17,2017-03-13 0:00:00,0,0,0,1,0,2015,3,13,2015,3,13, Card II TYPE,734.79,None,None,374.25,0,64.2,201503
7506,M7541,2015-03-13 0:00:00,,KLA,Open,,Eastern,RENTED,,Three Full Years,,,,2017-03-13 0:00:00,0,0,12,1,0,2015,3,13,2015,3,13, Card II TYPE,48.405,None,None,439.27,0,316.05,201503
7507,M7542,2015-03-14 0:00:00,,PPL,Open,Female,Eastern,RENTED,55,Three Full Years,4,0,4,2017-03-14 0:00:00,0,0,2,1,0,2015,3,14,2015,3,14, Card II TYPE,524.79,None,None,356.38,0,7.65,201503
7508,M7543,2015-03-14 0:00:00,,PPL,Open,Male,Eastern,RENTED,67,Three Full Years,7,14,22,2017-03-14 0:00:00,0,0,0,1,0,2015,3,14,2015,3,14, Card II TYPE,51.555,None,None,374.6,0,1.1,201503
7509,M7544,2015-03-15 0:00:00,,PPL,Open,Male,Northern,RENTED,41,Three Full Years,4,0,12,2017-03-15 0:00:00,0,0,0,1,0,2015,3,15,2015,3,15, Card II TYPE,47.46,None,None,393.57,0,413.05,201503
7510,M7545,2015-03-14 0:00:00,,PPL,Open,Female,Northern,RENTED,44,Three Full Years,4,0,22,2017-03-14 0:00:00,2015-04-12 0:00:00,1,1,1,0,2015,3,14,2015,3,14, Card II TYPE,524.79,None,None,414.83,0,522.35,201503
7511,M7546,2015-03-13 0:00:00,,PPL,Open,Female,Eastern,RENTED,42,Three Full Years,3,0,7,2017-03-13 0:00:00,0,0,0,1,0,2015,3,13,2015,3,13, Card II TYPE,1983.765,None,None,455.92,0,171.55,201503
7512,M7547,2015-03-13 0:00:00,,PPL,Open,Female,Northern,RENTED,43,Three Full Years,3,0,17,2017-03-13 0:00:00,0,0,0,1,0,2015,3,13,2015,3,13, Card II TYPE,734.79,None,None,407.25,0,41.75,201503
7513,M7548,2015-03-24 0:00:00,,PPL,Open,Male,Eastern,RENTED,35,Three Full Years,3,0,12,2017-03-24 0:00:00,0,0,0,1,0,2015,3,24,2015,3,24, Card II TYPE,734.79,None,None,183.48,0,93.25,201503
7514,M7549,2015-03-13 0:00:00,,PPL,Open,Male,Eastern,RENTED,67,Three Full Years,4,0,22,2017-03-13 0:00:00,0,0,1,1,0,2015,3,13,2015,3,13, Card II TYPE,524.79,None,None,481.3,0,197.75,201503
7515,M7550,2015-03-17 0:00:00,,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2017-03-17 0:00:00,0,0,0,1,0,2015,3,17,2015,3,17, Card II TYPE,524.79,None,None,352.75,0,127.8,201503
7516,M7551,2015-03-16 0:00:00,,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2017-03-16 0:00:00,0,0,0,1,0,2015,3,16,2015,3,16, Card II TYPE,944.265,None,None,415.58,0,132.2,201503
7517,M7552,2015-03-18 0:00:00,,PPL,Open,Male,Northern,RENTED,48,Three Full Years,5,0,21,2017-03-18 0:00:00,0,0,0,1,0,2015,3,18,2015,3,18, Card II TYPE,133.245,None,None,330.48,0,186.05,201503
7518,M7553,2015-03-13 0:00:00,,PPL,Open,Male,Western,RENTED,40,Three Full Years,5,0,7,2017-03-13 0:00:00,0,0,1,1,0,2015,3,13,2015,3,13, Card II TYPE,629.79,None,None,461.32,0,244.65,201503
7519,M7554,2015-03-16 0:00:00,,PPL,Open,Male,Southern,RENTED,53,Three Full Years,4,0,17,2017-03-16 0:00:00,0,0,3,1,0,2015,3,16,2015,3,16, Card II TYPE,524.79,None,None,379.92,0,389,201503
7520,M7555,2015-03-14 0:00:00,,PPL,Open,,Eastern,BOUGHT,,Three Full Years,,,,2017-03-14 0:00:00,0,0,0,1,0,2015,3,14,2015,3,14, Card II TYPE,111.3,None,None,424.98,0,72.5,201503
7521,M7556,2015-03-16 0:00:00,,PRP,Open,,Western,RENTED,,Three Full Years,,,,2017-03-16 0:00:00,0,0,3,1,0,2015,3,16,2015,3,16, Card II TYPE,1984.29,None,None,114.77,0,18.05,201503
7522,M7557,2015-03-15 0:00:00,,PPL,Open,Female,Southern,RENTED,30,Three Full Years,5,0,12,2017-03-15 0:00:00,0,0,0,1,0,2015,3,15,2015,3,15, Card II TYPE,524.79,None,None,424.82,0,168.75,201503
7523,M7558,2015-03-18 0:00:00,,PRP,Open,Male,Northern,RENTED,36,Three Full Years,4,0,17,2017-03-18 0:00:00,2015-04-05 0:00:00,1,0,1,0,2015,3,18,2015,3,18, Card II TYPE,839.79,None,None,41.73,0,2.3,201503
7524,M7559,2015-03-18 0:00:00,,PPL,Open,Female,Eastern,RENTED,46,Three Full Years,3,12,21,2017-03-18 0:00:00,0,0,0,1,0,2015,3,18,2015,3,18, Card II TYPE,524.79,None,None,150.58,0,2.85,201503
7525,M7560,2015-03-14 0:00:00,,PPL,Open,Female,Northern,RENTED,46,Three Full Years,3,0,12,2017-03-14 0:00:00,0,0,0,1,0,2015,3,14,2015,3,14, Card II TYPE,734.79,None,None,386.13,0,7.15,201503
7526,M7561,2015-03-14 0:00:00,,PPL,Open,Female,Northern,RENTED,45,Three Full Years,3,0,4,2017-03-14 0:00:00,0,0,0,1,0,2015,3,14,2015,3,14, Card II TYPE,524.79,None,None,401.65,0,80,201503
7527,M7562,2015-03-19 0:00:00,,PPL,Open,Female,Eastern,RENTED,46,Three Full Years,3,9,22,2017-03-19 0:00:00,0,0,0,1,0,2015,3,19,2015,3,19, Card II TYPE,734.79,None,None,327.57,0,199.65,201503
7528,M7563,2015-03-14 0:00:00,,PPL,Open,Male,Eastern,RENTED,56,Three Full Years,5,0,22,2017-03-14 0:00:00,0,0,0,1,0,2015,3,14,2015,3,14, Card II TYPE,734.265,None,None,466.38,0,52.45,201503
7529,M7564,2015-03-17 0:00:00,,PPL,Open,Female,Northern,RENTED,58,Three Full Years,8,0,17,2017-03-17 0:00:00,0,0,0,1,0,2015,3,17,2015,3,17, Card II TYPE,1983.765,None,None,372.25,0,70.9,201503
7530,M7565,2015-03-16 0:00:00,,PPL,Open,Male,Northern,RENTED,52,Three Full Years,4,0,12,2017-03-16 0:00:00,0,0,0,None,0,2015,3,16,2015,3,16,None,None,None,None,360,0,17.1,201503
7531,M7566,2015-03-31 0:00:00,,PPL,Open,,Southern,RENTED,,Three Full Years,,,,2017-03-31 0:00:00,0,0,0,1,0,2015,3,31,2015,3,31, Card II TYPE,524.79,None,None,54.75,0,5.1,201503
7532,M7567,2015-03-14 0:00:00,,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2017-03-14 0:00:00,0,0,1,1,0,2015,3,14,2015,3,14,Paper based/Post,734.79,None,None,405.48,0,74.05,201503
7533,M7568,2015-03-13 0:00:00,,KLA,Open,,Western,BOUGHT,,Three Full Years,,,,2017-03-13 0:00:00,0,0,0,1,0,2015,3,13,2015,3,13, Card II TYPE,160.125,None,None,439.47,0,424.65,201503
7534,M7569,2015-03-16 0:00:00,,PPL,Open,Male,Western,RENTED,38,Three Full Years,6,0,7,2017-03-16 0:00:00,0,0,1,1,0,2015,3,16,2015,3,16,Paper based/Post,1774.29,None,None,411.68,0,118.45,201503
7535,M7570,2015-03-17 0:00:00,,PPL,Open,Female,Western,RENTED,74,Three Full Years,3,19,21,2017-03-17 0:00:00,0,0,1,1,0,2015,3,17,2015,3,17, Card II TYPE,734.79,None,None,338.97,0,10.25,201503
7536,M7571,2015-03-16 0:00:00,,PPL,Open,Female,Eastern,RENTED,41,Three Full Years,8,5,7,2017-03-16 0:00:00,0,0,0,1,0,2015,3,16,2015,3,16, Card II TYPE,524.79,None,None,350.32,0,73.1,201503
7537,M7572,2015-03-16 0:00:00,,PPL,Open,Male,Eastern,RENTED,69,Three Full Years,3,0,4,2017-03-16 0:00:00,0,0,0,1,0,2015,3,16,2015,3,16, Card II TYPE,524.79,None,None,413.83,0,14.75,201503
7538,M7573,2015-03-16 0:00:00,,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2017-03-16 0:00:00,0,0,0,1,0,2015,3,16,2015,3,16, Card II TYPE,586.74,None,None,419.77,0,360.2,201503
7539,M7574,2015-03-15 0:00:00,,PPL,Open,Male,Western,BOUGHT,59,Three Full Years,3,0,17,2017-03-15 0:00:00,0,0,1,1,0,2015,3,15,2015,3,15, Card II TYPE,3569.685,None,None,394.8,0,42.7,201503
7540,M7575,2015-03-16 0:00:00,,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2017-03-16 0:00:00,0,0,1,1,0,2015,3,16,2015,3,16, Card II TYPE,48.72,None,None,366.73,0,65.6,201503
7541,M7576,2015-03-25 0:00:00,,PRP,Open,Male,Northern,RENTED,47,Three Full Years,6,19,22,2017-03-25 0:00:00,0,0,3,1,1,2015,3,25,2015,3,25, Card II TYPE,1984.29,2015-03-24 0:00:00,43.4,201.07,0,48,201503
7542,M7577,2015-03-20 0:00:00,,PPL,Open,Female,Northern,RENTED,39,Three Full Years,6,20,12,2017-03-20 0:00:00,0,0,1,1,0,2015,3,20,2015,3,20, Card II TYPE,524.79,None,None,325.38,0,44.75,201503
7543,M7578,2015-03-16 0:00:00,,PPL,Closed,,Eastern,RENTED,,,,,,,2015-04-14 0:00:00,1,0,1,0,2015,3,16,,,, Card II TYPE,524.79,None,None,238.98,0,7.85,201503
7544,M7579,2015-03-15 0:00:00,,PPL,Open,Male,Eastern,RENTED,46,Three Full Years,5,0,2,2017-03-15 0:00:00,0,0,2,1,0,2015,3,15,2015,3,15,Paper based/Post,944.265,None,None,382.82,0,24.55,201503
7545,M7580,2015-03-21 0:00:00,,PPL,Open,Male,Eastern,RENTED,54,Three Full Years,6,14,22,2017-03-21 0:00:00,0,0,0,1,0,2015,3,21,2015,3,21, Card II TYPE,524.79,None,None,254.72,0,19.95,201503
7546,M7581,2015-03-18 0:00:00,,PPL,Open,Female,Northern,RENTED,24,Three Full Years,5,20,22,2017-03-18 0:00:00,0,0,0,1,0,2015,3,18,2015,3,18, Card II TYPE,104.79,None,None,360.77,0,38.75,201503
7547,M7582,2015-03-17 0:00:00,,PPL,Open,Female,Eastern,RENTED,59,Three Full Years,4,14,22,2017-03-17 0:00:00,0,0,0,1,0,2015,3,17,2015,3,17, Card II TYPE,524.79,None,None,294.35,0,5.95,201503
7548,M7583,2015-03-17 0:00:00,,PPL,Open,Female,Eastern,RENTED,43,Three Full Years,4,0,17,2017-03-17 0:00:00,0,0,2,1,0,2015,3,17,2015,3,17, Card II TYPE,524.79,None,None,323.9,0,36,201503
7549,M7584,2015-03-17 0:00:00,,PPL,Closed,,Northern,RENTED,,,,,,,0,0,1,1,0,2015,3,17,,,, Card II TYPE,59.85,None,None,45.98,0,1.1,201503
7550,M7585,2015-03-18 0:00:00,,PPL,Open,Female,Eastern,RENTED,32,Three Full Years,4,0,17,2017-03-18 0:00:00,0,0,1,1,0,2015,3,18,2015,3,18, Card II TYPE,524.79,None,None,350.12,0,352.65,201503
7551,M7586,2015-03-16 0:00:00,,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2017-03-16 0:00:00,0,0,0,1,0,2015,3,16,2015,3,16, Card II TYPE,734.79,None,None,392.32,0,89.9,201503
7552,M7587,2015-03-16 0:00:00,,PPL,Open,Male,Eastern,RENTED,,Three Full Years,4,0,7,2017-03-16 0:00:00,2015-05-29 0:00:00,1,0,1,0,2015,3,16,2015,3,16, Card II TYPE,944.265,None,None,410.52,0,411.4,201503
7553,M7588,2015-03-17 0:00:00,,PPL,Open,Male,Northern,RENTED,51,Three Full Years,3,0,22,2017-03-17 0:00:00,0,0,0,1,0,2015,3,17,2015,3,17, Card II TYPE,61.74,None,None,296.83,0,2.25,201503
7554,M7589,2015-03-17 0:00:00,,PPL,Open,Male,Eastern,RENTED,53,Three Full Years,5,0,12,2017-03-17 0:00:00,0,0,2,1,0,2015,3,17,2015,3,17, Card II TYPE,944.265,None,None,335.58,0,16.15,201503
7555,M7590,2015-03-18 0:00:00,,PPL,Open,Male,Northern,RENTED,45,Three Full Years,4,0,7,2017-03-18 0:00:00,0,0,0,1,0,2015,3,18,2015,3,18, Card II TYPE,104.79,None,None,341.23,0,123.3,201503
7556,M7591,2015-03-17 0:00:00,,PPL,Open,Female,Eastern,RENTED,34,Three Full Years,2,0,12,2017-03-17 0:00:00,0,0,0,1,0,2015,3,17,2015,3,17, Card II TYPE,62.16,None,None,121.23,0,15.8,201503
7557,M7592,2015-03-17 0:00:00,,PPL,Open,Male,Eastern,RENTED,47,Three Full Years,5,0,7,2017-03-17 0:00:00,0,0,0,1,0,2015,3,17,2015,3,17, Card II TYPE,796.74,None,None,381.05,0,90.2,201503
7558,M7593,2015-03-17 0:00:00,,PPL,Closed,,Eastern,RENTED,,,,,,,2015-04-15 0:00:00,1,0,1,0,2015,3,17,,,, Card II TYPE,67.305,None,None,22.95,0,96,201503
7559,M7594,2015-03-19 0:00:00,,PPL,Open,Female,Northern,RENTED,,Three Full Years,3,0,7,2017-03-19 0:00:00,0,0,0,1,0,2015,3,19,2015,3,19, Card II TYPE,59.85,None,None,309.3,0,272.9,201503
7560,M7595,2015-03-22 0:00:00,,PPL,Open,,Western,RENTED,,Three Full Years,,,,2017-03-22 0:00:00,0,0,0,1,0,2015,3,22,2015,3,22, Card II TYPE,524.79,None,None,264.28,0,337.3,201503
7561,M7596,2015-03-21 0:00:00,,PRP,Open,Male,Northern,RENTED,45,Three Full Years,3,9,4,2017-03-21 0:00:00,2015-04-19 0:00:00,1,3,1,0,2015,3,21,2015,3,21, Card II TYPE,734.79,None,None,273.22,0,36.45,201503
7562,M7597,2015-03-18 0:00:00,,PPL,Open,Female,Eastern,RENTED,45,Three Full Years,5,14,7,2017-03-18 0:00:00,0,0,1,1,0,2015,3,18,2015,3,18, Card II TYPE,524.79,None,None,343.5,0,9.9,201503
7563,M7598,2015-03-24 0:00:00,,PPL,Open,Male,Eastern,RENTED,47,Three Full Years,3,0,4,2017-03-24 0:00:00,0,0,0,1,0,2015,3,24,2015,3,24, Card II TYPE,524.79,None,None,198.08,0,9.7,201503
7564,M7599,2015-03-18 0:00:00,,PPL,Open,Female,Northern,RENTED,61,Three Full Years,4,0,17,2017-03-18 0:00:00,0,0,1,1,0,2015,3,18,2015,3,18, Card II TYPE,133.245,None,None,349.58,0,26.65,201503
7565,M7600,2015-03-20 0:00:00,,PPL,Open,Female,Eastern,BOUGHT,,Three Full Years,4,0,2,2017-03-20 0:00:00,0,0,0,1,0,2015,3,20,2015,3,20, Card II TYPE,111.3,None,None,319.25,0,503.05,201503
